# wdd   tau_V= 7.00
      0.0100000      0.0000035
      0.0150000      0.0000046
      0.0220000      0.0000072
      0.0330000      0.0000135
      0.0490000      0.0000240
      0.0730000      0.0000247
      0.1000000      0.0000249
      0.1230000      0.0000217
      0.1510000      0.0000242
      0.1850000      0.0000378
      0.2270000      0.0000995
      0.2790000      0.0001336
      0.3430000      0.0001579
      0.4210000      0.0002095
      0.5170000      0.0003532
      0.5500000      0.0004301
      0.6350000      0.0006729
      0.7800000      0.0012916
      0.9580000      0.0022925
      1.1770000      0.0043572
      1.4450001      0.0098533
      1.7740000      0.0226370
      2.1789999      0.0486521
      2.6760001      0.0921912
      3.2860000      0.1527148
      4.0359998      0.2250846
      4.9559999      0.3101471
      6.0000000      0.4040865
      6.2500000      0.4269331
      6.5000000      0.4489584
      6.7500000      0.4721755
      7.0000000      0.4941507
      7.2500000      0.5338742
      7.5000000      0.5724159
      7.7500000      0.6104368
      8.0000000      0.6477565
      8.2500000      0.6997296
      8.5000000      0.7420473
      8.6000004      0.7573238
      8.6999998      0.7717067
      8.8000002      0.7855129
      8.8999996      0.7987180
      9.0000000      0.8112981
      9.1000004      0.8225002
      9.1999998      0.8333815
      9.3000002      0.8439304
      9.3999996      0.8545112
      9.5000000      0.8651243
      9.6000004      0.8792309
      9.6999998      0.8942189
      9.8000002      0.9101122
      9.8999996      0.9265385
     10.0000000      0.9435096
     10.1000004      0.9614423
     10.1999998      0.9795433
     10.3000002      0.9973999
     10.3999996      1.0154167
     10.5000000      1.0331731
     10.6000004      1.0510818
     10.6999998      1.0691427
     10.8000002      1.0869231
     10.8999996      1.1048477
     11.0000000      1.1229167
     11.1000004      1.1415746
     11.1999998      1.1603847
     11.3000002      1.1788944
     11.3999996      1.1993750
     11.5000000      1.2195714
     11.7500000      1.2564405
     12.0000000      1.2999998
     12.2500000      1.3432792
     12.5000000      1.3847156
     12.7500000      1.4251804
     13.0000000      1.4635417
     13.2500000      1.5054889
     13.5000000      1.5452526
     13.7500000      1.5826824
     14.0000000      1.6176283
     14.2500000      1.6704930
     14.5000000      1.7247798
     14.7500000      1.7805188
     15.0000000      1.8371396
     15.2500000      1.9031954
     15.5000000      1.9710338
     15.7500000      2.0400543
     16.0000000      2.1115386
     16.2500000      2.1855469
     16.5000000      2.2614787
     16.7500000      2.3386922
     17.0000000      2.4165065
     17.2500000      2.4935100
     17.5000000      2.5717151
     17.7500000      2.6504107
     18.0000000      2.7302890
     18.2500000      2.8047678
     18.5000000      2.8802485
     18.7500000      2.9552286
     19.0000000      3.0319312
     19.2500000      3.1003609
     19.5000000      3.1703126
     19.7500000      3.2394433
     20.0000000      3.3092947
     20.8799992      3.5477600
     25.6399994      4.8372903
     31.4799995      6.2114987
     38.6599998      7.0985093
     47.4799995      6.9032421
     58.3100014      5.6931686
     71.6100006      3.9046962
     87.9400024      2.3165286
    108.0000000      1.2963463
    132.6000061      0.6853126
    162.8999939      0.3242337
    200.0000000      0.1586539
    204.3000031      0.1476592
    303.8999939      0.0391320
    452.0000000      0.0109541
    672.2999878      0.0029548
   1000.0000000      0.0006042
