# wdd   tau_V= 6.75
      0.0100000      0.0000041
      0.0150000      0.0000055
      0.0220000      0.0000087
      0.0330000      0.0000162
      0.0490000      0.0000291
      0.0730000      0.0000307
      0.1000000      0.0000315
      0.1230000      0.0000278
      0.1510000      0.0000311
      0.1850000      0.0000481
      0.2270000      0.0001232
      0.2790000      0.0001648
      0.3430000      0.0001933
      0.4210000      0.0002532
      0.5170000      0.0004182
      0.5500000      0.0005061
      0.6350000      0.0007795
      0.7800000      0.0014653
      0.9580000      0.0025493
      1.1770000      0.0047486
      1.4450001      0.0105365
      1.7740000      0.0238381
      2.1789999      0.0506076
      2.6760001      0.0949787
      3.2860000      0.1560060
      4.0359998      0.2283186
      4.9559999      0.3127284
      6.0000000      0.4055288
      6.2500000      0.4281851
      6.5000000      0.4500000
      6.7500000      0.4729868
      7.0000000      0.4947116
      7.2500000      0.5347456
      7.5000000      0.5736178
      7.7500000      0.6119892
      8.0000000      0.6496795
      8.2500000      0.7043570
      8.5000000      0.7495393
      8.6000004      0.7655931
      8.6999998      0.7811178
      8.8000002      0.7960898
      8.8999996      0.8104848
      9.0000000      0.8242789
      9.1000004      0.8370835
      9.1999998      0.8492308
      9.3000002      0.8610698
      9.3999996      0.8725882
      9.5000000      0.8841548
      9.6000004      0.8988464
      9.6999998      0.9140386
      9.8000002      0.9305289
      9.8999996      0.9471634
     10.0000000      0.9639423
     10.1000004      0.9820794
     10.1999998      0.9999759
     10.3000002      1.0180329
     10.3999996      1.0358334
     10.5000000      1.0533655
     10.6000004      1.0710417
     10.6999998      1.0888622
     10.8000002      1.1068270
     10.8999996      1.1244992
     11.0000000      1.1423078
     11.1000004      1.1606973
     11.1999998      1.1792308
     11.3000002      1.1974559
     11.3999996      1.2176442
     11.5000000      1.2380009
     11.7500000      1.2738583
     12.0000000      1.3163460
     12.2500000      1.3584937
     12.5000000      1.3997396
     12.7500000      1.4389724
     13.0000000      1.4765626
     13.2500000      1.5171677
     13.5000000      1.5560697
     13.7500000      1.5925982
     14.0000000      1.6266026
     14.2500000      1.6796275
     14.5000000      1.7334937
     14.7500000      1.7893831
     15.0000000      1.8461541
     15.2500000      1.9123600
     15.5000000      1.9803487
     15.7500000      2.0501506
     16.0000000      2.1217949
     16.2500000      2.1966145
     16.5000000      2.2733774
     16.7500000      2.3507714
     17.0000000      2.4301281
     17.2500000      2.5073321
     17.5000000      2.5857375
     17.7500000      2.6653442
     18.0000000      2.7454329
     18.2500000      2.8201222
     18.5000000      2.8950722
     18.7500000      2.9702525
     19.0000000      3.0463946
     19.2500000      3.1142430
     19.5000000      3.1828127
     19.7500000      3.2513125
     20.0000000      3.3197114
     20.8799992      3.5552888
     25.6399994      4.8157182
     31.4799995      6.1484380
     38.6599998      6.9900880
     47.4799995      6.7681828
     58.3100014      5.5600090
     71.6100006      3.8042815
     87.9400024      2.2506440
    108.0000000      1.2574040
    132.6000061      0.6640626
    162.8999939      0.3143135
    200.0000000      0.1537660
    204.3000031      0.1431573
    303.8999939      0.0379632
    452.0000000      0.0106517
    672.2999878      0.0028767
   1000.0000000      0.0005825
