# wdd   tau_V= 4.00
      0.0100000      0.0000240
      0.0150000      0.0000377
      0.0220000      0.0000644
      0.0330000      0.0001236
      0.0490000      0.0002324
      0.0730000      0.0003214
      0.1000000      0.0004042
      0.1230000      0.0004181
      0.1510000      0.0004892
      0.1850000      0.0006832
      0.2270000      0.0012778
      0.2790000      0.0016007
      0.3430000      0.0017466
      0.4210000      0.0019633
      0.5170000      0.0025684
      0.5500000      0.0028778
      0.6350000      0.0037372
      0.7800000      0.0055719
      0.9580000      0.0077684
      1.1770000      0.0115484
      1.4450001      0.0207950
      1.7740000      0.0396165
      2.1789999      0.0735587
      2.6760001      0.1241510
      3.2860000      0.1860224
      4.0359998      0.2503096
      4.9559999      0.3198764
      6.0000000      0.3949519
      6.2500000      0.4131611
      6.5000000      0.4307292
      6.7500000      0.4494592
      7.0000000      0.4666667
      7.2500000      0.5062801
      7.5000000      0.5444711
      7.7500000      0.5818710
      8.0000000      0.6195513
      8.2500000      0.6931190
      8.5000000      0.7607773
      8.6000004      0.7866107
      8.6999998      0.8121394
      8.8000002      0.8380449
      8.8999996      0.8636138
      9.0000000      0.8895434
      9.1000004      0.9165626
      9.1999998      0.9424840
      9.3000002      0.9680049
      9.3999996      0.9927244
      9.5000000      1.0166067
      9.6000004      1.0357693
      9.6999998      1.0543309
      9.8000002      1.0718751
      9.8999996      1.0895551
     10.0000000      1.1069713
     10.1000004      1.1228968
     10.1999998      1.1385096
     10.3000002      1.1542109
     10.3999996      1.1695833
     10.5000000      1.1846154
     10.6000004      1.2001443
     10.6999998      1.2148958
     10.8000002      1.2301444
     10.8999996      1.2454648
     11.0000000      1.2608573
     11.1000004      1.2745434
     11.1999998      1.2882692
     11.3000002      1.3020355
     11.3999996      1.3199519
     11.5000000      1.3379809
     11.7500000      1.3595353
     12.0000000      1.3913462
     12.2500000      1.4227866
     12.5000000      1.4528246
     12.7500000      1.4803486
     13.0000000      1.5062501
     13.2500000      1.5384015
     13.5000000      1.5674280
     13.7500000      1.5931492
     14.0000000      1.6153847
     14.2500000      1.6670673
     14.5000000      1.7195514
     14.7500000      1.7734275
     15.0000000      1.8281250
     15.2500000      1.8983073
     15.5000000      1.9697918
     15.7500000      2.0425785
     16.0000000      2.1179488
     16.2500000      2.1992188
     16.5000000      2.2813101
     16.7500000      2.3648641
     17.0000000      2.4498799
     17.2500000      2.5322118
     17.5000000      2.6158857
     17.7500000      2.6987681
     18.0000000      2.7829330
     18.2500000      2.8566806
     18.5000000      2.9306493
     18.7500000      3.0040567
     19.0000000      3.0768433
     19.2500000      3.1366086
     19.5000000      3.1968751
     19.7500000      3.2560601
     20.0000000      3.3149040
     20.8799992      3.5059326
     25.6399994      4.4715915
     31.4799995      5.3727884
     38.6599998      5.7463384
     47.4799995      5.2558994
     58.3100014      4.1139393
     71.6100006      2.7020156
     87.9400024      1.5509291
    108.0000000      0.8498078
    132.6000061      0.4437532
    162.8999939      0.2098251
    200.0000000      0.1030449
    204.3000031      0.0960112
    303.8999939      0.0258729
    452.0000000      0.0074844
    672.2999878      0.0020406
   1000.0000000      0.0003553
