# wdd   tau_V= 2.00
      0.0100000      0.0000771
      0.0150000      0.0001349
      0.0220000      0.0002446
      0.0330000      0.0004782
      0.0490000      0.0009350
      0.0730000      0.0015831
      0.1000000      0.0023361
      0.1230000      0.0027059
      0.1510000      0.0032807
      0.1850000      0.0042937
      0.2270000      0.0064599
      0.2790000      0.0077329
      0.3430000      0.0078096
      0.4210000      0.0077099
      0.5170000      0.0085110
      0.5500000      0.0090190
      0.6350000      0.0103315
      0.7800000      0.0130156
      0.9580000      0.0155752
      1.1770000      0.0197911
      1.4450001      0.0306078
      1.7740000      0.0512513
      2.1789999      0.0863132
      2.6760001      0.1349793
      3.2860000      0.1890503
      4.0359998      0.2381822
      4.9559999      0.2873130
      6.0000000      0.3394231
      6.2500000      0.3520633
      6.5000000      0.3643229
      6.7500000      0.3772537
      7.0000000      0.3895433
      7.2500000      0.4182692
      7.5000000      0.4462140
      7.7500000      0.4738181
      8.0000000      0.5019231
      8.2500000      0.5632212
      8.5000000      0.6228566
      8.6000004      0.6463783
      8.6999998      0.6702765
      8.8000002      0.6949039
      8.8999996      0.7199159
      9.0000000      0.7453126
      9.1000004      0.7729168
      9.1999998      0.8002084
      9.3000002      0.8271635
      9.3999996      0.8530049
      9.5000000      0.8784456
      9.6000004      0.8953848
      9.6999998      0.9117067
      9.8000002      0.9262099
      9.8999996      0.9404207
     10.0000000      0.9543269
     10.1000004      0.9654889
     10.1999998      0.9766827
     10.3000002      0.9874961
     10.3999996      0.9983334
     10.5000000      1.0091947
     10.6000004      1.0196555
     10.6999998      1.0301322
     10.8000002      1.0410577
     10.8999996      1.0520073
     11.0000000      1.0625401
     11.1000004      1.0713102
     11.1999998      1.0800642
     11.3000002      1.0888021
     11.3999996      1.1020914
     11.5000000      1.1154448
     11.7500000      1.1265125
     12.0000000      1.1475962
     12.2500000      1.1685599
     12.5000000      1.1884015
     12.7500000      1.2065506
     13.0000000      1.2234377
     13.2500000      1.2464343
     13.5000000      1.2672478
     13.7500000      1.2852064
     14.0000000      1.2995994
     14.2500000      1.3416467
     14.5000000      1.3843549
     14.7500000      1.4283153
     15.0000000      1.4735577
     15.2500000      1.5323319
     15.5000000      1.5928487
     15.7500000      1.6551384
     16.0000000      1.7185899
     16.2500000      1.7884114
     16.5000000      1.8588943
     16.7500000      1.9313504
     17.0000000      2.0051284
     17.2500000      2.0767732
     17.5000000      2.1482372
     17.7500000      2.2201724
     18.0000000      2.2925484
     18.2500000      2.3550982
     18.5000000      2.4170074
     18.7500000      2.4782152
     19.0000000      2.5394235
     19.2500000      2.5867190
     19.5000000      2.6343749
     19.7500000      2.6808095
     20.0000000      2.7267628
     20.8799992      2.8710001
     25.6399994      3.5635078
     31.4799995      4.1267052
     38.6599998      4.2222424
     47.4799995      3.6903529
     58.3100014      2.7729957
     71.6100006      1.7569698
     87.9400024      0.9808693
    108.0000000      0.5283174
    132.6000061      0.2738594
    162.8999939      0.1305941
    200.0000000      0.0649599
    204.3000031      0.0605452
    303.8999939      0.0168752
    452.0000000      0.0051393
    672.2999878      0.0014238
   1000.0000000      0.0001899
