# wdd   tau_V= 1.00
      0.0100000      0.0001259
      0.0150000      0.0002353
      0.0220000      0.0004396
      0.0330000      0.0008690
      0.0490000      0.0017158
      0.0730000      0.0031704
      0.1000000      0.0050361
      0.1230000      0.0062288
      0.1510000      0.0076710
      0.1850000      0.0095168
      0.2270000      0.0126778
      0.2790000      0.0149225
      0.3430000      0.0147314
      0.4210000      0.0138377
      0.5170000      0.0141864
      0.5500000      0.0146689
      0.6350000      0.0159284
      0.7800000      0.0186937
      0.9580000      0.0209524
      1.1770000      0.0248556
      1.4450001      0.0359166
      1.7740000      0.0567524
      2.1789999      0.0914901
      2.6760001      0.1381957
      3.2860000      0.1869439
      4.0359998      0.2262165
      4.9559999      0.2615005
      6.0000000      0.2963942
      6.2500000      0.3047376
      6.5000000      0.3127604
      6.7500000      0.3212740
      7.0000000      0.3295273
      7.2500000      0.3468149
      7.5000000      0.3638823
      7.7500000      0.3806691
      8.0000000      0.3980770
      8.2500000      0.4356370
      8.5000000      0.4730168
      8.6000004      0.4878847
      8.6999998      0.5033174
      8.8000002      0.5189744
      8.8999996      0.5352123
      9.0000000      0.5520433
      9.1000004      0.5705730
      9.1999998      0.5886379
      9.3000002      0.6065866
      9.3999996      0.6244071
      9.5000000      0.6413262
      9.6000004      0.6526924
      9.6999998      0.6633775
      9.8000002      0.6725721
      9.8999996      0.6818149
     10.0000000      0.6911058
     10.1000004      0.6980169
     10.1999998      0.7049279
     10.3000002      0.7118390
     10.3999996      0.7187500
     10.5000000      0.7252404
     10.6000004      0.7321475
     10.6999998      0.7386258
     10.8000002      0.7455289
     10.8999996      0.7524319
     11.0000000      0.7593350
     11.1000004      0.7649040
     11.1999998      0.7704487
     11.3000002      0.7764223
     11.3999996      0.7846636
     11.5000000      0.7933895
     11.7500000      0.8007513
     12.0000000      0.8144231
     12.2500000      0.8284456
     12.5000000      0.8418470
     12.7500000      0.8545974
     13.0000000      0.8666667
     13.2500000      0.8822717
     13.5000000      0.8967549
     13.7500000      0.9095052
     14.0000000      0.9204328
     14.2500000      0.9482873
     14.5000000      0.9777043
     14.7500000      1.0069712
     15.0000000      1.0372597
     15.2500000      1.0759315
     15.5000000      1.1159256
     15.7500000      1.1572717
     16.0000000      1.1993589
     16.2500000      1.2454427
     16.5000000      1.2923678
     16.7500000      1.3401343
     17.0000000      1.3887420
     17.2500000      1.4361180
     17.5000000      1.4835738
     17.7500000      1.5310796
     18.0000000      1.5786058
     18.2500000      1.6195413
     18.5000000      1.6602566
     18.7500000      1.7007214
     19.0000000      1.7401444
     19.2500000      1.7707533
     19.5000000      1.8007811
     19.7500000      1.8309897
     20.0000000      1.8597757
     20.8799992      1.9508077
     25.6399994      2.3688240
     31.4799995      2.6851330
     38.6599998      2.6904018
     47.4799995      2.3188350
     58.3100014      1.7261723
     71.6100006      1.0836177
     87.9400024      0.6017690
    108.0000000      0.3245625
    132.6000061      0.1700532
    162.8999939      0.0834732
    200.0000000      0.0427965
    204.3000031      0.0399760
    303.8999939      0.0117907
    452.0000000      0.0038391
    672.2999878      0.0010860
   1000.0000000      0.0000987
