# wdd   tau_V= 8.25
      0.0100000      0.0000015
      0.0150000      0.0000019
      0.0220000      0.0000029
      0.0330000      0.0000053
      0.0490000      0.0000092
      0.0730000      0.0000085
      0.1000000      0.0000078
      0.1230000      0.0000063
      0.1510000      0.0000069
      0.1850000      0.0000115
      0.2270000      0.0000346
      0.2790000      0.0000474
      0.3430000      0.0000576
      0.4210000      0.0000816
      0.5170000      0.0001515
      0.5500000      0.0001907
      0.6350000      0.0003211
      0.7800000      0.0006831
      0.9580000      0.0013376
      1.1770000      0.0028109
      1.4450001      0.0069703
      1.7740000      0.0172709
      2.1789999      0.0394158
      2.6760001      0.0784145
      3.2860000      0.1353369
      4.0359998      0.2071360
      4.9559999      0.2940640
      6.0000000      0.3915865
      6.2500000      0.4154147
      6.5000000      0.4385417
      6.7500000      0.4627104
      7.0000000      0.4860177
      7.2500000      0.5228366
      7.5000000      0.5594952
      7.7500000      0.5952224
      8.0000000      0.6304488
      8.2500000      0.6686599
      8.5000000      0.6977765
      8.6000004      0.7073639
      8.6999998      0.7162861
      8.8000002      0.7245193
      8.8999996      0.7323958
      9.0000000      0.7395434
      9.1000004      0.7444792
      9.1999998      0.7493430
      9.3000002      0.7541347
      9.3999996      0.7592308
      9.5000000      0.7646435
      9.6000004      0.7769232
      9.6999998      0.7896795
      9.8000002      0.8044953
      9.8999996      0.8198437
     10.0000000      0.8357372
     10.1000004      0.8538061
     10.1999998      0.8716586
     10.3000002      0.8901082
     10.3999996      0.9079167
     10.5000000      0.9263222
     10.6000004      0.9444873
     10.6999998      0.9623999
     10.8000002      0.9809135
     10.8999996      0.9991667
     11.0000000      1.0175883
     11.1000004      1.0375121
     11.1999998      1.0576283
     11.3000002      1.0774841
     11.3999996      1.0984375
     11.5000000      1.1191307
     11.7500000      1.1608776
     12.0000000      1.2076923
     12.2500000      1.2549379
     12.5000000      1.3010818
     12.7500000      1.3460037
     13.0000000      1.3895833
     13.2500000      1.4354167
     13.5000000      1.4792669
     13.7500000      1.5220855
     14.0000000      1.5626605
     14.2500000      1.6162561
     14.5000000      1.6707534
     14.7500000      1.7267427
     15.0000000      1.7842549
     15.2500000      1.8482072
     15.5000000      1.9132813
     15.7500000      1.9807394
     16.0000000      2.0493593
     16.2500000      2.1204429
     16.5000000      2.1933897
     16.7500000      2.2668872
     17.0000000      2.3422678
     17.2500000      2.4167972
     17.5000000      2.4924881
     17.7500000      2.5693409
     18.0000000      2.6473560
     18.2500000      2.7221456
     18.5000000      2.7979770
     18.7500000      2.8748498
     19.0000000      2.9520035
     19.2500000      3.0247798
     19.5000000      3.0984375
     19.7500000      3.1721857
     20.0000000      3.2467949
     20.8799992      3.5067694
     25.6399994      4.9389873
     31.4799995      6.5217581
     38.6599998      7.6359706
     47.4799995      7.5842452
     58.3100014      6.3636398
     71.6100006      4.4268527
     87.9400024      2.6533501
    108.0000000      1.4940866
    132.6000061      0.7926251
    162.8999939      0.3753357
    200.0000000      0.1834936
    204.3000031      0.1708230
    303.8999939      0.0450615
    452.0000000      0.0125115
    672.2999878      0.0033669
   1000.0000000      0.0007155
