# wdd   tau_V= 0.75
      0.0100000      0.0001404
      0.0150000      0.0002669
      0.0220000      0.0005022
      0.0330000      0.0009954
      0.0490000      0.0019690
      0.0730000      0.0037085
      0.1000000      0.0059976
      0.1230000      0.0075347
      0.1510000      0.0093105
      0.1850000      0.0113846
      0.2270000      0.0147241
      0.2790000      0.0172698
      0.3430000      0.0169714
      0.4210000      0.0157740
      0.5170000      0.0159056
      0.5500000      0.0163546
      0.6350000      0.0175490
      0.7800000      0.0202656
      0.9580000      0.0223802
      1.1770000      0.0261336
      1.4450001      0.0371613
      1.7740000      0.0579038
      2.1789999      0.0923631
      2.6760001      0.1384101
      3.2860000      0.1856274
      4.0359998      0.2221740
      4.9559999      0.2537568
      6.0000000      0.2841346
      6.2500000      0.2914664
      6.5000000      0.2984375
      6.7500000      0.3055889
      7.0000000      0.3124199
      7.2500000      0.3264824
      7.5000000      0.3404447
      7.7500000      0.3539664
      8.0000000      0.3682693
      8.2500000      0.3979568
      8.5000000      0.4277244
      8.6000004      0.4396475
      8.6999998      0.4520794
      8.8000002      0.4646795
      8.8999996      0.4778045
      9.0000000      0.4914664
      9.1000004      0.5064063
      9.1999998      0.5208173
      9.3000002      0.5354207
      9.3999996      0.5498398
      9.5000000      0.5636820
      9.6000004      0.5726924
      9.6999998      0.5817668
      9.8000002      0.5893349
      9.8999996      0.5969351
     10.0000000      0.6041667
     10.1000004      0.6098037
     10.1999998      0.6154327
     10.3000002      0.6214664
     10.3999996      0.6270834
     10.5000000      0.6322716
     10.6000004      0.6378686
     10.6999998      0.6434575
     10.8000002      0.6490386
     10.8999996      0.6550481
     11.0000000      0.6606171
     11.1000004      0.6652885
     11.1999998      0.6699359
     11.3000002      0.6745594
     11.3999996      0.6818990
     11.5000000      0.6888021
     11.7500000      0.6953025
     12.0000000      0.7072116
     12.2500000      0.7190005
     12.5000000      0.7306691
     12.7500000      0.7417067
     13.0000000      0.7520834
     13.2500000      0.7654848
     13.5000000      0.7777645
     13.7500000      0.7888622
     14.0000000      0.7987180
     14.2500000      0.8215445
     14.5000000      0.8458334
     14.7500000      0.8698719
     15.0000000      0.8948318
     15.2500000      0.9262421
     15.5000000      0.9588142
     15.7500000      0.9925782
     16.0000000      1.0262821
     16.2500000      1.0638021
     16.5000000      1.1013222
     16.7500000      1.1394832
     17.0000000      1.1789664
     17.2500000      1.2170374
     17.5000000      1.2550082
     17.7500000      1.2928486
     18.0000000      1.3312501
     18.2500000      1.3643631
     18.5000000      1.3963944
     18.7500000      1.4287860
     19.0000000      1.4600163
     19.2500000      1.4846253
     19.5000000      1.5093750
     19.7500000      1.5326824
     20.0000000      1.5560898
     20.8799992      1.6279039
     25.6399994      1.9517628
     31.4799995      2.1919971
     38.6599998      2.1854672
     47.4799995      1.8845527
     58.3100014      1.4061215
     71.6100006      0.8847967
     87.9400024      0.4925486
    108.0000000      0.2669712
    132.6000061      0.1411000
    162.8999939      0.0704856
    200.0000000      0.0367147
    204.3000031      0.0343447
    303.8999939      0.0104100
    452.0000000      0.0034860
    672.2999878      0.0009947
   1000.0000000      0.0000745
