# wdd   tau_V= 3.00
      0.0100000      0.0000442
      0.0150000      0.0000725
      0.0220000      0.0001276
      0.0330000      0.0002468
      0.0490000      0.0004763
      0.0730000      0.0007344
      0.1000000      0.0010036
      0.1230000      0.0010915
      0.1510000      0.0013013
      0.1850000      0.0017863
      0.2270000      0.0030367
      0.2790000      0.0037044
      0.3430000      0.0038409
      0.4210000      0.0040042
      0.5170000      0.0047868
      0.5500000      0.0052091
      0.6350000      0.0063246
      0.7800000      0.0086125
      0.9580000      0.0110807
      1.1770000      0.0151699
      1.4450001      0.0252122
      1.7740000      0.0448688
      2.1789999      0.0791197
      2.6760001      0.1283322
      3.2860000      0.1861540
      4.0359998      0.2433566
      4.9559999      0.3043889
      6.0000000      0.3709135
      6.2500000      0.3871194
      6.5000000      0.4028646
      6.7500000      0.4194412
      7.0000000      0.4349760
      7.2500000      0.4714243
      7.5000000      0.5069110
      7.7500000      0.5418169
      8.0000000      0.5772436
      8.2500000      0.6511419
      8.5000000      0.7212740
      8.6000004      0.7483654
      8.6999998      0.7758894
      8.8000002      0.8034937
      8.8999996      0.8318790
      9.0000000      0.8599760
      9.1000004      0.8906772
      9.1999998      0.9203687
      9.3000002      0.9490025
      9.3999996      0.9772837
      9.5000000      1.0044272
      9.6000004      1.0238463
      9.6999998      1.0430611
      9.8000002      1.0600963
      9.8999996      1.0772597
     10.0000000      1.0937500
     10.1000004      1.1079247
     10.1999998      1.1217549
     10.3000002      1.1356411
     10.3999996      1.1495835
     10.5000000      1.1627405
     10.6000004      1.1763624
     10.6999998      1.1896033
     10.8000002      1.2028847
     10.8999996      1.2166427
     11.0000000      1.2300080
     11.1000004      1.2411901
     11.1999998      1.2528205
     11.3000002      1.2640065
     11.3999996      1.2797596
     11.5000000      1.2960539
     11.7500000      1.3124601
     12.0000000      1.3384616
     12.2500000      1.3648739
     12.5000000      1.3897237
     12.7500000      1.4124099
     13.0000000      1.4333335
     13.2500000      1.4608976
     13.5000000      1.4857572
     13.7500000      1.5072117
     14.0000000      1.5250802
     14.2500000      1.5734375
     14.5000000      1.6236980
     14.7500000      1.6741487
     15.0000000      1.7259617
     15.2500000      1.7932193
     15.5000000      1.8629811
     15.7500000      1.9340445
     16.0000000      2.0070515
     16.2500000      2.0859375
     16.5000000      2.1662862
     16.7500000      2.2480972
     17.0000000      2.3320515
     17.2500000      2.4126506
     17.5000000      2.4938903
     17.7500000      2.5757411
     18.0000000      2.6574521
     18.2500000      2.7287261
     18.5000000      2.7994595
     18.7500000      2.8695915
     19.0000000      2.9390628
     19.2500000      2.9954727
     19.5000000      3.0507812
     19.7500000      3.1049280
     20.0000000      3.1586540
     20.8799992      3.3319328
     25.6399994      4.1819086
     31.4799995      4.9237947
     38.6599998      5.1407270
     47.4799995      4.5882115
     58.3100014      3.5112152
     71.6100006      2.2619123
     87.9400024      1.2789351
    108.0000000      0.6936058
    132.6000061      0.3601875
    162.8999939      0.1704054
    200.0000000      0.0839744
    204.3000031      0.0781759
    303.8999939      0.0212827
    452.0000000      0.0062711
    672.2999878      0.0017193
   1000.0000000      0.0002720
