# wdd   tau_V= 7.75
      0.0100000      0.0000021
      0.0150000      0.0000027
      0.0220000      0.0000041
      0.0330000      0.0000077
      0.0490000      0.0000135
      0.0730000      0.0000130
      0.1000000      0.0000124
      0.1230000      0.0000104
      0.1510000      0.0000114
      0.1850000      0.0000184
      0.2270000      0.0000526
      0.2790000      0.0000715
      0.3430000      0.0000861
      0.4210000      0.0001189
      0.5170000      0.0002125
      0.5500000      0.0002640
      0.6350000      0.0004320
      0.7800000      0.0008822
      0.9580000      0.0016615
      1.1770000      0.0033551
      1.4450001      0.0080181
      1.7740000      0.0192894
      2.1789999      0.0429776
      2.6760001      0.0838609
      3.2860000      0.1424460
      4.0359998      0.2145742
      4.9559999      0.3012120
      6.0000000      0.3973557
      6.2500000      0.4209235
      6.5000000      0.4437500
      6.7500000      0.4675781
      7.0000000      0.4902244
      7.2500000      0.5283554
      7.5000000      0.5658053
      7.7500000      0.6026744
      8.0000000      0.6387821
      8.2500000      0.6825421
      8.5000000      0.7168469
      8.6000004      0.7287260
      8.6999998      0.7399880
      8.8000002      0.7502564
      8.8999996      0.7602084
      9.0000000      0.7694712
      9.1000004      0.7765626
      9.1999998      0.7839904
      9.3000002      0.7910218
      9.3999996      0.7980209
      9.5000000      0.8053687
      9.6000004      0.8184617
      9.6999998      0.8320394
      9.8000002      0.8472917
      9.8999996      0.8630769
     10.0000000      0.8794071
     10.1000004      0.8975080
     10.1999998      0.9153847
     10.3000002      0.9338502
     10.3999996      0.9516667
     10.5000000      0.9700722
     10.6000004      0.9878046
     10.6999998      1.0061258
     10.8000002      1.0241828
     10.8999996      1.0423999
     11.0000000      1.0607773
     11.1000004      1.0802044
     11.1999998      1.0998077
     11.3000002      1.1191348
     11.3999996      1.1400000
     11.5000000      1.1605971
     11.7500000      1.2004209
     12.0000000      1.2461538
     12.2500000      1.2917469
     12.5000000      1.3361379
     12.7500000      1.3797176
     13.0000000      1.4208333
     13.2500000      1.4651443
     13.5000000      1.5073918
     13.7500000      1.5485278
     14.0000000      1.5867791
     14.2500000      1.6396636
     14.5000000      1.6939905
     14.7500000      1.7497896
     15.0000000      1.8070915
     15.2500000      1.8720354
     15.5000000      1.9381211
     15.7500000      2.0059798
     16.0000000      2.0756414
     16.2500000      2.1484377
     16.5000000      2.2218151
     16.7500000      2.2970855
     17.0000000      2.3735981
     17.2500000      2.4492793
     17.5000000      2.5254407
     17.7500000      2.6034756
     18.0000000      2.6812501
     18.2500000      2.7565105
     18.5000000      2.8320715
     18.7500000      2.9079027
     19.0000000      2.9847360
     19.2500000      3.0564003
     19.5000000      3.1281250
     19.7500000      3.1998799
     20.0000000      3.2724359
     20.8799992      3.5243366
     25.6399994      4.8989248
     31.4799995      6.3981590
     38.6599998      7.4206762
     47.4799995      7.3103223
     58.3100014      6.0949841
     71.6100006      4.2174163
     87.9400024      2.5173533
    108.0000000      1.4140387
    132.6000061      0.7490626
    162.8999939      0.3546469
    200.0000000      0.1733974
    204.3000031      0.1614101
    303.8999939      0.0426629
    452.0000000      0.0118813
    672.2999878      0.0031999
   1000.0000000      0.0006707
