# wdd   tau_V= 5.75
      0.0100000      0.0000079
      0.0150000      0.0000112
      0.0220000      0.0000183
      0.0330000      0.0000344
      0.0490000      0.0000627
      0.0730000      0.0000729
      0.1000000      0.0000806
      0.1230000      0.0000751
      0.1510000      0.0000854
      0.1850000      0.0001274
      0.2270000      0.0002930
      0.2790000      0.0003836
      0.3430000      0.0004373
      0.4210000      0.0005409
      0.5170000      0.0008223
      0.5500000      0.0009680
      0.6350000      0.0014010
      0.7800000      0.0024187
      0.9580000      0.0038804
      1.1770000      0.0066395
      1.4450001      0.0136337
      1.7740000      0.0289554
      2.1789999      0.0585519
      2.6760001      0.1057642
      3.2860000      0.1681179
      4.0359998      0.2389907
      4.9559999      0.3198764
      6.0000000      0.4081731
      6.2500000      0.4296875
      6.5000000      0.4502605
      6.7500000      0.4719051
      7.0000000      0.4924680
      7.2500000      0.5338742
      7.5000000      0.5736178
      7.7500000      0.6126102
      8.0000000      0.6516026
      8.2500000      0.7159255
      8.5000000      0.7709936
      8.6000004      0.7914343
      8.6999998      0.8114423
      8.8000002      0.8306411
      8.8999996      0.8497075
      9.0000000      0.8686299
      9.1000004      0.8870313
      9.1999998      0.9045193
      9.3000002      0.9214303
      9.3999996      0.9381170
      9.5000000      0.9545674
      9.6000004      0.9707695
      9.6999998      0.9874880
      9.8000002      1.0047356
      9.8999996      1.0221273
     10.0000000      1.0396636
     10.1000004      1.0573438
     10.1999998      1.0747597
     10.3000002      1.0923116
     10.3999996      1.1095833
     10.5000000      1.1265625
     10.6000004      1.1436620
     10.6999998      1.1608814
     10.8000002      1.1782213
     10.8999996      1.1952444
     11.0000000      1.2123799
     11.1000004      1.2291828
     11.1999998      1.2465385
     11.3000002      1.2631011
     11.3999996      1.2829567
     11.5000000      1.3025042
     11.7500000      1.3336440
     12.0000000      1.3725961
     12.2500000      1.4114985
     12.5000000      1.4483174
     12.7500000      1.4834135
     13.0000000      1.5166669
     13.2500000      1.5543270
     13.5000000      1.5896035
     13.7500000      1.6223459
     14.0000000      1.6518431
     14.2500000      1.7041768
     14.5000000      1.7584736
     14.7500000      1.8136120
     15.0000000      1.8701924
     15.2500000      1.9386319
     15.5000000      2.0082934
     15.7500000      2.0798080
     16.0000000      2.1532054
     16.2500000      2.2311199
     16.5000000      2.3103967
     16.7500000      2.3903649
     17.0000000      2.4723558
     17.2500000      2.5522540
     17.5000000      2.6327124
     17.7500000      2.7137020
     18.0000000      2.7951927
     18.2500000      2.8705730
     18.5000000      2.9447320
     18.7500000      3.0198319
     19.0000000      3.0943513
     19.2500000      3.1597457
     19.5000000      3.2250004
     19.7500000      3.2908754
     20.0000000      3.3549681
     20.8799992      3.5736926
     25.6399994      4.7232661
     31.4799995      5.8936715
     38.6599998      6.5579510
     47.4799995      6.2279458
     58.3100014      5.0367136
     71.6100006      3.3997540
     87.9400024      1.9927430
    108.0000000      1.1068270
    132.6000061      0.5822501
    162.8999939      0.2755464
    200.0000000      0.1349359
    204.3000031      0.1256412
    303.8999939      0.0334704
    452.0000000      0.0094746
    672.2999878      0.0025653
   1000.0000000      0.0004984
