# wdd   tau_V= 3.25
      0.0100000      0.0000382
      0.0150000      0.0000617
      0.0220000      0.0001077
      0.0330000      0.0002077
      0.0490000      0.0003993
      0.0730000      0.0006007
      0.1000000      0.0008057
      0.1230000      0.0008629
      0.1510000      0.0010248
      0.1850000      0.0014216
      0.2270000      0.0024901
      0.2790000      0.0030538
      0.3430000      0.0031881
      0.4210000      0.0033700
      0.5170000      0.0041136
      0.5500000      0.0045062
      0.6350000      0.0055537
      0.7800000      0.0077187
      0.9580000      0.0101212
      1.1770000      0.0141325
      1.4450001      0.0239502
      1.7740000      0.0432981
      2.1789999      0.0772340
      2.6760001      0.1264024
      3.2860000      0.1848375
      4.0359998      0.2436800
      4.9559999      0.3073673
      6.0000000      0.3769231
      6.2500000      0.3941306
      6.5000000      0.4104167
      6.7500000      0.4278246
      7.0000000      0.4439504
      7.2500000      0.4818811
      7.5000000      0.5186298
      7.7500000      0.5548578
      8.0000000      0.5916668
      8.2500000      0.6673378
      8.5000000      0.7383013
      8.6000004      0.7659376
      8.6999998      0.7933173
      8.8000002      0.8214744
      8.8999996      0.8497075
      9.0000000      0.8780049
      9.1000004      0.9081772
      9.1999998      0.9376924
      9.3000002      0.9665145
      9.3999996      0.9946074
      9.5000000      1.0215547
      9.6000004      1.0411540
      9.6999998      1.0605489
      9.8000002      1.0781571
      9.8999996      1.0955048
     10.0000000      1.1129807
     10.1000004      1.1273478
     10.1999998      1.1417788
     10.3000002      1.1562741
     10.3999996      1.1704166
     10.5000000      1.1846154
     10.6000004      1.1984456
     10.6999998      1.2123237
     10.8000002      1.2262502
     10.8999996      1.2402245
     11.0000000      1.2542468
     11.1000004      1.2665386
     11.1999998      1.2783976
     11.3000002      1.2902646
     11.3999996      1.3067068
     11.5000000      1.3236980
     11.7500000      1.3411760
     12.0000000      1.3682691
     12.2500000      1.3962841
     12.5000000      1.4217749
     12.7500000      1.4456130
     13.0000000      1.4677083
     13.2500000      1.4964644
     13.5000000      1.5219952
     13.7500000      1.5441207
     14.0000000      1.5626605
     14.2500000      1.6122596
     14.5000000      1.6632011
     14.7500000      1.7149239
     15.0000000      1.7674279
     15.2500000      1.8359878
     15.5000000      1.9064506
     15.7500000      1.9782152
     16.0000000      2.0525641
     16.2500000      2.1328125
     16.5000000      2.2145436
     16.7500000      2.2970855
     17.0000000      2.3817708
     17.2500000      2.4637923
     17.5000000      2.5457733
     17.7500000      2.6283653
     18.0000000      2.7108176
     18.2500000      2.7835636
     18.5000000      2.8557899
     18.7500000      2.9266829
     19.0000000      2.9976766
     19.2500000      3.0548582
     19.5000000      3.1109376
     19.7500000      3.1666470
     20.0000000      3.2219548
     20.8799992      3.3996921
     25.6399994      4.2784696
     31.4799995      5.0587454
     38.6599998      5.3080063
     47.4799995      4.7632184
     58.3100014      3.6630645
     71.6100006      2.3692124
     87.9400024      1.3441151
    108.0000000      0.7303846
    132.6000061      0.3796313
    162.8999939      0.1794772
    200.0000000      0.0883013
    204.3000031      0.0821784
    303.8999939      0.0222933
    452.0000000      0.0065319
    672.2999878      0.0017874
   1000.0000000      0.0002913
