# wdd   tau_V= 1.75
      0.0100000      0.0000878
      0.0150000      0.0001561
      0.0220000      0.0002852
      0.0330000      0.0005591
      0.0490000      0.0010966
      0.0730000      0.0018996
      0.1000000      0.0028562
      0.1230000      0.0033623
      0.1510000      0.0040926
      0.1850000      0.0052898
      0.2270000      0.0077185
      0.2790000      0.0091972
      0.3430000      0.0092305
      0.4210000      0.0089952
      0.5170000      0.0097393
      0.5500000      0.0102552
      0.6350000      0.0115832
      0.7800000      0.0143250
      0.9580000      0.0168533
      1.1770000      0.0210360
      1.4450001      0.0319683
      1.7740000      0.0527367
      2.1789999      0.0878235
      2.6760001      0.1361587
      3.2860000      0.1890503
      4.0359998      0.2357567
      4.9559999      0.2817534
      6.0000000      0.3295673
      6.2500000      0.3412961
      6.5000000      0.3526042
      6.7500000      0.3645433
      7.0000000      0.3758013
      7.2500000      0.4020032
      7.5000000      0.4275841
      7.7500000      0.4527043
      8.0000000      0.4788462
      8.2500000      0.5351263
      8.5000000      0.5901643
      8.6000004      0.6122677
      8.6999998      0.6343750
      8.8000002      0.6575321
      8.8999996      0.6806931
      9.0000000      0.7045674
      9.1000004      0.7306251
      9.1999998      0.7563462
      9.3000002      0.7817069
      9.3999996      0.8063062
      9.5000000      0.8304889
      9.6000004      0.8461540
      9.6999998      0.8615746
      9.8000002      0.8747756
      9.8999996      0.8880649
     10.0000000      0.9010417
     10.1000004      0.9112661
     10.1999998      0.9215145
     10.3000002      0.9317868
     10.3999996      0.9416666
     10.5000000      0.9511418
     10.6000004      0.9610497
     10.6999998      0.9709736
     10.8000002      0.9804809
     10.8999996      0.9904327
     11.0000000      1.0004007
     11.1000004      1.0086058
     11.1999998      1.0167950
     11.3000002      1.0249681
     11.3999996      1.0367789
     11.5000000      1.0490986
     11.7500000      1.0596656
     12.0000000      1.0783653
     12.2500000      1.0983776
     12.5000000      1.1162862
     12.7500000      1.1335037
     13.0000000      1.1494792
     13.2500000      1.1710538
     13.5000000      1.1904447
     13.7500000      1.2069813
     14.0000000      1.2210739
     14.2500000      1.2600061
     14.5000000      1.3007011
     14.7500000      1.3414463
     15.0000000      1.3840144
     15.2500000      1.4388522
     15.5000000      1.4953527
     15.7500000      1.5535457
     16.0000000      1.6141027
     16.2500000      1.6790365
     16.5000000      1.7458534
     16.7500000      1.8132414
     17.0000000      1.8825321
     17.2500000      1.9496094
     17.5000000      2.0171275
     17.7500000      2.0850561
     18.0000000      2.1526444
     18.2500000      2.2110579
     18.5000000      2.2695112
     18.7500000      2.3272238
     19.0000000      2.3841348
     19.2500000      2.4286158
     19.5000000      2.4726562
     19.7500000      2.5154350
     20.0000000      2.5584936
     20.8799992      2.6928172
     25.6399994      3.3292964
     31.4799995      3.8391473
     38.6599998      3.9078200
     47.4799995      3.3993092
     58.3100014      2.5440545
     71.6100006      1.6066349
     87.9400024      0.8949022
    108.0000000      0.4811539
    132.6000061      0.2497406
    162.8999939      0.1195644
    200.0000000      0.0597436
    204.3000031      0.0557078
    303.8999939      0.0156698
    452.0000000      0.0048315
    672.2999878      0.0013438
   1000.0000000      0.0001680
