# wdd   tau_V= 4.75
      0.0100000      0.0000151
      0.0150000      0.0000226
      0.0220000      0.0000378
      0.0330000      0.0000718
      0.0490000      0.0001336
      0.0730000      0.0001714
      0.1000000      0.0002042
      0.1230000      0.0002014
      0.1510000      0.0002327
      0.1850000      0.0003355
      0.2270000      0.0006902
      0.2790000      0.0008838
      0.3430000      0.0009768
      0.4210000      0.0011392
      0.5170000      0.0015910
      0.5500000      0.0018210
      0.6350000      0.0024754
      0.7800000      0.0039219
      0.9580000      0.0058071
      1.1770000      0.0091623
      1.4450001      0.0174315
      1.7740000      0.0347693
      2.1789999      0.0669501
      2.6760001      0.1163245
      3.2860000      0.1787816
      4.0359998      0.2465906
      4.9559999      0.3216635
      6.0000000      0.4031250
      6.2500000      0.4229267
      6.5000000      0.4419271
      6.7500000      0.4618991
      7.0000000      0.4806891
      7.2500000      0.5216747
      7.5000000      0.5612981
      7.7500000      0.5998799
      8.0000000      0.6387821
      8.2500000      0.7096455
      8.5000000      0.7733774
      8.6000004      0.7972918
      8.6999998      0.8208534
      8.8000002      0.8443912
      8.8999996      0.8675361
      9.0000000      0.8906250
      9.1000004      0.9143751
      9.1999998      0.9373237
      9.3000002      0.9594352
      9.3999996      0.9810498
      9.5000000      1.0017630
      9.6000004      1.0200001
      9.6999998      1.0380089
      9.8000002      1.0557773
      9.8999996      1.0732932
     10.0000000      1.0909455
     10.1000004      1.1079247
     10.1999998      1.1246153
     10.3000002      1.1410056
     10.3999996      1.1574999
     10.5000000      1.1736779
     10.6000004      1.1899521
     10.6999998      1.2058935
     10.8000002      1.2219232
     10.8999996      1.2384776
     11.0000000      1.2546875
     11.1000004      1.2696515
     11.1999998      1.2851282
     11.3000002      1.3002245
     11.3999996      1.3190385
     11.5000000      1.3379809
     11.7500000      1.3637723
     12.0000000      1.3985578
     12.2500000      1.4335839
     12.5000000      1.4663463
     12.7500000      1.4977164
     13.0000000      1.5265626
     13.2500000      1.5612280
     13.5000000      1.5928487
     13.7500000      1.6217951
     14.0000000      1.6467949
     14.2500000      1.6990385
     14.5000000      1.7526643
     14.7500000      1.8077025
     15.0000000      1.8635818
     15.2500000      1.9331331
     15.5000000      2.0045674
     15.7500000      2.0779147
     16.0000000      2.1525643
     16.2500000      2.2330730
     16.5000000      2.3143630
     16.7500000      2.3970754
     17.0000000      2.4812102
     17.2500000      2.5633118
     17.5000000      2.6460338
     17.7500000      2.7293472
     18.0000000      2.8125000
     18.2500000      2.8873899
     18.5000000      2.9617791
     18.7500000      3.0363584
     19.0000000      3.1103368
     19.2500000      3.1736281
     19.5000000      3.2359376
     19.7500000      3.2979970
     20.0000000      3.3589745
     20.8799992      3.5628176
     25.6399994      4.6102691
     31.4799995      5.6262932
     38.6599998      6.1211672
     47.4799995      5.6915126
     58.3100014      4.5204272
     71.6100006      3.0038333
     87.9400024      1.7404792
    108.0000000      0.9592789
    132.6000061      0.5026157
    162.8999939      0.2376278
    200.0000000      0.1165064
    204.3000031      0.1085344
    303.8999939      0.0290629
    452.0000000      0.0083193
    672.2999878      0.0022601
   1000.0000000      0.0004155
