# wdd   tau_V= 1.25
      0.0100000      0.0001122
      0.0150000      0.0002064
      0.0220000      0.0003826
      0.0330000      0.0007543
      0.0490000      0.0014865
      0.0730000      0.0026901
      0.1000000      0.0041987
      0.1230000      0.0051053
      0.1510000      0.0062614
      0.1850000      0.0078862
      0.2270000      0.0108225
      0.2790000      0.0127875
      0.3430000      0.0126866
      0.4210000      0.0120582
      0.5170000      0.0125812
      0.5500000      0.0130845
      0.6350000      0.0143918
      0.7800000      0.0171750
      0.9580000      0.0195515
      1.1770000      0.0235777
      1.4450001      0.0346314
      1.7740000      0.0555015
      2.1789999      0.0904425
      2.6760001      0.1377669
      3.2860000      0.1879971
      4.0359998      0.2297739
      4.9559999      0.2686486
      6.0000000      0.3081731
      6.2500000      0.3177584
      6.5000000      0.3268229
      6.7500000      0.3364183
      7.0000000      0.3457933
      7.2500000      0.3662761
      7.5000000      0.3864183
      7.7500000      0.4061298
      8.0000000      0.4266026
      8.2500000      0.4710036
      8.5000000      0.5152444
      8.6000004      0.5330209
      8.6999998      0.5510697
      8.8000002      0.5693911
      8.8999996      0.5883414
      9.0000000      0.6079327
      9.1000004      0.6296355
      9.1999998      0.6505609
      9.3000002      0.6717910
      9.3999996      0.6921955
      9.5000000      0.7121195
      9.6000004      0.7250001
      9.6999998      0.7376042
      9.8000002      0.7483494
      9.8999996      0.7591586
     10.0000000      0.7696314
     10.1000004      0.7777324
     10.1999998      0.7858414
     10.3000002      0.7939584
     10.3999996      0.8016667
     10.5000000      0.8093750
     10.6000004      0.8175081
     10.6999998      0.8252203
     10.8000002      0.8329327
     10.8999996      0.8410817
     11.0000000      0.8492388
     11.1000004      0.8556250
     11.1999998      0.8619873
     11.3000002      0.8683255
     11.3999996      0.8782934
     11.5000000      0.8883013
     11.7500000      0.8967850
     12.0000000      0.9125000
     12.2500000      0.9285657
     12.5000000      0.9435096
     12.7500000      0.9577826
     13.0000000      0.9713542
     13.2500000      0.9889724
     13.5000000      1.0054688
     13.7500000      1.0196817
     14.0000000      1.0314904
     14.2500000      1.0641828
     14.5000000      1.0973759
     14.7500000      1.1310698
     15.0000000      1.1664665
     15.2500000      1.2115686
     15.5000000      1.2581332
     15.7500000      1.3055590
     16.0000000      1.3551284
     16.2500000      1.4088542
     16.5000000      1.4629208
     16.7500000      1.5186398
     17.0000000      1.5753607
     17.2500000      1.6303186
     17.5000000      1.6861980
     17.7500000      1.7415766
     18.0000000      1.7971154
     18.2500000      1.8454729
     18.5000000      1.8929889
     18.7500000      1.9396034
     19.0000000      1.9860178
     19.2500000      2.0221758
     19.5000000      2.0578125
     19.7500000      2.0928986
     20.0000000      2.1274040
     20.8799992      2.2352307
     25.6399994      2.7355497
     31.4799995      3.1215146
     38.6599998      3.1442230
     47.4799995      2.7164040
     58.3100014      2.0221612
     71.6100006      1.2703891
     87.9400024      0.7053521
    108.0000000      0.3795145
    132.6000061      0.1978375
    162.8999939      0.0960040
    200.0000000      0.0486619
    204.3000031      0.0454191
    303.8999939      0.0131252
    452.0000000      0.0041814
    672.2999878      0.0011749
   1000.0000000      0.0001224
