# wdd   tau_V= 7.50
      0.0100000      0.0000025
      0.0150000      0.0000032
      0.0220000      0.0000050
      0.0330000      0.0000092
      0.0490000      0.0000163
      0.0730000      0.0000161
      0.1000000      0.0000157
      0.1230000      0.0000132
      0.1510000      0.0000146
      0.1850000      0.0000234
      0.2270000      0.0000650
      0.2790000      0.0000880
      0.3430000      0.0001053
      0.4210000      0.0001436
      0.5170000      0.0002517
      0.5500000      0.0003107
      0.6350000      0.0005009
      0.7800000      0.0010022
      0.9580000      0.0018504
      1.1770000      0.0036626
      1.4450001      0.0085971
      1.7740000      0.0203626
      2.1789999      0.0448284
      2.6760001      0.0866162
      3.2860000      0.1458689
      4.0359998      0.2182933
      4.9559999      0.3043889
      6.0000000      0.4000000
      6.2500000      0.4231771
      6.5000000      0.4458334
      6.7500000      0.4694712
      7.0000000      0.4919071
      7.2500000      0.5306790
      7.5000000      0.5685097
      7.7500000      0.6057793
      8.0000000      0.6423078
      8.2500000      0.6888222
      8.5000000      0.7260417
      8.6000004      0.7387180
      8.6999998      0.7511418
      8.8000002      0.7625962
      8.8999996      0.7734015
      9.0000000      0.7838943
      9.1000004      0.7926043
      9.1999998      0.8009455
      9.3000002      0.8089063
      9.3999996      0.8172276
      9.5000000      0.8255410
      9.6000004      0.8388463
      9.6999998      0.8530250
      9.8000002      0.8684936
      9.8999996      0.8844952
     10.0000000      0.9010417
     10.1000004      0.9189544
     10.1999998      0.9370432
     10.3000002      0.9553086
     10.3999996      0.9733334
     10.5000000      0.9915265
     10.6000004      1.0094632
     10.6999998      1.0275602
     10.8000002      1.0453848
     10.8999996      1.0637981
     11.0000000      1.0819311
     11.1000004      1.1011059
     11.1999998      1.1204487
     11.3000002      1.1395074
     11.3999996      1.1605530
     11.5000000      1.1808695
     11.7500000      1.2197217
     12.0000000      1.2649038
     12.2500000      1.3094151
     12.5000000      1.3531653
     12.7500000      1.3955530
     13.0000000      1.4359376
     13.2500000      1.4789466
     13.5000000      1.5209136
     13.7500000      1.5606472
     14.0000000      1.5974360
     14.2500000      1.6505108
     14.5000000      1.7050282
     14.7500000      1.7610177
     15.0000000      1.8179088
     15.2500000      1.8830329
     15.5000000      1.9499199
     15.7500000      2.0179687
     16.0000000      2.0884616
     16.2500000      2.1614585
     16.5000000      2.2356975
     16.7500000      2.3111780
     17.0000000      2.3885820
     17.2500000      2.4644835
     17.5000000      2.5415668
     17.7500000      2.6191206
     18.0000000      2.6985579
     18.2500000      2.7733276
     18.5000000      2.8483777
     18.7500000      2.9244292
     19.0000000      3.0007215
     19.2500000      3.0710540
     19.5000000      3.1421876
     19.7500000      3.2133315
     20.0000000      3.2852564
     20.8799992      3.5327020
     25.6399994      4.8783798
     31.4799995      6.3363590
     38.6599998      7.3138037
     47.4799995      7.1752629
     58.3100014      5.9594884
     71.6100006      4.1141324
     87.9400024      2.4500592
    108.0000000      1.3746635
    132.6000061      0.7272814
    162.8999939      0.3444656
    200.0000000      0.1684295
    204.3000031      0.1568265
    303.8999939      0.0414697
    452.0000000      0.0115698
    672.2999878      0.0031164
   1000.0000000      0.0006482
