# wdd   tau_V= 7.25
      0.0100000      0.0000030
      0.0150000      0.0000038
      0.0220000      0.0000060
      0.0330000      0.0000112
      0.0490000      0.0000198
      0.0730000      0.0000199
      0.1000000      0.0000198
      0.1230000      0.0000169
      0.1510000      0.0000188
      0.1850000      0.0000297
      0.2270000      0.0000804
      0.2790000      0.0001084
      0.3430000      0.0001289
      0.4210000      0.0001734
      0.5170000      0.0002983
      0.5500000      0.0003658
      0.6350000      0.0005806
      0.7800000      0.0011378
      0.9580000      0.0020603
      1.1770000      0.0039960
      1.4450001      0.0092049
      1.7740000      0.0214785
      2.1789999      0.0467141
      2.6760001      0.0893930
      3.2860000      0.1492918
      4.0359998      0.2216889
      4.9559999      0.3073673
      6.0000000      0.4021634
      6.2500000      0.4251803
      6.5000000      0.4476563
      6.7500000      0.4708233
      7.0000000      0.4933093
      7.2500000      0.5324219
      7.5000000      0.5709135
      7.7500000      0.6082632
      8.0000000      0.6451923
      8.2500000      0.6947716
      8.5000000      0.7342148
      8.6000004      0.7483654
      8.6999998      0.7615986
      8.8000002      0.7742308
      8.8999996      0.7862380
      9.0000000      0.7979568
      9.1000004      0.8079168
      9.1999998      0.8175321
      9.3000002      0.8267909
      9.3999996      0.8360577
      9.5000000      0.8453326
      9.6000004      0.8592309
      9.6999998      0.8736219
      9.8000002      0.8896956
      9.8999996      0.9059135
     10.0000000      0.9222756
     10.1000004      0.9404007
     10.1999998      0.9587018
     10.3000002      0.9767669
     10.3999996      0.9945833
     10.5000000      1.0125601
     10.6000004      1.0306972
     10.6999998      1.0485657
     10.8000002      1.0665866
     10.8999996      1.0843229
     11.0000000      1.1026443
     11.1000004      1.1215626
     11.1999998      1.1406412
     11.3000002      1.1594272
     11.3999996      1.1801924
     11.5000000      1.2006812
     11.7500000      1.2385519
     12.0000000      1.2826922
     12.2500000      1.3265927
     12.5000000      1.3691908
     12.7500000      1.4108775
     13.0000000      1.4500002
     13.2500000      1.4927485
     13.5000000      1.5333534
     13.7500000      1.5722157
     14.0000000      1.6080931
     14.2500000      1.6607873
     14.5000000      1.7154847
     14.7500000      1.7710637
     15.0000000      1.8281250
     15.2500000      1.8934196
     15.5000000      1.9604770
     15.7500000      2.0293272
     16.0000000      2.1000001
     16.2500000      2.1738284
     16.5000000      2.2489183
     16.7500000      2.3252707
     17.0000000      2.4028850
     17.2500000      2.4796879
     17.5000000      2.5569911
     17.7500000      2.6354768
     18.0000000      2.7144234
     18.2500000      2.7894132
     18.5000000      2.8646836
     18.7500000      2.9402044
     19.0000000      3.0167069
     19.2500000      3.0864785
     19.5000000      3.1562500
     19.7500000      3.2267828
     20.0000000      3.2972758
     20.8799992      3.5402310
     25.6399994      4.8578353
     31.4799995      6.2732978
     38.6599998      7.2053823
     47.4799995      7.0383015
     58.3100014      5.8263288
     71.6100006      4.0079799
     87.9400024      2.3831177
    108.0000000      1.3352885
    132.6000061      0.7060313
    162.8999939      0.3342843
    200.0000000      0.1635417
    204.3000031      0.1522428
    303.8999939      0.0403008
    452.0000000      0.0112602
    672.2999878      0.0030356
   1000.0000000      0.0006262
