# wdd   tau_V= 4.50
      0.0100000      0.0000177
      0.0150000      0.0000268
      0.0220000      0.0000452
      0.0330000      0.0000861
      0.0490000      0.0001610
      0.0730000      0.0002118
      0.1000000      0.0002573
      0.1230000      0.0002573
      0.1510000      0.0002986
      0.1850000      0.0004268
      0.2270000      0.0008538
      0.2790000      0.0010869
      0.3430000      0.0011918
      0.4210000      0.0013691
      0.5170000      0.0018716
      0.5500000      0.0021271
      0.6350000      0.0028468
      0.7800000      0.0044156
      0.9580000      0.0064020
      1.1770000      0.0099026
      1.4450001      0.0184851
      1.7740000      0.0362902
      2.1789999      0.0690453
      2.6760001      0.1187904
      3.2860000      0.1811513
      4.0359998      0.2477224
      4.9559999      0.3210678
      6.0000000      0.4004808
      6.2500000      0.4196715
      6.5000000      0.4382813
      6.7500000      0.4578426
      7.0000000      0.4762020
      7.2500000      0.5167368
      7.5000000      0.5558895
      7.7500000      0.5942909
      8.0000000      0.6330128
      8.2500000      0.7050180
      8.5000000      0.7699720
      8.6000004      0.7948799
      8.6999998      0.8191106
      8.8000002      0.8433334
      8.8999996      0.8675361
      9.0000000      0.8917068
      9.1000004      0.9165626
      9.1999998      0.9406412
      9.3000002      0.9639064
      9.3999996      0.9866987
      9.5000000      1.0086138
      9.6000004      1.0269232
      9.6999998      1.0453926
      9.8000002      1.0632372
      9.8999996      1.0808294
     10.0000000      1.0985577
     10.1000004      1.1148038
     10.1999998      1.1311539
     10.3000002      1.1476083
     10.3999996      1.1637499
     10.5000000      1.1795675
     10.6000004      1.1954730
     10.6999998      1.2114663
     10.8000002      1.2271155
     10.8999996      1.2432812
     11.0000000      1.2590946
     11.1000004      1.2736539
     11.1999998      1.2887180
     11.3000002      1.3033935
     11.3999996      1.3217790
     11.5000000      1.3402846
     11.7500000      1.3651844
     12.0000000      1.3990386
     12.2500000      1.4326023
     12.5000000      1.4643431
     12.7500000      1.4946517
     13.0000000      1.5223960
     13.2500000      1.5564504
     13.5000000      1.5874400
     13.7500000      1.6151843
     14.0000000      1.6395032
     14.2500000      1.6910458
     14.5000000      1.7445314
     14.7500000      1.7994293
     15.0000000      1.8551683
     15.2500000      1.9251906
     15.5000000      1.9964944
     15.7500000      2.0697117
     16.0000000      2.1455131
     16.2500000      2.2259116
     16.5000000      2.3077526
     16.7500000      2.3910360
     17.0000000      2.4757614
     17.2500000      2.5584741
     17.5000000      2.6411259
     17.7500000      2.7250800
     18.0000000      2.8081732
     18.2500000      2.8830030
     18.5000000      2.9580731
     18.7500000      3.0318511
     19.0000000      3.1057694
     19.2500000      3.1674578
     19.5000000      3.2296875
     19.7500000      3.2908754
     20.0000000      3.3517630
     20.8799992      3.5519426
     25.6399994      4.5732884
     31.4799995      5.5531425
     38.6599998      6.0065503
     47.4799995      5.5526490
     58.3100014      4.3896036
     71.6100006      2.9062877
     87.9400024      1.6777656
    108.0000000      0.9229328
    132.6000061      0.4829594
    162.8999939      0.2282949
    200.0000000      0.1120192
    204.3000031      0.1042781
    303.8999939      0.0279793
    452.0000000      0.0080350
    672.2999878      0.0021852
   1000.0000000      0.0003952
