# wdd   tau_V= 9.00
      0.0100000      0.0000009
      0.0150000      0.0000011
      0.0220000      0.0000016
      0.0330000      0.0000030
      0.0490000      0.0000052
      0.0730000      0.0000045
      0.1000000      0.0000039
      0.1230000      0.0000031
      0.1510000      0.0000033
      0.1850000      0.0000057
      0.2270000      0.0000186
      0.2790000      0.0000257
      0.3430000      0.0000317
      0.4210000      0.0000465
      0.5170000      0.0000913
      0.5500000      0.0001171
      0.6350000      0.0002058
      0.7800000      0.0004647
      0.9580000      0.0009641
      1.1770000      0.0021489
      1.4450001      0.0056208
      1.7740000      0.0145559
      2.1789999      0.0344310
      2.6760001      0.0705130
      3.2860000      0.1248180
      4.0359998      0.1951704
      4.9559999      0.2823490
      6.0000000      0.3807693
      6.2500000      0.4051483
      6.5000000      0.4289063
      6.7500000      0.4532453
      7.0000000      0.4773238
      7.2500000      0.5120894
      7.5000000      0.5471755
      7.7500000      0.5815605
      8.0000000      0.6150642
      8.2500000      0.6451923
      8.5000000      0.6664463
      8.6000004      0.6732532
      8.6999998      0.6789905
      8.8000002      0.6843270
      8.8999996      0.6888942
      9.0000000      0.6930289
      9.1000004      0.6948959
      9.1999998      0.6966347
      9.3000002      0.6982452
      9.3999996      0.7008574
      9.5000000      0.7037461
      9.6000004      0.7146155
      9.6999998      0.7263342
      9.8000002      0.7404968
      9.8999996      0.7551923
     10.0000000      0.7704328
     10.1000004      0.7882533
     10.1999998      0.8062741
     10.3000002      0.8240826
     10.3999996      0.8420833
     10.5000000      0.8602765
     10.6000004      0.8786619
     10.6999998      0.8968109
     10.8000002      0.9151443
     10.8999996      0.9336619
     11.0000000      0.9519231
     11.1000004      0.9725842
     11.1999998      0.9930129
     11.3000002      1.0131973
     11.3999996      1.0349520
     11.5000000      1.0555490
     11.7500000      1.0996797
     12.0000000      1.1485578
     12.2500000      1.1975162
     12.5000000      1.2459936
     12.7500000      1.2939004
     13.0000000      1.3401042
     13.2500000      1.3876405
     13.5000000      1.4343752
     13.7500000      1.4802185
     14.0000000      1.5239584
     14.2500000      1.5774341
     14.5000000      1.6324118
     14.7500000      1.6889225
     15.0000000      1.7463944
     15.2500000      1.8097157
     15.5000000      1.8741589
     15.7500000      1.9397236
     16.0000000      2.0076926
     16.2500000      2.0768230
     16.5000000      2.1477766
     16.7500000      2.2199118
     17.0000000      2.2939105
     17.2500000      2.3670375
     17.5000000      2.4413061
     17.7500000      2.5174279
     18.0000000      2.5939908
     18.2500000      2.6695013
     18.5000000      2.7453530
     18.7500000      2.8230171
     19.0000000      2.9010019
     19.2500000      2.9769635
     19.5000000      3.0531251
     19.7500000      3.1294572
     20.0000000      3.2067308
     20.8799992      3.4791634
     25.6399994      4.9975400
     31.4799995      6.7046347
     38.6599998      7.9550390
     47.4799995      7.9913259
     58.3100014      6.7701278
     71.6100006      4.7453108
     87.9400024      2.8598118
    108.0000000      1.6156732
    132.6000061      0.8585001
    162.8999939      0.4068584
    200.0000000      0.1987981
    204.3000031      0.1850650
    303.8999939      0.0487384
    452.0000000      0.0134731
    672.2999878      0.0036201
   1000.0000000      0.0007841
