# wdd   tau_V= 6.25
      0.0100000      0.0000057
      0.0150000      0.0000079
      0.0220000      0.0000127
      0.0330000      0.0000237
      0.0490000      0.0000428
      0.0730000      0.0000474
      0.1000000      0.0000506
      0.1230000      0.0000458
      0.1510000      0.0000516
      0.1850000      0.0000785
      0.2270000      0.0001908
      0.2790000      0.0002524
      0.3430000      0.0002919
      0.4210000      0.0003714
      0.5170000      0.0005887
      0.5500000      0.0007025
      0.6350000      0.0010489
      0.7800000      0.0018891
      0.9580000      0.0031534
      1.1770000      0.0056256
      1.4450001      0.0119838
      1.7740000      0.0262546
      2.1789999      0.0544052
      2.6760001      0.1002214
      3.2860000      0.1620619
      4.0359998      0.2338164
      4.9559999      0.3168981
      6.0000000      0.4079327
      6.2500000      0.4301884
      6.5000000      0.4513021
      6.7500000      0.4737981
      7.0000000      0.4949920
      7.2500000      0.5359074
      7.5000000      0.5757211
      7.7500000      0.6144732
      8.0000000      0.6528847
      8.2500000      0.7126202
      8.5000000      0.7631611
      8.6000004      0.7814424
      8.6999998      0.7988942
      8.8000002      0.8161860
      8.8999996      0.8329487
      9.0000000      0.8491587
      9.1000004      0.8647918
      9.1999998      0.8798238
      9.3000002      0.8938583
      9.3999996      0.9079888
      9.5000000      0.9222157
      9.6000004      0.9376925
      9.6999998      0.9536780
      9.8000002      0.9705769
      9.8999996      0.9876201
     10.0000000      1.0048077
     10.1000004      1.0225441
     10.1999998      1.0404327
     10.3000002      1.0580610
     10.3999996      1.0758333
     10.5000000      1.0933294
     10.6000004      1.1105371
     10.6999998      1.1283015
     10.8000002      1.1457694
     10.8999996      1.1633654
     11.0000000      1.1806490
     11.1000004      1.1984977
     11.1999998      1.2160257
     11.3000002      1.2336742
     11.3999996      1.2537261
     11.5000000      1.2739383
     11.7500000      1.3072817
     12.0000000      1.3480769
     12.2500000      1.3889222
     12.5000000      1.4277844
     12.7500000      1.4650241
     13.0000000      1.5005208
     13.2500000      1.5394632
     13.5000000      1.5766227
     13.7500000      1.6113282
     14.0000000      1.6428688
     14.2500000      1.6956130
     14.5000000      1.7497597
     14.7500000      1.8053387
     15.0000000      1.8617790
     15.2500000      1.9288563
     15.5000000      1.9983575
     15.7500000      2.0690806
     16.0000000      2.1410258
     16.2500000      2.2174480
     16.5000000      2.2951925
     16.7500000      2.3742588
     17.0000000      2.4546475
     17.2500000      2.5335944
     17.5000000      2.6130812
     17.7500000      2.6930788
     18.0000000      2.7735579
     18.2500000      2.8479066
     18.5000000      2.9232373
     18.7500000      2.9980469
     19.0000000      3.0730371
     19.2500000      3.1396935
     19.5000000      3.2070310
     19.7500000      3.2734678
     20.0000000      3.3405452
     20.8799992      3.5669999
     25.6399994      4.7694921
     31.4799995      6.0197935
     38.6599998      6.7716966
     47.4799995      6.4961619
     58.3100014      5.2983613
     71.6100006      3.6005831
     87.9400024      2.1216934
    108.0000000      1.1821154
    132.6000061      0.6231564
    162.8999939      0.2949299
    200.0000000      0.1443910
    204.3000031      0.1343993
    303.8999939      0.0357350
    452.0000000      0.0100686
    672.2999878      0.0027231
   1000.0000000      0.0005405
