# wdd   tau_V= 5.50
      0.0100000      0.0000093
      0.0150000      0.0000134
      0.0220000      0.0000219
      0.0330000      0.0000414
      0.0490000      0.0000759
      0.0730000      0.0000903
      0.1000000      0.0001018
      0.1230000      0.0000962
      0.1510000      0.0001097
      0.1850000      0.0001624
      0.2270000      0.0003631
      0.2790000      0.0004729
      0.3430000      0.0005351
      0.4210000      0.0006524
      0.5170000      0.0009710
      0.5500000      0.0011350
      0.6350000      0.0016175
      0.7800000      0.0027334
      0.9580000      0.0042949
      1.1770000      0.0072101
      1.4450001      0.0145195
      1.7740000      0.0303556
      2.1789999      0.0606471
      2.6760001      0.1084981
      3.2860000      0.1710142
      4.0359998      0.2412545
      4.9559999      0.3208692
      6.0000000      0.4076923
      6.2500000      0.4286859
      6.5000000      0.4489584
      6.7500000      0.4702825
      7.0000000      0.4905048
      7.2500000      0.5318410
      7.5000000      0.5718150
      7.7500000      0.6107473
      8.0000000      0.6496795
      8.2500000      0.7159255
      8.5000000      0.7737179
      8.6000004      0.7948799
      8.6999998      0.8159736
      8.8000002      0.8362821
      8.8999996      0.8564824
      9.0000000      0.8765625
      9.1000004      0.8961459
      9.1999998      0.9152085
      9.3000002      0.9333534
      9.3999996      0.9512982
      9.5000000      0.9686499
      9.6000004      0.9857693
      9.6999998      1.0026443
      9.8000002      1.0200481
      9.8999996      1.0375961
     10.0000000      1.0552884
     10.1000004      1.0727204
     10.1999998      1.0898799
     10.3000002      1.1071676
     10.3999996      1.1241667
     10.5000000      1.1412860
     10.6000004      1.1581012
     10.6999998      1.1750281
     10.8000002      1.1920674
     10.8999996      1.2087822
     11.0000000      1.2260418
     11.1000004      1.2425243
     11.1999998      1.2591027
     11.3000002      1.2753246
     11.3999996      1.2948318
     11.5000000      1.3144833
     11.7500000      1.3444713
     12.0000000      1.3822116
     12.2500000      1.4198416
     12.5000000      1.4558293
     12.7500000      1.4900541
     13.0000000      1.5223960
     13.2500000      1.5596355
     13.5000000      1.5939304
     13.7500000      1.6256511
     14.0000000      1.6535259
     14.2500000      1.7064605
     14.5000000      1.7602165
     14.7500000      1.8153849
     15.0000000      1.8719953
     15.2500000      1.9404647
     15.5000000      2.0107775
     15.7500000      2.0829628
     16.0000000      2.1564105
     16.2500000      2.2350264
     16.5000000      2.3150241
     16.7500000      2.3957331
     17.0000000      2.4784856
     17.2500000      2.5591648
     17.5000000      2.6397235
     17.7500000      2.7215245
     18.0000000      2.8038461
     18.2500000      2.8786159
     18.5000000      2.9536259
     18.7500000      3.0280952
     19.0000000      3.1027246
     19.2500000      3.1674578
     19.5000000      3.2320313
     19.7500000      3.2964144
     20.0000000      3.3605771
     20.8799992      3.5753653
     25.6399994      4.6986122
     31.4799995      5.8293495
     38.6599998      6.4510784
     47.4799995      6.0947886
     58.3100014      4.9082255
     71.6100006      3.2993393
     87.9400024      1.9293249
    108.0000000      1.0696154
    132.6000061      0.5620625
    162.8999939      0.2659525
    200.0000000      0.1302885
    204.3000031      0.1213031
    303.8999939      0.0323624
    452.0000000      0.0091812
    672.2999878      0.0024880
   1000.0000000      0.0004772
