# wdd   tau_V= 8.75
      0.0100000      0.0000011
      0.0150000      0.0000013
      0.0220000      0.0000020
      0.0330000      0.0000036
      0.0490000      0.0000063
      0.0730000      0.0000055
      0.1000000      0.0000049
      0.1230000      0.0000039
      0.1510000      0.0000042
      0.1850000      0.0000072
      0.2270000      0.0000229
      0.2790000      0.0000315
      0.3430000      0.0000387
      0.4210000      0.0000560
      0.5170000      0.0001080
      0.5500000      0.0001377
      0.6350000      0.0002387
      0.7800000      0.0005284
      0.9580000      0.0010754
      1.1770000      0.0023507
      1.4450001      0.0060440
      1.7740000      0.0154230
      2.1789999      0.0360460
      2.6760001      0.0730968
      3.2860000      0.1283331
      4.0359998      0.1992128
      4.9559999      0.2865188
      6.0000000      0.3846154
      6.2500000      0.4086539
      6.5000000      0.4322917
      6.7500000      0.4567609
      7.0000000      0.4804087
      7.2500000      0.5161559
      7.5000000      0.5516827
      7.7500000      0.5865285
      8.0000000      0.6205129
      8.2500000      0.6534556
      8.5000000      0.6770032
      8.6000004      0.6849680
      8.6999998      0.6918871
      8.8000002      0.6980770
      8.8999996      0.7035136
      9.0000000      0.7088943
      9.1000004      0.7113022
      9.1999998      0.7139584
      9.3000002      0.7168751
      9.3999996      0.7200642
      9.5000000      0.7239183
      9.6000004      0.7353848
      9.6999998      0.7473198
      9.8000002      0.7616987
      9.8999996      0.7766106
     10.0000000      0.7920673
     10.1000004      0.8101042
     10.1999998      0.8279327
     10.3000002      0.8459536
     10.3999996      0.8641666
     10.5000000      0.8821515
     10.6000004      0.9003206
     10.6999998      0.9186739
     10.8000002      0.9372116
     10.8999996      0.9554968
     11.0000000      0.9739584
     11.1000004      0.9943751
     11.1999998      1.0145513
     11.3000002      1.0349280
     11.3999996      1.0559615
     11.5000000      1.0772036
     11.7500000      1.1199220
     12.0000000      1.1682693
     12.2500000      1.2171475
     12.5000000      1.2645234
     12.7500000      1.3112682
     13.0000000      1.3567710
     13.2500000      1.4035659
     13.5000000      1.4500602
     13.7500000      1.4945414
     14.0000000      1.5374202
     14.2500000      1.5905650
     14.5000000      1.6457734
     14.7500000      1.7019231
     15.0000000      1.7596157
     15.2500000      1.8225462
     15.5000000      1.8871996
     15.7500000      1.9536059
     16.0000000      2.0217950
     16.2500000      2.0917969
     16.5000000      2.1629808
     16.7500000      2.2360177
     17.0000000      2.3102565
     17.2500000      2.3836241
     17.5000000      2.4588342
     17.7500000      2.5344954
     18.0000000      2.6120193
     18.2500000      2.6870494
     18.5000000      2.7631412
     18.7500000      2.8402946
     19.0000000      2.9185097
     19.2500000      2.9931593
     19.5000000      3.0679686
     19.7500000      3.1437001
     20.0000000      3.2203524
     20.8799992      3.4883654
     25.6399994      4.9790497
     31.4799995      6.6440959
     38.6599998      7.8497152
     47.4799995      7.8562660
     58.3100014      6.6346331
     71.6100006      4.6391578
     87.9400024      2.7904041
    108.0000000      1.5750002
    132.6000061      0.8367189
    162.8999939      0.3962856
    200.0000000      0.1936699
    204.3000031      0.1803177
    303.8999939      0.0475087
    452.0000000      0.0131507
    672.2999878      0.0035339
   1000.0000000      0.0007612
