# wdd   tau_V= 9.50
      0.0100000      0.0000007
      0.0150000      0.0000008
      0.0220000      0.0000011
      0.0330000      0.0000021
      0.0490000      0.0000035
      0.0730000      0.0000029
      0.1000000      0.0000025
      0.1230000      0.0000019
      0.1510000      0.0000020
      0.1850000      0.0000036
      0.2270000      0.0000124
      0.2790000      0.0000172
      0.3430000      0.0000214
      0.4210000      0.0000321
      0.5170000      0.0000652
      0.5500000      0.0000847
      0.6350000      0.0001530
      0.7800000      0.0003594
      0.9580000      0.0007738
      1.1770000      0.0017929
      1.4450001      0.0048583
      1.7740000      0.0129567
      2.1789999      0.0313580
      2.6760001      0.0654634
      3.2860000      0.1178273
      4.0359998      0.1869237
      4.9559999      0.2738110
      6.0000000      0.3725962
      6.2500000      0.3971354
      6.5000000      0.4210938
      6.7500000      0.4459436
      7.0000000      0.4700321
      7.2500000      0.5036659
      7.5000000      0.5375601
      7.7500000      0.5710036
      8.0000000      0.6032052
      8.2500000      0.6280048
      8.5000000      0.6443110
      8.6000004      0.6491346
      8.6999998      0.6531971
      8.8000002      0.6568270
      8.8999996      0.6596555
      9.0000000      0.6620193
      9.1000004      0.6613542
      9.1999998      0.6612500
      9.3000002      0.6617309
      9.3999996      0.6624439
      9.5000000      0.6637821
      9.6000004      0.6742309
      9.6999998      0.6851403
      9.8000002      0.6988782
      9.8999996      0.7127524
     10.0000000      0.7275641
     10.1000004      0.7453607
     10.1999998      0.7629567
     10.3000002      0.7811659
     10.3999996      0.7991667
     10.5000000      0.8169471
     10.6000004      0.8349200
     10.6999998      0.8530849
     10.8000002      0.8714424
     10.8999996      0.8899920
     11.0000000      0.9082933
     11.1000004      0.9290025
     11.1999998      0.9499360
     11.3000002      0.9706411
     11.3999996      0.9920192
     11.5000000      1.0131612
     11.7500000      1.0582533
     12.0000000      1.1081731
     12.2500000      1.1587441
     12.5000000      1.2084336
     12.7500000      1.2576323
     13.0000000      1.3057293
     13.2500000      1.3547276
     13.5000000      1.4030049
     13.7500000      1.4504709
     14.0000000      1.4964745
     14.2500000      1.5506010
     14.5000000      1.6056892
     14.7500000      1.6623298
     15.0000000      1.7205529
     15.2500000      1.7828326
     15.5000000      1.8462142
     15.7500000      1.9113282
     16.0000000      1.9782054
     16.2500000      2.0468750
     16.5000000      2.1167066
     16.7500000      2.1877005
     17.0000000      2.2605369
     17.2500000      2.3331735
     17.5000000      2.4069514
     17.7500000      2.4818711
     18.0000000      2.5586541
     18.2500000      2.6336739
     18.5000000      2.7105172
     18.7500000      2.7884614
     19.0000000      2.8667469
     19.2500000      2.9438002
     19.5000000      3.0218749
     19.7500000      3.1001804
     20.0000000      3.1794872
     20.8799992      3.4599233
     25.6399994      5.0355482
     31.4799995      6.8244510
     38.6599998      8.1656866
     47.4799995      8.2614441
     58.3100014      7.0387840
     71.6100006      4.9576159
     87.9400024      2.9986274
    108.0000000      1.6978847
    132.6000061      0.9036563
    162.8999939      0.4281999
    200.0000000      0.2092148
    204.3000031      0.1947234
    303.8999939      0.0512223
    452.0000000      0.0141250
    672.2999878      0.0037925
   1000.0000000      0.0008305
