# wdd   tau_V= 8.50
      0.0100000      0.0000013
      0.0150000      0.0000016
      0.0220000      0.0000024
      0.0330000      0.0000044
      0.0490000      0.0000076
      0.0730000      0.0000068
      0.1000000      0.0000062
      0.1230000      0.0000050
      0.1510000      0.0000054
      0.1850000      0.0000090
      0.2270000      0.0000281
      0.2790000      0.0000386
      0.3430000      0.0000472
      0.4210000      0.0000676
      0.5170000      0.0001279
      0.5500000      0.0001620
      0.6350000      0.0002768
      0.7800000      0.0006009
      0.9580000      0.0011994
      1.1770000      0.0025714
      1.4450001      0.0064898
      1.7740000      0.0163256
      2.1789999      0.0377047
      2.6760001      0.0757342
      3.2860000      0.1319139
      4.0359998      0.2032553
      4.9559999      0.2902913
      6.0000000      0.3882212
      6.2500000      0.4121595
      6.5000000      0.4356771
      6.7500000      0.4597356
      7.0000000      0.4832132
      7.2500000      0.5196414
      7.5000000      0.5555890
      7.7500000      0.5908754
      8.0000000      0.6256410
      8.2500000      0.6613883
      8.5000000      0.6875601
      8.6000004      0.6963382
      8.6999998      0.7040866
      8.8000002      0.7114744
      8.8999996      0.7181330
      9.0000000      0.7240385
      9.1000004      0.7280730
      9.1999998      0.7316507
      9.3000002      0.7355049
      9.3999996      0.7396475
      9.5000000      0.7440906
      9.6000004      0.7561540
      9.6999998      0.7683054
      9.8000002      0.7832933
      9.8999996      0.7984254
     10.0000000      0.8137019
     10.1000004      0.8319551
     10.1999998      0.8500000
     10.3000002      0.8678246
     10.3999996      0.8862500
     10.5000000      0.9044472
     10.6000004      0.9224039
     10.6999998      0.9405369
     10.8000002      0.9588462
     10.8999996      0.9773318
     11.0000000      0.9959936
     11.1000004      1.0157213
     11.1999998      1.0360899
     11.3000002      1.0562060
     11.3999996      1.0774279
     11.5000000      1.0983975
     11.7500000      1.1406351
     12.0000000      1.1884615
     12.2500000      1.2362881
     12.5000000      1.2830529
     12.7500000      1.3291466
     13.0000000      1.3734375
     13.2500000      1.4194913
     13.5000000      1.4646636
     13.7500000      1.5083133
     14.0000000      1.5503206
     14.2500000      1.6036960
     14.5000000      1.6585537
     14.7500000      1.7143332
     15.0000000      1.7722356
     15.2500000      1.8353766
     15.5000000      1.9008616
     15.7500000      1.9674882
     16.0000000      2.0358975
     16.2500000      2.1061199
     16.5000000      2.1781852
     16.7500000      2.2514522
     17.0000000      2.3266027
     17.2500000      2.4002106
     17.5000000      2.4756610
     17.7500000      2.5522735
     18.0000000      2.6300480
     18.2500000      2.7045972
     18.5000000      2.7809298
     18.7500000      2.8575721
     19.0000000      2.9352565
     19.2500000      3.0085838
     19.5000000      3.0835936
     19.7500000      3.1579428
     20.0000000      3.2331731
     20.8799992      3.4975674
     25.6399994      4.9595327
     31.4799995      6.5835586
     38.6599998      7.7428432
     47.4799995      7.7193046
     58.3100014      6.4991364
     71.6100006      4.5330057
     87.9400024      2.7217007
    108.0000000      1.5343270
    132.6000061      0.8144063
    162.8999939      0.3857780
    200.0000000      0.1885417
    204.3000031      0.1754885
    303.8999939      0.0462790
    452.0000000      0.0128302
    672.2999878      0.0034504
   1000.0000000      0.0007384
