# wdd   tau_V= 0.25
      0.0100000      0.0001714
      0.0150000      0.0003367
      0.0220000      0.0006424
      0.0330000      0.0012802
      0.0490000      0.0025344
      0.0730000      0.0049486
      0.1000000      0.0082612
      0.1230000      0.0107280
      0.1510000      0.0133456
      0.1850000      0.0158021
      0.2270000      0.0192895
      0.2790000      0.0225234
      0.3430000      0.0219734
      0.4210000      0.0200548
      0.5170000      0.0196133
      0.5500000      0.0199639
      0.6350000      0.0209581
      0.7800000      0.0235031
      0.9580000      0.0252550
      1.1770000      0.0286281
      1.4450001      0.0394828
      1.7740000      0.0598867
      2.1789999      0.0935853
      2.6760001      0.1379813
      3.2860000      0.1819412
      4.0359998      0.2129572
      4.9559999      0.2370779
      6.0000000      0.2584135
      6.2500000      0.2631711
      6.5000000      0.2679687
      6.7500000      0.2725962
      7.0000000      0.2772517
      7.2500000      0.2842778
      7.5000000      0.2911659
      7.7500000      0.2979838
      8.0000000      0.3049038
      8.2500000      0.3174399
      8.5000000      0.3301583
      8.6000004      0.3353518
      8.6999998      0.3406803
      8.8000002      0.3461474
      8.8999996      0.3517925
      9.0000000      0.3575841
      9.1000004      0.3639636
      9.1999998      0.3704327
      9.3000002      0.3766948
      9.3999996      0.3830049
      9.5000000      0.3889824
      9.6000004      0.3930770
      9.6999998      0.3971715
      9.8000002      0.4012660
      9.8999996      0.4049639
     10.0000000      0.4086538
     10.1000004      0.4115265
     10.1999998      0.4143750
     10.3000002      0.4176122
     10.3999996      0.4208333
     10.5000000      0.4236178
     10.6000004      0.4268029
     10.6999998      0.4299720
     10.8000002      0.4331250
     10.8999996      0.4360873
     11.0000000      0.4392949
     11.1000004      0.4420433
     11.1999998      0.4448590
     11.3000002      0.4476991
     11.3999996      0.4513414
     11.5000000      0.4551623
     11.7500000      0.4604438
     12.0000000      0.4676442
     12.2500000      0.4750802
     12.5000000      0.4823718
     12.7500000      0.4895163
     13.0000000      0.4965104
     13.2500000      0.5047316
     13.5000000      0.5124700
     13.7500000      0.5197567
     14.0000000      0.5265145
     14.2500000      0.5382001
     14.5000000      0.5500821
     14.7500000      0.5620483
     15.0000000      0.5740986
     15.2500000      0.5885547
     15.5000000      0.6030470
     15.7500000      0.6176954
     16.0000000      0.6325001
     16.2500000      0.6481120
     16.5000000      0.6637020
     16.7500000      0.6797977
     17.0000000      0.6953927
     17.2500000      0.7111478
     17.5000000      0.7263622
     17.7500000      0.7417167
     18.0000000      0.7564905
     18.2500000      0.7691907
     18.5000000      0.7819512
     18.7500000      0.7947717
     19.0000000      0.8068911
     19.2500000      0.8167368
     19.5000000      0.8257813
     19.7500000      0.8347857
     20.0000000      0.8429487
     20.8799992      0.8691636
     25.6399994      0.9755733
     31.4799995      1.0495856
     38.6599998      1.0338763
     47.4799995      0.9111747
     58.3100014      0.7027103
     71.6100006      0.4541612
     87.9400024      0.2590637
    108.0000000      0.1452115
    132.6000061      0.0803781
    162.8999939      0.0433682
    200.0000000      0.0240705
    204.3000031      0.0226154
    303.8999939      0.0075476
    452.0000000      0.0027562
    672.2999878      0.0008054
   1000.0000000      0.0000250
