# dog   tau_V= 2.25
      0.0100000      0.0000604
      0.0150000      0.0001040
      0.0220000      0.0001871
      0.0330000      0.0003648
      0.0490000      0.0007118
      0.0730000      0.0011807
      0.1000000      0.0017115
      0.1230000      0.0019514
      0.1510000      0.0023576
      0.1850000      0.0031263
      0.2270000      0.0048401
      0.2790000      0.0058192
      0.3430000      0.0059091
      0.4210000      0.0059034
      0.5170000      0.0066344
      0.5500000      0.0070711
      0.6350000      0.0082021
      0.7800000      0.0104906
      0.9580000      0.0126659
      1.1770000      0.0164903
      1.4450001      0.0281879
      1.7740000      0.0594674
      2.1789999      0.1209101
      2.6760001      0.2131366
      3.2860000      0.3280734
      4.0359998      0.4522713
      4.9559999      0.5746260
      6.0000000      0.6745192
      6.2500000      0.6956130
      6.5000000      0.7148438
      6.7500000      0.7358474
      7.0000000      0.7502005
      7.2500000      0.8112680
      7.5000000      0.8662862
      7.7500000      0.9165866
      8.0000000      0.9679487
      8.2500000      1.0930591
      8.5000000      1.2011018
      8.6000004      1.2410737
      8.6999998      1.2802525
      8.8000002      1.3185899
      8.8999996      1.3560377
      9.0000000      1.3932693
      9.1000004      1.4335419
      9.1999998      1.4710418
      9.3000002      1.5064064
      9.3999996      1.5384215
      9.5000000      1.5681090
      9.6000004      1.5811541
      9.6999998      1.5921836
      9.8000002      1.5995674
      9.8999996      1.6059735
     10.0000000      1.6121794
     10.1000004      1.6125201
     10.1999998      1.6129566
     10.3000002      1.6126763
     10.3999996      1.6125001
     10.5000000      1.6115987
     10.6000004      1.6103848
     10.6999998      1.6092870
     10.8000002      1.6083174
     10.8999996      1.6074880
     11.0000000      1.6059296
     11.1000004      1.6022959
     11.1999998      1.5987823
     11.3000002      1.5954009
     11.3999996      1.5971876
     11.5000000      1.5996797
     11.7500000      1.5779651
     12.0000000      1.5692309
     12.2500000      1.5616788
     12.5000000      1.5529848
     12.7500000      1.5431792
     13.0000000      1.5317709
     13.2500000      1.5261921
     13.5000000      1.5192909
     13.7500000      1.5099661
     14.0000000      1.4981571
     14.2500000      1.5100660
     14.5000000      1.5226164
     14.7500000      1.5346855
     15.0000000      1.5456733
     15.2500000      1.5659356
     15.5000000      1.5872598
     15.7500000      1.6084437
     16.0000000      1.6301283
     16.2500000      1.6542969
     16.5000000      1.6790867
     16.7500000      1.7025141
     17.0000000      1.7265626
     17.2500000      1.7471155
     17.5000000      1.7675282
     17.7500000      1.7870895
     18.0000000      1.8064904
     18.2500000      1.8184195
     18.5000000      1.8307294
     18.7500000      1.8426983
     19.0000000      1.8543271
     19.2500000      1.8586740
     19.5000000      1.8625001
     19.7500000      1.8658054
     20.0000000      1.8693911
     20.8799992      1.8721732
     25.6399994      1.8798558
     31.4799995      1.8905659
     38.6599998      1.8741428
     47.4799995      1.7072636
     58.3100014      1.4628897
     71.6100006      1.1628019
     87.9400024      0.7796924
    108.0000000      0.4560578
    132.6000061      0.2567531
    162.8999939      0.1337921
    200.0000000      0.0696795
    204.3000031      0.0650961
    303.8999939      0.0180562
    452.0000000      0.0047790
    672.2999878      0.0012420
   1000.0000000      0.0001709
