# dog   tau_V= 2.00
      0.0100000      0.0000688
      0.0150000      0.0001203
      0.0220000      0.0002181
      0.0330000      0.0004261
      0.0490000      0.0008343
      0.0730000      0.0014161
      0.1000000      0.0020917
      0.1230000      0.0024230
      0.1510000      0.0029389
      0.1850000      0.0038512
      0.2270000      0.0057869
      0.2790000      0.0069236
      0.3430000      0.0069851
      0.4210000      0.0068868
      0.5170000      0.0075893
      0.5500000      0.0080363
      0.6350000      0.0091917
      0.7800000      0.0115375
      0.9580000      0.0137022
      1.1770000      0.0175135
      1.4450001      0.0291837
      1.7740000      0.0599933
      2.1789999      0.1194260
      2.6760001      0.2072399
      3.2860000      0.3154349
      4.0359998      0.4323824
      4.9559999      0.5480192
      6.0000000      0.6437500
      6.2500000      0.6640625
      6.5000000      0.6828126
      6.7500000      0.7033955
      7.0000000      0.7173879
      7.2500000      0.7752504
      7.5000000      0.8281250
      7.7500000      0.8762220
      8.0000000      0.9256411
      8.2500000      1.0461239
      8.5000000      1.1507013
      8.6000004      1.1897357
      8.6999998      1.2279687
      8.8000002      1.2653526
      8.8999996      1.3021957
      9.0000000      1.3388222
      9.1000004      1.3784897
      9.1999998      1.4153848
      9.3000002      1.4501444
      9.3999996      1.4823078
      9.5000000      1.5117788
      9.6000004      1.5242308
      9.6999998      1.5354449
      9.8000002      1.5422437
      9.8999996      1.5488582
     10.0000000      1.5544872
     10.1000004      1.5550601
     10.1999998      1.5549279
     10.3000002      1.5549039
     10.3999996      1.5545833
     10.5000000      1.5535458
     10.6000004      1.5522038
     10.6999998      1.5514143
     10.8000002      1.5503366
     10.8999996      1.5494070
     11.0000000      1.5481973
     11.1000004      1.5440388
     11.1999998      1.5408974
     11.3000002      1.5374520
     11.3999996      1.5391828
     11.5000000      1.5416267
     11.7500000      1.5210037
     12.0000000      1.5129808
     12.2500000      1.5057292
     12.5000000      1.4978968
     12.7500000      1.4885217
     13.0000000      1.4781250
     13.2500000      1.4731071
     13.5000000      1.4668270
     13.7500000      1.4581832
     14.0000000      1.4476764
     14.2500000      1.4592549
     14.5000000      1.4720752
     14.7500000      1.4838643
     15.0000000      1.4945915
     15.2500000      1.5140024
     15.5000000      1.5344752
     15.7500000      1.5548079
     16.0000000      1.5762823
     16.2500000      1.5996095
     16.5000000      1.6235578
     16.7500000      1.6461439
     17.0000000      1.6693510
     17.2500000      1.6897538
     17.5000000      1.7093351
     17.7500000      1.7280649
     18.0000000      1.7466347
     18.2500000      1.7584636
     18.5000000      1.7706933
     18.7500000      1.7818511
     19.0000000      1.7934296
     19.2500000      1.7977464
     19.5000000      1.8015625
     19.7500000      1.8048780
     20.0000000      1.8076924
     20.8799992      1.8111058
     25.6399994      1.8182212
     31.4799995      1.8275049
     38.6599998      1.8121877
     47.4799995      1.6473430
     58.3100014      1.4093921
     71.6100006      1.1209146
     87.9400024      0.7504495
    108.0000000      0.4365866
    132.6000061      0.2449063
    162.8999939      0.1275919
    200.0000000      0.0663782
    204.3000031      0.0620021
    303.8999939      0.0171553
    452.0000000      0.0045254
    672.2999878      0.0011714
   1000.0000000      0.0001511
