# dog   tau_V= 6.25
      0.0100000      0.0000058
      0.0150000      0.0000078
      0.0220000      0.0000125
      0.0330000      0.0000233
      0.0490000      0.0000429
      0.0730000      0.0000491
      0.1000000      0.0000531
      0.1230000      0.0000477
      0.1510000      0.0000540
      0.1850000      0.0000855
      0.2270000      0.0002103
      0.2790000      0.0002721
      0.3430000      0.0003067
      0.4210000      0.0003800
      0.5170000      0.0005872
      0.5500000      0.0006959
      0.6350000      0.0010220
      0.7800000      0.0017931
      0.9580000      0.0028817
      1.1770000      0.0050834
      1.4450001      0.0124064
      1.7740000      0.0360415
      2.1789999      0.0935853
      2.6760001      0.1983414
      3.2860000      0.3500590
      4.0359998      0.5315037
      4.9559999      0.7175875
      6.0000000      0.8733173
      6.2500000      0.9051983
      6.5000000      0.9333334
      6.7500000      0.9630108
      7.0000000      0.9852164
      7.2500000      1.0572917
      7.5000000      1.1207933
      7.7500000      1.1777145
      8.0000000      1.2326925
      8.2500000      1.3393029
      8.5000000      1.4193910
      8.6000004      1.4467710
      8.6999998      1.4723078
      8.8000002      1.4962823
      8.8999996      1.5186338
      9.0000000      1.5403848
      9.1000004      1.5611461
      9.1999998      1.5801443
      9.3000002      1.5976924
      9.3999996      1.6137421
      9.5000000      1.6293873
      9.6000004      1.6426926
      9.6999998      1.6555290
      9.8000002      1.6682773
      9.8999996      1.6809374
     10.0000000      1.6931090
     10.1000004      1.7043751
     10.1999998      1.7151203
     10.3000002      1.7253327
     10.3999996      1.7349999
     10.5000000      1.7441107
     10.6000004      1.7530773
     10.6999998      1.7614706
     10.8000002      1.7697116
     10.8999996      1.7778004
     11.0000000      1.7852966
     11.1000004      1.7917430
     11.1999998      1.7980130
     11.3000002      1.8041067
     11.3999996      1.8132213
     11.5000000      1.8226765
     11.7500000      1.8236982
     12.0000000      1.8326923
     12.2500000      1.8409355
     12.5000000      1.8469552
     12.7500000      1.8496696
     13.0000000      1.8500001
     13.2500000      1.8537260
     13.5000000      1.8557094
     13.7500000      1.8542670
     14.0000000      1.8492789
     14.2500000      1.8663161
     14.5000000      1.8845354
     14.7500000      1.9022536
     15.0000000      1.9188703
     15.2500000      1.9453527
     15.5000000      1.9722757
     15.7500000      1.9996697
     16.0000000      2.0269232
     16.2500000      2.0572920
     16.5000000      2.0876203
     16.7500000      2.1172376
     17.0000000      2.1474760
     17.2500000      2.1742189
     17.5000000      2.2008216
     17.7500000      2.2272837
     18.0000000      2.2521636
     18.2500000      2.2717447
     18.5000000      2.2902644
     18.7500000      2.3084435
     19.0000000      2.3262823
     19.2500000      2.3368392
     19.5000000      2.3476562
     19.7500000      2.3571815
     20.0000000      2.3661859
     20.8799992      2.3899906
     25.6399994      2.4931204
     31.4799995      2.5943253
     38.6599998      2.6439354
     47.4799995      2.4957438
     58.3100014      2.1999409
     71.6100006      1.7606996
     87.9400024      1.2134029
    108.0000000      0.7515866
    132.6000061      0.4407251
    162.8999939      0.2321455
    200.0000000      0.1225962
    204.3000031      0.1148369
    303.8999939      0.0328129
    452.0000000      0.0090364
    672.2999878      0.0024365
   1000.0000000      0.0005104
