# dog   tau_V= 0.25
      0.0100000      0.0001506
      0.0150000      0.0002959
      0.0220000      0.0005645
      0.0330000      0.0011249
      0.0490000      0.0022282
      0.0730000      0.0043490
      0.1000000      0.0072636
      0.1230000      0.0094320
      0.1510000      0.0117303
      0.1850000      0.0138972
      0.2270000      0.0169704
      0.2790000      0.0198072
      0.3430000      0.0193212
      0.4210000      0.0176260
      0.5170000      0.0172396
      0.5500000      0.0175467
      0.6350000      0.0184140
      0.7800000      0.0206437
      0.9580000      0.0221614
      1.1770000      0.0251339
      1.4450001      0.0347472
      1.7740000      0.0569656
      2.1789999      0.0915774
      2.6760001      0.1313342
      3.2860000      0.1723307
      4.0359998      0.2176465
      4.9559999      0.2734140
      6.0000000      0.3281250
      6.2500000      0.3417969
      6.5000000      0.3567708
      6.7500000      0.3723858
      7.0000000      0.3842148
      7.2500000      0.4008414
      7.5000000      0.4200721
      7.7500000      0.4399740
      8.0000000      0.4641026
      8.2500000      0.5010818
      8.5000000      0.5360177
      8.6000004      0.5495594
      8.6999998      0.5636178
      8.8000002      0.5771475
      8.8999996      0.5904807
      9.0000000      0.6039665
      9.1000004      0.6183334
      9.1999998      0.6321314
      9.3000002      0.6453366
      9.3999996      0.6583013
      9.5000000      0.6702525
      9.6000004      0.6780771
      9.6999998      0.6855289
      9.8000002      0.6918110
      9.8999996      0.6976802
     10.0000000      0.7035257
     10.1000004      0.7081330
     10.1999998      0.7126923
     10.3000002      0.7167909
     10.3999996      0.7208334
     10.5000000      0.7243990
     10.6000004      0.7283253
     10.6999998      0.7317669
     10.8000002      0.7355770
     10.8999996      0.7393310
     11.0000000      0.7421475
     11.1000004      0.7453367
     11.1999998      0.7484616
     11.3000002      0.7519752
     11.3999996      0.7563462
     11.5000000      0.7606772
     11.7500000      0.7663862
     12.0000000      0.7754808
     12.2500000      0.7842748
     12.5000000      0.7927684
     12.7500000      0.8009616
     13.0000000      0.8078126
     13.2500000      0.8143229
     13.5000000      0.8215746
     13.7500000      0.8279748
     14.0000000      0.8329328
     14.2500000      0.8426683
     14.5000000      0.8528045
     14.7500000      0.8615986
     15.0000000      0.8695914
     15.2500000      0.8785858
     15.5000000      0.8880209
     15.7500000      0.8979267
     16.0000000      0.9076923
     16.2500000      0.9179688
     16.5000000      0.9287861
     16.7500000      0.9388322
     17.0000000      0.9487581
     17.2500000      0.9578727
     17.5000000      0.9668470
     17.7500000      0.9756811
     18.0000000      0.9843751
     18.2500000      0.9907352
     18.5000000      0.9976363
     18.7500000      1.0043570
     19.0000000      1.0116588
     19.2500000      1.0164864
     19.5000000      1.0218749
     19.7500000      1.0262722
     20.0000000      1.0304488
     20.8799992      1.0414904
     25.6399994      1.0693606
     31.4799995      1.0828817
     38.6599998      1.0902556
     47.4799995      0.9897373
     58.3100014      0.8592315
     71.6100006      0.7181084
     87.9400024      0.4862068
    108.0000000      0.2722933
    132.6000061      0.1498125
    162.8999939      0.0796226
    200.0000000      0.0417708
    204.3000031      0.0389856
    303.8999939      0.0107510
    452.0000000      0.0027526
    672.2999878      0.0006871
   1000.0000000      0.0000173
