# dog   tau_V= 9.25
      0.0100000      0.0000009
      0.0150000      0.0000010
      0.0220000      0.0000015
      0.0330000      0.0000027
      0.0490000      0.0000049
      0.0730000      0.0000044
      0.1000000      0.0000040
      0.1230000      0.0000030
      0.1510000      0.0000032
      0.1850000      0.0000061
      0.2270000      0.0000213
      0.2790000      0.0000281
      0.3430000      0.0000329
      0.4210000      0.0000461
      0.5170000      0.0000873
      0.5500000      0.0001110
      0.6350000      0.0001912
      0.7800000      0.0004184
      0.9580000      0.0008267
      1.1770000      0.0018169
      1.4450001      0.0056144
      1.7740000      0.0198509
      2.1789999      0.0601669
      2.6760001      0.1444140
      3.2860000      0.2826539
      4.0359998      0.4682795
      4.9559999      0.6794645
      6.0000000      0.8742789
      6.2500000      0.9154648
      6.5000000      0.9536458
      6.7500000      0.9919473
      7.0000000      1.0244794
      7.2500000      1.0904047
      7.5000000      1.1508414
      7.7500000      1.2056592
      8.0000000      1.2583334
      8.2500000      1.3234376
      8.5000000      1.3652445
      8.6000004      1.3785498
      8.6999998      1.3900481
      8.8000002      1.4000323
      8.8999996      1.4091667
      9.0000000      1.4174279
      9.1000004      1.4229690
      9.1999998      1.4279168
      9.3000002      1.4333775
      9.3999996      1.4389986
      9.5000000      1.4451724
      9.6000004      1.4596157
      9.6999998      1.4744313
      9.8000002      1.4919871
      9.8999996      1.5091946
     10.0000000      1.5264425
     10.1000004      1.5461581
     10.1999998      1.5651442
     10.3000002      1.5837902
     10.3999996      1.6020832
     10.5000000      1.6195915
     10.6000004      1.6371397
     10.6999998      1.6538702
     10.8000002      1.6701925
     10.8999996      1.6865306
     11.0000000      1.7020032
     11.1000004      1.7188103
     11.1999998      1.7347437
     11.3000002      1.7502325
     11.3999996      1.7666347
     11.5000000      1.7830532
     11.7500000      1.8091047
     12.0000000      1.8389424
     12.2500000      1.8664563
     12.5000000      1.8910257
     12.7500000      1.9119895
     13.0000000      1.9296875
     13.2500000      1.9482174
     13.5000000      1.9638824
     13.7500000      1.9765626
     14.0000000      1.9850162
     14.2500000      2.0101864
     14.5000000      2.0355771
     14.7500000      2.0600362
     15.0000000      2.0847356
     15.2500000      2.1164265
     15.5000000      2.1492591
     15.7500000      2.1814005
     16.0000000      2.2147439
     16.2500000      2.2500002
     16.5000000      2.2846155
     16.7500000      2.3199019
     17.0000000      2.3545275
     17.2500000      2.3877709
     17.5000000      2.4202726
     17.7500000      2.4520032
     18.0000000      2.4836540
     18.2500000      2.5101063
     18.5000000      2.5363383
     18.7500000      2.5615985
     19.0000000      2.5866189
     19.2500000      2.6052284
     19.5000000      2.6234374
     19.7500000      2.6412458
     20.0000000      2.6586540
     20.8799992      2.7095482
     25.6399994      2.9338081
     31.4799995      3.1454778
     38.6599998      3.2727799
     47.4799995      3.1558220
     58.3100014      2.8150463
     71.6100006      2.2564611
     87.9400024      1.5688977
    108.0000000      0.9921635
    132.6000061      0.5896876
    162.8999939      0.3115071
    200.0000000      0.1652244
    204.3000031      0.1548620
    303.8999939      0.0446962
    452.0000000      0.0124662
    672.2999878      0.0033992
   1000.0000000      0.0007877
