# dog   tau_V= 7.75
      0.0100000      0.0000023
      0.0150000      0.0000028
      0.0220000      0.0000043
      0.0330000      0.0000079
      0.0490000      0.0000144
      0.0730000      0.0000146
      0.1000000      0.0000142
      0.1230000      0.0000117
      0.1510000      0.0000130
      0.1850000      0.0000224
      0.2270000      0.0000654
      0.2790000      0.0000858
      0.3430000      0.0000990
      0.4210000      0.0001311
      0.5170000      0.0002254
      0.5500000      0.0002770
      0.6350000      0.0004419
      0.7800000      0.0008684
      0.9580000      0.0015506
      1.1770000      0.0030547
      1.4450001      0.0083944
      1.7740000      0.0269796
      2.1789999      0.0758547
      2.6760001      0.1713240
      3.2860000      0.3183312
      4.0359998      0.5045000
      4.9559999      0.7048798
      6.0000000      0.8805289
      6.2500000      0.9169672
      6.5000000      0.9497396
      6.7500000      0.9835638
      7.0000000      1.0104569
      7.2500000      1.0799479
      7.5000000      1.1418270
      7.7500000      1.1975862
      8.0000000      1.2512821
      8.2500000      1.3373199
      8.5000000      1.3979367
      8.6000004      1.4178288
      8.6999998      1.4360577
      8.8000002      1.4529167
      8.8999996      1.4680009
      9.0000000      1.4823319
      9.1000004      1.4947919
      9.1999998      1.5064265
      9.3000002      1.5172118
      9.3999996      1.5275002
      9.5000000      1.5376604
      9.6000004      1.5515387
      9.6999998      1.5657575
      9.8000002      1.5807213
      9.8999996      1.5960577
     10.0000000      1.6109774
     10.1000004      1.6266829
     10.1999998      1.6419712
     10.3000002      1.6568309
     10.3999996      1.6708335
     10.5000000      1.6843752
     10.6000004      1.6978688
     10.6999998      1.7108855
     10.8000002      1.7234136
     10.8999996      1.7354407
     11.0000000      1.7473960
     11.1000004      1.7588344
     11.1999998      1.7701923
     11.3000002      1.7810179
     11.3999996      1.7944951
     11.5000000      1.8070115
     11.7500000      1.8208736
     12.0000000      1.8403847
     12.2500000      1.8586037
     12.5000000      1.8734977
     12.7500000      1.8854269
     13.0000000      1.8942710
     13.2500000      1.9052185
     13.5000000      1.9141227
     13.7500000      1.9192709
     14.0000000      1.9205130
     14.2500000      1.9416766
     14.5000000      1.9635417
     14.7500000      1.9843950
     15.0000000      2.0048079
     15.2500000      2.0339444
     15.5000000      2.0635619
     15.7500000      2.0936902
     16.0000000      2.1237180
     16.2500000      2.1562500
     16.5000000      2.1894231
     16.7500000      2.2219253
     17.0000000      2.2537262
     17.2500000      2.2841048
     17.5000000      2.3137023
     17.7500000      2.3424881
     18.0000000      2.3711538
     18.2500000      2.3938503
     18.5000000      2.4162662
     18.7500000      2.4384017
     19.0000000      2.4594955
     19.2500000      2.4741189
     19.5000000      2.4882812
     19.7500000      2.5019832
     20.0000000      2.5152245
     20.8799992      2.5522788
     25.6399994      2.7139776
     31.4799995      2.8692710
     38.6599998      2.9568088
     47.4799995      2.8229294
     58.3100014      2.5043399
     71.6100006      2.0062852
     87.9400024      1.3895648
    108.0000000      0.8710096
    132.6000061      0.5146751
    162.8999939      0.2715000
    200.0000000      0.1437500
    204.3000031      0.1346448
    303.8999939      0.0386937
    452.0000000      0.0107332
    672.2999878      0.0029144
   1000.0000000      0.0006474
