# dog   tau_V= 4.75
      0.0100000      0.0000145
      0.0150000      0.0000213
      0.0220000      0.0000357
      0.0330000      0.0000678
      0.0490000      0.0001275
      0.0730000      0.0001670
      0.1000000      0.0002007
      0.1230000      0.0001968
      0.1510000      0.0002281
      0.1850000      0.0003369
      0.2270000      0.0006978
      0.2790000      0.0008822
      0.3430000      0.0009599
      0.4210000      0.0011014
      0.5170000      0.0015148
      0.5500000      0.0017262
      0.6350000      0.0023222
      0.7800000      0.0036187
      0.9580000      0.0052160
      1.1770000      0.0082145
      1.4450001      0.0176804
      1.7740000      0.0461340
      2.1789999      0.1103468
      2.6760001      0.2196765
      3.2860000      0.3688851
      4.0359998      0.5389419
      4.9559999      0.7068654
      6.0000000      0.8427885
      6.2500000      0.8703927
      6.5000000      0.8942709
      6.7500000      0.9202825
      7.0000000      0.9383815
      7.2500000      1.0113983
      7.5000000      1.0757213
      7.7500000      1.1326925
      8.0000000      1.1887822
      8.2500000      1.3135216
      8.5000000      1.4125801
      8.6000004      1.4474602
      8.6999998      1.4806732
      8.8000002      1.5125000
      8.8999996      1.5428807
      9.0000000      1.5721155
      9.1000004      1.6023439
      9.1999998      1.6302725
      9.3000002      1.6558176
      9.3999996      1.6792710
      9.5000000      1.7009418
      9.6000004      1.7142310
      9.6999998      1.7262583
      9.8000002      1.7365944
      9.8999996      1.7463821
     10.0000000      1.7560098
     10.1000004      1.7622397
     10.1999998      1.7682452
     10.3000002      1.7740264
     10.3999996      1.7791666
     10.5000000      1.7836540
     10.6000004      1.7879008
     10.6999998      1.7914784
     10.8000002      1.7956731
     10.8999996      1.7991986
     11.0000000      1.8024840
     11.1000004      1.8037502
     11.1999998      1.8051924
     11.3000002      1.8063703
     11.3999996      1.8123078
     11.5000000      1.8180691
     11.7500000      1.8067511
     12.0000000      1.8057694
     12.2500000      1.8051082
     12.5000000      1.8023840
     12.7500000      1.7975663
     13.0000000      1.7901042
     13.2500000      1.7879008
     13.5000000      1.7837743
     13.7500000      1.7765927
     14.0000000      1.7662662
     14.2500000      1.7806791
     14.5000000      1.7956531
     14.7500000      1.8106570
     15.0000000      1.8245194
     15.2500000      1.8482072
     15.5000000      1.8729169
     15.7500000      1.8980770
     16.0000000      1.9230772
     16.2500000      1.9511720
     16.5000000      1.9798679
     16.7500000      2.0071816
     17.0000000      2.0350962
     17.2500000      2.0594954
     17.5000000      2.0837340
     17.7500000      2.1071012
     18.0000000      2.1302886
     18.2500000      2.1459837
     18.5000000      2.1620395
     18.7500000      2.1769831
     19.0000000      2.1923079
     19.2500000      2.1995595
     19.5000000      2.2062500
     19.7500000      2.2123799
     20.0000000      2.2187500
     20.8799992      2.2310481
     25.6399994      2.2825356
     31.4799995      2.3382978
     38.6599998      2.3527462
     47.4799995      2.1932869
     58.3100014      1.9151659
     71.6100006      1.5297459
     87.9400024      1.0460491
    108.0000000      0.6377885
    132.6000061      0.3696969
    162.8999939      0.1941616
    200.0000000      0.1021635
    204.3000031      0.0956019
    303.8999939      0.0270904
    452.0000000      0.0073812
    672.2999878      0.0019714
   1000.0000000      0.0003776
