# dog   tau_V= 1.25
      0.0100000      0.0000990
      0.0150000      0.0001820
      0.0220000      0.0003375
      0.0330000      0.0006650
      0.0490000      0.0013118
      0.0730000      0.0023778
      0.1000000      0.0037127
      0.1230000      0.0045139
      0.1510000      0.0055397
      0.1850000      0.0069820
      0.2270000      0.0095857
      0.2790000      0.0113232
      0.3430000      0.0112190
      0.4210000      0.0106515
      0.5170000      0.0111022
      0.5500000      0.0115421
      0.6350000      0.0126822
      0.7800000      0.0151000
      0.9580000      0.0171104
      1.1770000      0.0207154
      1.4450001      0.0319104
      1.7740000      0.0601355
      2.1789999      0.1112198
      2.6760001      0.1818308
      3.2860000      0.2654077
      4.0359998      0.3557372
      4.9559999      0.4491375
      6.0000000      0.5298077
      6.2500000      0.5476262
      6.5000000      0.5651042
      6.7500000      0.5838642
      7.0000000      0.5973558
      7.2500000      0.6416367
      7.5000000      0.6838943
      7.7500000      0.7231470
      8.0000000      0.7650641
      8.2500000      0.8613582
      8.5000000      0.9470553
      8.6000004      0.9792150
      8.6999998      1.0115144
      8.8000002      1.0432372
      8.8999996      1.0747036
      9.0000000      1.1055290
      9.1000004      1.1396877
      9.1999998      1.1717469
      9.3000002      1.2019954
      9.3999996      1.2299840
      9.5000000      1.2560098
      9.6000004      1.2673079
      9.6999998      1.2774000
      9.8000002      1.2838943
      9.8999996      1.2902524
     10.0000000      1.2956731
     10.1000004      1.2964906
     10.1999998      1.2974759
     10.3000002      1.2978166
     10.3999996      1.2983334
     10.5000000      1.2977765
     10.6000004      1.2978206
     10.6999998      1.2976323
     10.8000002      1.2976444
     10.8999996      1.2974319
     11.0000000      1.2969953
     11.1000004      1.2945554
     11.1999998      1.2923077
     11.3000002      1.2907174
     11.3999996      1.2930050
     11.5000000      1.2960539
     11.7500000      1.2813903
     12.0000000      1.2774041
     12.2500000      1.2745694
     12.5000000      1.2710338
     12.7500000      1.2668270
     13.0000000      1.2609375
     13.2500000      1.2591748
     13.5000000      1.2564304
     13.7500000      1.2521535
     14.0000000      1.2463143
     14.2500000      1.2571515
     14.5000000      1.2693311
     14.7500000      1.2805790
     15.0000000      1.2902644
     15.2500000      1.3068811
     15.5000000      1.3245794
     15.7500000      1.3421576
     16.0000000      1.3596156
     16.2500000      1.3795574
     16.5000000      1.3994592
     16.7500000      1.4193211
     17.0000000      1.4384617
     17.2500000      1.4554690
     17.5000000      1.4723557
     17.7500000      1.4884115
     18.0000000      1.5043271
     18.2500000      1.5149840
     18.5000000      1.5253607
     18.7500000      1.5354568
     19.0000000      1.5452726
     19.2500000      1.5501804
     19.5000000      1.5539062
     19.7500000      1.5580028
     20.0000000      1.5616988
     20.8799992      1.5668366
     25.6399994      1.5788734
     31.4799995      1.5878733
     38.6599998      1.5767583
     47.4799995      1.4266827
     58.3100014      1.2182959
     71.6100006      0.9751699
     87.9400024      0.6510942
    108.0000000      0.3727212
    132.6000061      0.2068688
    162.8999939      0.1079474
    200.0000000      0.0561538
    204.3000031      0.0524174
    303.8999939      0.0144279
    452.0000000      0.0037594
    672.2999878      0.0009602
   1000.0000000      0.0000923
