# dog   tau_V= 0.75
      0.0100000      0.0001235
      0.0150000      0.0002346
      0.0220000      0.0004414
      0.0330000      0.0008748
      0.0490000      0.0017309
      0.0730000      0.0032639
      0.1000000      0.0052804
      0.1230000      0.0066329
      0.1510000      0.0081973
      0.1850000      0.0100357
      0.2270000      0.0129779
      0.2790000      0.0152131
      0.3430000      0.0149375
      0.4210000      0.0138798
      0.5170000      0.0139876
      0.5500000      0.0143780
      0.6350000      0.0154196
      0.7800000      0.0177844
      0.9580000      0.0195860
      1.1770000      0.0229223
      1.4450001      0.0334388
      1.7740000      0.0589699
      2.1789999      0.1024025
      2.6760001      0.1584587
      3.2860000      0.2219630
      4.0359998      0.2908960
      4.9559999      0.3665375
      6.0000000      0.4353365
      6.2500000      0.4512219
      6.5000000      0.4674479
      6.7500000      0.4848859
      7.0000000      0.4975161
      7.2500000      0.5295172
      7.5000000      0.5615987
      7.7500000      0.5924280
      8.0000000      0.6266026
      8.2500000      0.6970854
      8.5000000      0.7614584
      8.6000004      0.7859216
      8.6999998      0.8107452
      8.8000002      0.8348719
      8.8999996      0.8589784
      9.0000000      0.8830529
      9.1000004      0.9092710
      9.1999998      0.9340065
      9.3000002      0.9575722
      9.3999996      0.9795433
      9.5000000      0.9998599
      9.6000004      1.0100002
      9.6999998      1.0189664
      9.8000002      1.0255450
      9.8999996      1.0312499
     10.0000000      1.0368589
     10.1000004      1.0391346
     10.1999998      1.0412500
     10.3000002      1.0436178
     10.3999996      1.0450000
     10.5000000      1.0462140
     10.6000004      1.0476844
     10.6999998      1.0489944
     10.8000002      1.0505769
     10.8999996      1.0520073
     11.0000000      1.0528446
     11.1000004      1.0526323
     11.1999998      1.0526923
     11.3000002      1.0530370
     11.3999996      1.0564183
     11.5000000      1.0596956
     11.7500000      1.0535458
     12.0000000      1.0552886
     12.2500000      1.0571514
     12.5000000      1.0586940
     12.7500000      1.0594351
     13.0000000      1.0588543
     13.2500000      1.0611680
     13.5000000      1.0628006
     13.7500000      1.0626503
     14.0000000      1.0617789
     14.2500000      1.0721755
     14.5000000      1.0834335
     14.7500000      1.0938402
     15.0000000      1.1027645
     15.2500000      1.1162560
     15.5000000      1.1308295
     15.7500000      1.1446515
     16.0000000      1.1589745
     16.2500000      1.1751302
     16.5000000      1.1912259
     16.7500000      1.2072617
     17.0000000      1.2225561
     17.2500000      1.2363883
     17.5000000      1.2501001
     17.7500000      1.2629808
     18.0000000      1.2757213
     18.2500000      1.2846653
     18.5000000      1.2933695
     18.7500000      1.3018330
     19.0000000      1.3115786
     19.2500000      1.3157252
     19.5000000      1.3203125
     19.7500000      1.3245794
     20.0000000      1.3285257
     20.8799992      1.3359520
     25.6399994      1.3559616
     31.4799995      1.3658991
     38.6599998      1.3620837
     47.4799995      1.2318929
     58.3100014      1.0554671
     71.6100006      0.8566806
     87.9400024      0.5735831
    108.0000000      0.3246491
    132.6000061      0.1791907
    162.8999939      0.0940460
    200.0000000      0.0490304
    204.3000031      0.0457547
    303.8999939      0.0125773
    452.0000000      0.0032506
    672.2999878      0.0008215
   1000.0000000      0.0000540
