# dog   tau_V= 1.00
      0.0100000      0.0001109
      0.0150000      0.0002072
      0.0220000      0.0003869
      0.0330000      0.0007647
      0.0490000      0.0015110
      0.0730000      0.0027954
      0.1000000      0.0044431
      0.1230000      0.0054897
      0.1510000      0.0067635
      0.1850000      0.0084050
      0.2270000      0.0111954
      0.2790000      0.0131675
      0.3430000      0.0129917
      0.4210000      0.0121948
      0.5170000      0.0124921
      0.5500000      0.0129127
      0.6350000      0.0140127
      0.7800000      0.0164156
      0.9580000      0.0183310
      1.1770000      0.0218188
      1.4450001      0.0327035
      1.7740000      0.0596735
      2.1789999      0.1071167
      2.6760001      0.1707880
      3.2860000      0.2446069
      4.0359998      0.3245293
      4.9559999      0.4094260
      6.0000000      0.4843750
      6.2500000      0.5013021
      6.5000000      0.5182292
      6.7500000      0.5362681
      7.0000000      0.5493990
      7.2500000      0.5879007
      7.5000000      0.6253005
      7.7500000      0.6607372
      8.0000000      0.6990385
      8.2500000      0.7833534
      8.5000000      0.8595354
      8.6000004      0.8882533
      8.6999998      0.9170554
      8.8000002      0.9455771
      8.8999996      0.9734375
      9.0000000      1.0013223
      9.1000004      1.0321356
      9.1999998      1.0608014
      9.3000002      1.0879809
      9.3999996      1.1136138
      9.5000000      1.1372596
      9.6000004      1.1476926
      9.6999998      1.1577044
      9.8000002      1.1641427
      9.8999996      1.1700721
     10.0000000      1.1754807
     10.1000004      1.1771194
     10.1999998      1.1785578
     10.3000002      1.1797957
     10.3999996      1.1804167
     10.5000000      1.1808294
     10.6000004      1.1814585
     10.6999998      1.1818871
     10.8000002      1.1825480
     10.8999996      1.1830169
     11.0000000      1.1832933
     11.1000004      1.1815988
     11.1999998      1.1805769
     11.3000002      1.1797998
     11.3999996      1.1824759
     11.5000000      1.1854768
     11.7500000      1.1750001
     12.0000000      1.1735578
     12.2500000      1.1724861
     12.5000000      1.1713743
     12.7500000      1.1692607
     13.0000000      1.1661459
     13.2500000      1.1662761
     13.5000000      1.1655650
     13.7500000      1.1634616
     14.0000000      1.1593751
     14.2500000      1.1703726
     14.5000000      1.1821916
     14.7500000      1.1925280
     15.0000000      1.2019231
     15.2500000      1.2176784
     15.5000000      1.2332933
     15.7500000      1.2493991
     16.0000000      1.2660257
     16.2500000      1.2838542
     16.5000000      1.3022838
     16.7500000      1.3200021
     17.0000000      1.3369793
     17.2500000      1.3531853
     17.5000000      1.3685899
     17.7500000      1.3831631
     18.0000000      1.3975964
     18.2500000      1.4075021
     18.5000000      1.4171476
     18.7500000      1.4265325
     19.0000000      1.4364184
     19.2500000      1.4406651
     19.5000000      1.4453125
     19.7500000      1.4488082
     20.0000000      1.4527243
     20.8799992      1.4589231
     25.6399994      1.4740946
     31.4799995      1.4844536
     38.6599998      1.4757712
     47.4799995      1.3349946
     58.3100014      1.1409700
     71.6100006      0.9183639
     87.9400024      0.6133956
    108.0000000      0.3492692
    132.6000061      0.1932688
    162.8999939      0.1010946
    200.0000000      0.0526202
    204.3000031      0.0491106
    303.8999939      0.0135026
    452.0000000      0.0035041
    672.2999878      0.0008905
   1000.0000000      0.0000730
