# dog   tau_V= 2.50
      0.0100000      0.0000529
      0.0150000      0.0000896
      0.0220000      0.0001601
      0.0330000      0.0003112
      0.0490000      0.0006054
      0.0730000      0.0009809
      0.1000000      0.0013954
      0.1230000      0.0015661
      0.1510000      0.0018839
      0.1850000      0.0025274
      0.2270000      0.0040316
      0.2790000      0.0048713
      0.3430000      0.0049801
      0.4210000      0.0050449
      0.5170000      0.0057810
      0.5500000      0.0062029
      0.6350000      0.0072989
      0.7800000      0.0095125
      0.9580000      0.0116833
      1.1770000      0.0154953
      1.4450001      0.0271516
      1.7740000      0.0587211
      2.1789999      0.1217831
      2.6760001      0.2177466
      3.2860000      0.3386055
      4.0359998      0.4697348
      4.9559999      0.5980558
      6.0000000      0.7021635
      6.2500000      0.7239082
      6.5000000      0.7434896
      6.7500000      0.7650542
      7.0000000      0.7793671
      7.2500000      0.8432192
      7.5000000      0.9005409
      7.7500000      0.9526042
      8.0000000      1.0051283
      8.2500000      1.1337138
      8.5000000      1.2440106
      8.6000004      1.2844872
      8.6999998      1.3241708
      8.8000002      1.3630129
      8.8999996      1.4009656
      9.0000000      1.4383415
      9.1000004      1.4787502
      9.1999998      1.5163783
      9.3000002      1.5514904
      9.3999996      1.5836139
      9.5000000      1.6130210
      9.6000004      1.6261541
      9.6999998      1.6376525
      9.8000002      1.6451123
      9.8999996      1.6515864
     10.0000000      1.6578525
     10.1000004      1.6586499
     10.1999998      1.6591345
     10.3000002      1.6593069
     10.3999996      1.6591667
     10.5000000      1.6582932
     10.6000004      1.6575242
     10.6999998      1.6568710
     10.8000002      1.6559136
     10.8999996      1.6550882
     11.0000000      1.6539663
     11.1000004      1.6498799
     11.1999998      1.6463462
     11.3000002      1.6429368
     11.3999996      1.6451442
     11.5000000      1.6475962
     11.7500000      1.6259818
     12.0000000      1.6168269
     12.2500000      1.6087941
     12.5000000      1.6000602
     12.7500000      1.5896635
     13.0000000      1.5776043
     13.2500000      1.5718451
     13.5000000      1.5647236
     13.7500000      1.5545875
     14.0000000      1.5424681
     14.2500000      1.5540265
     14.5000000      1.5673479
     14.7500000      1.5790064
     15.0000000      1.5901444
     15.2500000      1.6111480
     15.5000000      1.6332134
     15.7500000      1.6545073
     16.0000000      1.6769232
     16.2500000      1.7018231
     16.5000000      1.7273438
     16.7500000      1.7515025
     17.0000000      1.7756010
     17.2500000      1.7975663
     17.5000000      1.8180090
     17.7500000      1.8382913
     18.0000000      1.8576925
     18.2500000      1.8703326
     18.5000000      1.8833535
     18.7500000      1.8952825
     19.0000000      1.9068511
     19.2500000      1.9111178
     19.5000000      1.9156251
     19.7500000      1.9188203
     20.0000000      1.9222757
     20.8799992      1.9257115
     25.6399994      1.9342997
     31.4799995      1.9460595
     38.6599998      1.9314514
     47.4799995      1.7626191
     58.3100014      1.5128831
     71.6100006      1.2023940
     87.9400024      0.8082306
    108.0000000      0.4750962
    132.6000061      0.2683344
    162.8999939      0.1399269
    200.0000000      0.0729327
    204.3000031      0.0681491
    303.8999939      0.0189450
    452.0000000      0.0050343
    672.2999878      0.0013128
   1000.0000000      0.0001909
