# dog   tau_V= 8.50
      0.0100000      0.0000014
      0.0150000      0.0000017
      0.0220000      0.0000025
      0.0330000      0.0000046
      0.0490000      0.0000083
      0.0730000      0.0000080
      0.1000000      0.0000075
      0.1230000      0.0000058
      0.1510000      0.0000064
      0.1850000      0.0000116
      0.2270000      0.0000371
      0.2790000      0.0000489
      0.3430000      0.0000569
      0.4210000      0.0000774
      0.5170000      0.0001399
      0.5500000      0.0001750
      0.6350000      0.0002900
      0.7800000      0.0006022
      0.9580000      0.0011311
      1.1770000      0.0023521
      1.4450001      0.0068545
      1.7740000      0.0231274
      2.1789999      0.0675961
      2.6760001      0.1576010
      3.2860000      0.3005584
      4.0359998      0.4871982
      4.9559999      0.6933635
      6.0000000      0.8786058
      6.2500000      0.9172176
      6.5000000      0.9528647
      6.7500000      0.9887019
      7.0000000      1.0183094
      7.2500000      1.0857573
      7.5000000      1.1469351
      7.7500000      1.2022437
      8.0000000      1.2554488
      8.2500000      1.3310398
      8.5000000      1.3822718
      8.6000004      1.3985338
      8.6999998      1.4134015
      8.8000002      1.4268271
      8.8999996      1.4391186
      9.0000000      1.4502406
      9.1000004      1.4590627
      9.1999998      1.4673558
      9.3000002      1.4751084
      9.3999996      1.4830610
      9.5000000      1.4912260
      9.6000004      1.5053849
      9.6999998      1.5199000
      9.8000002      1.5363542
      9.8999996      1.5524279
     10.0000000      1.5689104
     10.1000004      1.5866228
     10.1999998      1.6039664
     10.3000002      1.6205168
     10.3999996      1.6370833
     10.5000000      1.6528245
     10.6000004      1.6681412
     10.6999998      1.6830209
     10.8000002      1.6974521
     10.8999996      1.7118589
     11.0000000      1.7253606
     11.1000004      1.7397118
     11.1999998      1.7535899
     11.3000002      1.7665306
     11.3999996      1.7817068
     11.5000000      1.7959538
     11.7500000      1.8161660
     12.0000000      1.8408655
     12.2500000      1.8640023
     12.5000000      1.8835136
     12.7500000      1.9002404
     13.0000000      1.9130208
     13.2500000      1.9280450
     13.5000000      1.9400843
     13.7500000      1.9490185
     14.0000000      1.9536061
     14.2500000      1.9765025
     14.5000000      2.0001402
     14.7500000      2.0233977
     15.0000000      2.0456731
     15.2500000      2.0761018
     15.5000000      2.1076522
     15.7500000      2.1384916
     16.0000000      2.1705132
     16.2500000      2.2044272
     16.5000000      2.2383413
     16.7500000      2.2722559
     17.0000000      2.3061702
     17.2500000      2.3373201
     17.5000000      2.3683896
     17.7500000      2.3993790
     18.0000000      2.4288464
     18.2500000      2.4538062
     18.5000000      2.4777849
     18.7500000      2.5015025
     19.0000000      2.5249600
     19.2500000      2.5419874
     19.5000000      2.5578125
     19.7500000      2.5731971
     20.0000000      2.5889423
     20.8799992      2.6325867
     25.6399994      2.8259473
     31.4799995      3.0092661
     38.6599998      3.1163430
     47.4799995      2.9903269
     58.3100014      2.6608613
     71.6100006      2.1310863
     87.9400024      1.4787027
    108.0000000      0.9311540
    132.6000061      0.5519689
    162.8999939      0.2912751
    200.0000000      0.1543269
    204.3000031      0.1446307
    303.8999939      0.0416402
    452.0000000      0.0115825
    672.2999878      0.0031514
   1000.0000000      0.0007163
