# dog   tau_V= 1.75
      0.0100000      0.0000780
      0.0150000      0.0001386
      0.0220000      0.0002532
      0.0330000      0.0004963
      0.0490000      0.0009743
      0.0730000      0.0016913
      0.1000000      0.0025457
      0.1230000      0.0029962
      0.1510000      0.0036486
      0.1850000      0.0047221
      0.2270000      0.0068864
      0.2790000      0.0082001
      0.3430000      0.0082205
      0.4210000      0.0080000
      0.5170000      0.0086498
      0.5500000      0.0091006
      0.6350000      0.0102679
      0.7800000      0.0126563
      0.9580000      0.0147884
      1.1770000      0.0185604
      1.4450001      0.0301447
      1.7740000      0.0602918
      2.1789999      0.1173308
      2.6760001      0.2000568
      3.2860000      0.3008217
      4.0359998      0.4095829
      4.9559999      0.5184342
      6.0000000      0.6093750
      6.2500000      0.6290064
      6.5000000      0.6473958
      6.7500000      0.6674280
      7.0000000      0.6812100
      7.2500000      0.7351664
      7.5000000      0.7848558
      7.7500000      0.8308895
      8.0000000      0.8782052
      8.2500000      0.9922476
      8.5000000      1.0921273
      8.6000004      1.1294392
      8.6999998      1.1662741
      8.8000002      1.2022438
      8.8999996      1.2380129
      9.0000000      1.2731972
      9.1000004      1.3117710
      9.1999998      1.3479329
      9.3000002      1.3815866
      9.3999996      1.4130130
      9.5000000      1.4417471
      9.6000004      1.4538465
      9.6999998      1.4651043
      9.8000002      1.4719632
      9.8999996      1.4778606
     10.0000000      1.4835737
     10.1000004      1.4838421
     10.1999998      1.4842308
     10.3000002      1.4843391
     10.3999996      1.4837499
     10.5000000      1.4828726
     10.6000004      1.4817067
     10.6999998      1.4811097
     10.8000002      1.4802406
     10.8999996      1.4790984
     11.0000000      1.4781250
     11.1000004      1.4746636
     11.1999998      1.4713463
     11.3000002      1.4681852
     11.3999996      1.4702164
     11.5000000      1.4729770
     11.7500000      1.4532152
     12.0000000      1.4461538
     12.2500000      1.4399638
     12.5000000      1.4332932
     12.7500000      1.4251804
     13.0000000      1.4156251
     13.2500000      1.4115285
     13.5000000      1.4062500
     13.7500000      1.3986881
     14.0000000      1.3893430
     14.2500000      1.4010216
     14.5000000      1.4134015
     14.7500000      1.4247696
     15.0000000      1.4350961
     15.2500000      1.4541268
     15.5000000      1.4742388
     15.7500000      1.4935999
     16.0000000      1.5134616
     16.2500000      1.5364584
     16.5000000      1.5587740
     16.7500000      1.5810497
     17.0000000      1.6032854
     17.2500000      1.6227164
     17.5000000      1.6413262
     17.7500000      1.6597956
     18.0000000      1.6774040
     18.2500000      1.6890025
     18.5000000      1.7002805
     18.7500000      1.7112380
     19.0000000      1.7226363
     19.2500000      1.7267931
     19.5000000      1.7304688
     19.7500000      1.7336640
     20.0000000      1.7371795
     20.8799992      1.7408367
     25.6399994      1.7493960
     31.4799995      1.7581379
     38.6599998      1.7424881
     47.4799995      1.5815253
     58.3100014      1.3514558
     71.6100006      1.0758716
     87.9400024      0.7190927
    108.0000000      0.4163366
    132.6000061      0.2326344
    162.8999939      0.1211960
    200.0000000      0.0630288
    204.3000031      0.0588672
    303.8999939      0.0162543
    452.0000000      0.0042701
    672.2999878      0.0011008
   1000.0000000      0.0001314
