# dog   tau_V= 5.25
      0.0100000      0.0000107
      0.0150000      0.0000153
      0.0220000      0.0000252
      0.0330000      0.0000476
      0.0490000      0.0000889
      0.0730000      0.0001112
      0.1000000      0.0001289
      0.1230000      0.0001227
      0.1510000      0.0001411
      0.1850000      0.0002131
      0.2270000      0.0004674
      0.2790000      0.0005960
      0.3430000      0.0006567
      0.4210000      0.0007739
      0.5170000      0.0011073
      0.5500000      0.0012787
      0.6350000      0.0017719
      0.7800000      0.0028734
      0.9580000      0.0042949
      1.1770000      0.0070262
      1.4450001      0.0157873
      1.7740000      0.0427295
      2.1789999      0.1051088
      2.6760001      0.2136726
      3.2860000      0.3648039
      4.0359998      0.5395887
      4.9559999      0.7140135
      6.0000000      0.8567309
      6.2500000      0.8854167
      6.5000000      0.9109375
      6.7500000      0.9378607
      7.0000000      0.9571716
      7.2500000      1.0302786
      7.5000000      1.0943509
      7.7500000      1.1516328
      8.0000000      1.2073720
      8.2500000      1.3267429
      8.5000000      1.4197317
      8.6000004      1.4519393
      8.6999998      1.4827644
      8.8000002      1.5121475
      8.8999996      1.5396714
      9.0000000      1.5663463
      9.1000004      1.5935940
      9.1999998      1.6184776
      9.3000002      1.6412863
      9.3999996      1.6623238
      9.5000000      1.6815307
      9.6000004      1.6946156
      9.6999998      1.7072157
      9.8000002      1.7185338
      9.8999996      1.7289301
     10.0000000      1.7391828
     10.1000004      1.7472677
     10.1999998      1.7551684
     10.3000002      1.7620593
     10.3999996      1.7687500
     10.5000000      1.7748197
     10.6000004      1.7806811
     10.6999998      1.7859055
     10.8000002      1.7913463
     10.8999996      1.7961419
     11.0000000      1.8007212
     11.1000004      1.8041949
     11.1999998      1.8069874
     11.3000002      1.8099921
     11.3999996      1.8164184
     11.5000000      1.8235979
     11.7500000      1.8161660
     12.0000000      1.8187500
     12.2500000      1.8208133
     12.5000000      1.8204128
     12.7500000      1.8179988
     13.0000000      1.8130211
     13.2500000      1.8128507
     13.5000000      1.8102765
     13.7500000      1.8046876
     14.0000000      1.7959936
     14.2500000      1.8115084
     14.5000000      1.8276042
     14.7500000      1.8431590
     15.0000000      1.8575723
     15.2500000      1.8824220
     15.5000000      1.9076926
     15.7500000      1.9334136
     16.0000000      1.9596156
     16.2500000      1.9882814
     16.5000000      2.0168869
     16.7500000      2.0454328
     17.0000000      2.0739183
     17.2500000      2.0988884
     17.5000000      2.1243992
     17.7500000      2.1483474
     18.0000000      2.1721156
     18.2500000      2.1891227
     18.5000000      2.2057695
     18.7500000      2.2220554
     19.0000000      2.2379811
     19.2500000      2.2458336
     19.5000000      2.2539065
     19.7500000      2.2614386
     20.0000000      2.2684295
     20.8799992      2.2845864
     25.6399994      2.3513606
     31.4799995      2.4215386
     38.6599998      2.4472280
     47.4799995      2.2922034
     58.3100014      2.0074432
     71.6100006      1.6049134
     87.9400024      1.1006594
    108.0000000      0.6750000
    132.6000061      0.3929657
    162.8999939      0.2066272
    200.0000000      0.1088942
    204.3000031      0.1019045
    303.8999939      0.0289776
    452.0000000      0.0079263
    672.2999878      0.0021244
   1000.0000000      0.0004211
