# dog   tau_V= 7.25
      0.0100000      0.0000031
      0.0150000      0.0000039
      0.0220000      0.0000061
      0.0330000      0.0000114
      0.0490000      0.0000207
      0.0730000      0.0000218
      0.1000000      0.0000220
      0.1230000      0.0000186
      0.1510000      0.0000208
      0.1850000      0.0000348
      0.2270000      0.0000960
      0.2790000      0.0001256
      0.3430000      0.0001440
      0.4210000      0.0001867
      0.5170000      0.0003101
      0.5500000      0.0003768
      0.6350000      0.0005849
      0.7800000      0.0011075
      0.9580000      0.0019102
      1.1770000      0.0036277
      1.4450001      0.0095870
      1.7740000      0.0298012
      2.1789999      0.0816252
      2.6760001      0.1805443
      3.2860000      0.3296532
      4.0359998      0.5150104
      4.9559999      0.7110351
      6.0000000      0.8800482
      6.2500000      0.9147136
      6.5000000      0.9460938
      6.7500000      0.9784256
      7.0000000      1.0037260
      7.2500000      1.0741388
      7.5000000      1.1367189
      7.7500000      1.1929289
      8.0000000      1.2471154
      8.2500000      1.3399640
      8.5000000      1.4071316
      8.6000004      1.4291987
      8.6999998      1.4500002
      8.8000002      1.4687822
      8.8999996      1.4865426
      9.0000000      1.5032454
      9.1000004      1.5181252
      9.1999998      1.5318592
      9.3000002      1.5447839
      9.3999996      1.5568750
      9.5000000      1.5688703
      9.6000004      1.5826926
      9.6999998      1.5960697
      9.8000002      1.6105610
      9.8999996      1.6250119
     10.0000000      1.6390225
     10.1000004      1.6533895
     10.1999998      1.6668990
     10.3000002      1.6803527
     10.3999996      1.6933331
     10.5000000      1.7054087
     10.6000004      1.7169794
     10.6999998      1.7284615
     10.8000002      1.7398559
     10.8999996      1.7507253
     11.0000000      1.7610579
     11.1000004      1.7708417
     11.1999998      1.7805130
     11.3000002      1.7900723
     11.3999996      1.8018030
     11.5000000      1.8134617
     11.7500000      1.8232274
     12.0000000      1.8394232
     12.2500000      1.8536960
     12.5000000      1.8659858
     12.7500000      1.8746997
     13.0000000      1.8807292
     13.2500000      1.8892928
     13.5000000      1.8951925
     13.7500000      1.8983374
     14.0000000      1.8975160
     14.2500000      1.9171275
     14.5000000      1.9379809
     14.7500000      1.9578027
     15.0000000      1.9771637
     15.2500000      2.0052285
     15.5000000      2.0337541
     15.7500000      2.0627706
     16.0000000      2.0923080
     16.2500000      2.1236980
     16.5000000      2.1557093
     16.7500000      2.1877005
     17.0000000      2.2189906
     17.2500000      2.2481675
     17.5000000      2.2765427
     17.7500000      2.3047974
     18.0000000      2.3322117
     18.2500000      2.3536358
     18.5000000      2.3747599
     18.7500000      2.3948319
     19.0000000      2.4153450
     19.2500000      2.4286158
     19.5000000      2.4414060
     19.7500000      2.4537160
     20.0000000      2.4655449
     20.8799992      2.4979041
     25.6399994      2.6400161
     31.4799995      2.7759407
     38.6599998      2.8499360
     47.4799995      2.7125995
     58.3100014      2.4015501
     71.6100006      1.9236584
     87.9400024      1.3307267
    108.0000000      0.8307694
    132.6000061      0.4899188
    162.8999939      0.2583165
    200.0000000      0.1366987
    204.3000031      0.1280149
    303.8999939      0.0367334
    452.0000000      0.0101664
    672.2999878      0.0027528
   1000.0000000      0.0006018
