# dog   tau_V= 6.00
      0.0100000      0.0000067
      0.0150000      0.0000092
      0.0220000      0.0000149
      0.0330000      0.0000279
      0.0490000      0.0000515
      0.0730000      0.0000603
      0.1000000      0.0000663
      0.1230000      0.0000604
      0.1510000      0.0000687
      0.1850000      0.0001073
      0.2270000      0.0002566
      0.2790000      0.0003309
      0.3430000      0.0003709
      0.4210000      0.0004541
      0.5170000      0.0006885
      0.5500000      0.0008109
      0.6350000      0.0011736
      0.7800000      0.0020197
      0.9580000      0.0031880
      1.1770000      0.0055219
      1.4450001      0.0131995
      1.7740000      0.0376762
      2.1789999      0.0965535
      2.6760001      0.2025226
      3.2860000      0.3544035
      4.0359998      0.5345759
      4.9559999      0.7177861
      6.0000000      0.8704327
      6.2500000      0.9014423
      6.5000000      0.9289063
      6.7500000      0.9576023
      7.0000000      0.9793270
      7.2500000      1.0514824
      7.5000000      1.1153847
      7.7500000      1.1724360
      8.0000000      1.2275641
      8.2500000      1.3373199
      8.5000000      1.4210938
      8.6000004      1.4495275
      8.6999998      1.4764904
      8.8000002      1.5015708
      8.8999996      1.5254087
      9.0000000      1.5479569
      9.1000004      1.5706252
      9.1999998      1.5908335
      9.3000002      1.6096156
      9.3999996      1.6269232
      9.5000000      1.6434697
      9.6000004      1.6565387
      9.6999998      1.6695193
      9.8000002      1.6820194
      9.8999996      1.6940264
     10.0000000      1.7055290
     10.1000004      1.7161100
     10.1999998      1.7261539
     10.3000002      1.7356491
     10.3999996      1.7445834
     10.5000000      1.7529448
     10.6000004      1.7611461
     10.6999998      1.7687582
     10.8000002      1.7762020
     10.8999996      1.7834775
     11.0000000      1.7901442
     11.1000004      1.7957454
     11.1999998      1.8011540
     11.3000002      1.8068230
     11.3999996      1.8155050
     11.5000000      1.8240587
     11.7500000      1.8227565
     12.0000000      1.8302884
     12.2500000      1.8370093
     12.5000000      1.8409456
     12.7500000      1.8425182
     13.0000000      1.8416667
     13.2500000      1.8441708
     13.5000000      1.8448920
     13.7500000      1.8421476
     14.0000000      1.8363785
     14.2500000      1.8531853
     14.5000000      1.8705930
     14.7500000      1.8880712
     15.0000000      1.9044472
     15.2500000      1.9300783
     15.5000000      1.9567510
     15.7500000      1.9832634
     16.0000000      2.0102565
     16.2500000      2.0403647
     16.5000000      2.0704327
     16.7500000      2.0997899
     17.0000000      2.1290865
     17.2500000      2.1555591
     17.5000000      2.1818910
     17.7500000      2.2073720
     18.0000000      2.2326925
     18.2500000      2.2512722
     18.5000000      2.2695112
     18.7500000      2.2874100
     19.0000000      2.3042071
     19.2500000      2.3144732
     19.5000000      2.3242188
     19.7500000      2.3334436
     20.0000000      2.3421474
     20.8799992      2.3640578
     25.6399994      2.4571667
     31.4799995      2.5501828
     38.6599998      2.5928223
     47.4799995      2.4443831
     58.3100014      2.1508822
     71.6100006      1.7211075
     87.9400024      1.1848646
    108.0000000      0.7321155
    132.6000061      0.4286657
    162.8999939      0.2256844
    200.0000000      0.1191506
    204.3000031      0.1115629
    303.8999939      0.0318511
    452.0000000      0.0087557
    672.2999878      0.0023579
   1000.0000000      0.0004880
