# dog   tau_V= 3.75
      0.0100000      0.0000262
      0.0150000      0.0000411
      0.0220000      0.0000708
      0.0330000      0.0001358
      0.0490000      0.0002591
      0.0730000      0.0003729
      0.1000000      0.0004828
      0.1230000      0.0005022
      0.1510000      0.0005917
      0.1850000      0.0008375
      0.2270000      0.0015461
      0.2790000      0.0019170
      0.3430000      0.0020311
      0.4210000      0.0022045
      0.5170000      0.0027963
      0.5500000      0.0031026
      0.6350000      0.0039306
      0.7800000      0.0056531
      0.9580000      0.0075803
      1.1770000      0.0110580
      1.4450001      0.0217966
      1.7740000      0.0526230
      2.1789999      0.1187276
      2.6760001      0.2261091
      3.2860000      0.3675686
      4.0359998      0.5245507
      4.9559999      0.6772803
      6.0000000      0.7997596
      6.2500000      0.8245693
      6.5000000      0.8463542
      6.7500000      0.8702525
      7.0000000      0.8864985
      7.2500000      0.9576622
      7.5000000      1.0207334
      7.7500000      1.0771134
      8.0000000      1.1330129
      8.2500000      1.2649339
      8.5000000      1.3737581
      8.6000004      1.4126604
      8.6999998      1.4503485
      8.8000002      1.4867630
      8.8999996      1.5218430
      9.0000000      1.5562501
      9.1000004      1.5925002
      9.1999998      1.6258495
      9.3000002      1.6569352
      9.3999996      1.6852965
      9.5000000      1.7112181
      9.6000004      1.7242309
      9.6999998      1.7359737
      9.8000002      1.7448399
      9.8999996      1.7531250
     10.0000000      1.7608173
     10.1000004      1.7646676
     10.1999998      1.7674279
     10.3000002      1.7703125
     10.3999996      1.7724999
     10.5000000      1.7739784
     10.6000004      1.7755852
     10.6999998      1.7769032
     10.8000002      1.7779329
     10.8999996      1.7791108
     11.0000000      1.7800081
     11.1000004      1.7784016
     11.1999998      1.7769232
     11.3000002      1.7755852
     11.3999996      1.7789663
     11.5000000      1.7830532
     11.7500000      1.7648541
     12.0000000      1.7591348
     12.2500000      1.7535759
     12.5000000      1.7462940
     12.7500000      1.7372897
     13.0000000      1.7265626
     13.2500000      1.7215445
     13.5000000      1.7145433
     13.7500000      1.7049781
     14.0000000      1.6927887
     14.2500000      1.7053186
     14.5000000      1.7195514
     14.7500000      1.7326522
     15.0000000      1.7451924
     15.2500000      1.7681693
     15.5000000      1.7915667
     15.7500000      1.8147838
     16.0000000      1.8391027
     16.2500000      1.8658855
     16.5000000      1.8932692
     16.7500000      1.9199420
     17.0000000      1.9458735
     17.2500000      1.9689606
     17.5000000      1.9918872
     17.7500000      2.0139422
     18.0000000      2.0350964
     18.2500000      2.0502005
     18.5000000      2.0642028
     18.7500000      2.0778246
     19.0000000      2.0910659
     19.2500000      2.0962141
     19.5000000      2.1015625
     19.7500000      2.1063504
     20.0000000      2.1105769
     20.8799992      2.1172791
     25.6399994      2.1428301
     31.4799995      2.1743395
     38.6599998      2.1715274
     47.4799995      2.0049648
     58.3100014      1.7378532
     71.6100006      1.3848618
     87.9400024      0.9403521
    108.0000000      0.5650961
    132.6000061      0.3243813
    162.8999939      0.1698180
    200.0000000      0.0890224
    204.3000031      0.0832424
    303.8999939      0.0234135
    452.0000000      0.0063200
    672.2999878      0.0016729
   1000.0000000      0.0002927
