# dog   tau_V= 8.00
      0.0100000      0.0000020
      0.0150000      0.0000024
      0.0220000      0.0000036
      0.0330000      0.0000066
      0.0490000      0.0000120
      0.0730000      0.0000119
      0.1000000      0.0000115
      0.1230000      0.0000093
      0.1510000      0.0000103
      0.1850000      0.0000180
      0.2270000      0.0000540
      0.2790000      0.0000710
      0.3430000      0.0000822
      0.4210000      0.0001099
      0.5170000      0.0001922
      0.5500000      0.0002378
      0.6350000      0.0003839
      0.7800000      0.0007687
      0.9580000      0.0013963
      1.1770000      0.0028010
      1.4450001      0.0078502
      1.7740000      0.0256434
      2.1789999      0.0730436
      2.6760001      0.1667140
      3.2860000      0.3125386
      4.0359998      0.4990022
      4.9559999      0.7013057
      6.0000000      0.8800482
      6.2500000      0.9174680
      6.5000000      0.9510418
      6.7500000      0.9854569
      7.0000000      1.0135418
      7.2500000      1.0822717
      7.5000000      1.1439303
      7.7500000      1.1994492
      8.0000000      1.2528847
      8.2500000      1.3356671
      8.5000000      1.3931690
      8.6000004      1.4116267
      8.6999998      1.4287381
      8.8000002      1.4444553
      8.8999996      1.4587300
      9.0000000      1.4718751
      9.1000004      1.4831252
      9.1999998      1.4935257
      9.3000002      1.5030529
      9.3999996      1.5128125
      9.5000000      1.5224360
      9.6000004      1.5361540
      9.6999998      1.5506011
      9.8000002      1.5658014
      9.8999996      1.5813822
     10.0000000      1.5969552
     10.1000004      1.6133294
     10.1999998      1.6293029
     10.3000002      1.6448640
     10.3999996      1.6595833
     10.5000000      1.6738582
     10.6000004      1.6881012
     10.6999998      1.7014544
     10.8000002      1.7147596
     10.8999996      1.7275802
     11.0000000      1.7399039
     11.1000004      1.7526084
     11.1999998      1.7648078
     11.3000002      1.7764906
     11.3999996      1.7903845
     11.5000000      1.8033255
     11.7500000      1.8194612
     12.0000000      1.8408655
     12.2500000      1.8605669
     12.5000000      1.8770032
     12.7500000      1.8905349
     13.0000000      1.9005210
     13.2500000      1.9131811
     13.5000000      1.9227767
     13.7500000      1.9291869
     14.0000000      1.9317309
     14.2500000      1.9536661
     14.5000000      1.9757413
     14.7500000      1.9973961
     15.0000000      2.0186300
     15.2500000      2.0486078
     15.5000000      2.0784657
     15.7500000      2.1088343
     16.0000000      2.1397438
     16.2500000      2.1725261
     16.5000000      2.2059498
     16.7500000      2.2387021
     17.0000000      2.2714343
     17.2500000      2.3020735
     17.5000000      2.3319311
     17.7500000      2.3616886
     18.0000000      2.3906250
     18.2500000      2.4143229
     18.5000000      2.4370193
     18.7500000      2.4594352
     19.0000000      2.4815707
     19.2500000      2.4964845
     19.5000000      2.5117188
     19.7500000      2.5257215
     20.0000000      2.5392628
     20.8799992      2.5790482
     25.6399994      2.7509584
     31.4799995      2.9159358
     38.6599998      3.0094705
     47.4799995      2.8780947
     58.3100014      2.5557349
     71.6100006      2.0478857
     87.9400024      1.4191601
    108.0000000      0.8909135
    132.6000061      0.5270532
    162.8999939      0.2780917
    200.0000000      0.1472756
    204.3000031      0.1380007
    303.8999939      0.0396799
    452.0000000      0.0110157
    672.2999878      0.0029925
   1000.0000000      0.0006707
