# dog   tau_V= 7.50
      0.0100000      0.0000027
      0.0150000      0.0000033
      0.0220000      0.0000051
      0.0330000      0.0000095
      0.0490000      0.0000172
      0.0730000      0.0000178
      0.1000000      0.0000177
      0.1230000      0.0000147
      0.1510000      0.0000164
      0.1850000      0.0000279
      0.2270000      0.0000792
      0.2790000      0.0001037
      0.3430000      0.0001193
      0.4210000      0.0001564
      0.5170000      0.0002643
      0.5500000      0.0003230
      0.6350000      0.0005083
      0.7800000      0.0009809
      0.9580000      0.0017214
      1.1770000      0.0033296
      1.4450001      0.0089734
      1.7740000      0.0283655
      2.1789999      0.0787181
      2.6760001      0.1759342
      3.2860000      0.3241239
      4.0359998      0.5098360
      4.9559999      0.7080567
      6.0000000      0.8805289
      6.2500000      0.9159655
      6.5000000      0.9481772
      6.7500000      0.9811299
      7.0000000      1.0073719
      7.2500000      1.0770433
      7.5000000      1.1394231
      7.7500000      1.1954128
      8.0000000      1.2493591
      8.2500000      1.3389723
      8.5000000      1.4027045
      8.6000004      1.4236860
      8.6999998      1.4430289
      8.8000002      1.4610258
      8.8999996      1.4776282
      9.0000000      1.4927887
      9.1000004      1.5068232
      9.1999998      1.5193269
      9.3000002      1.5309978
      9.3999996      1.5421876
      9.5000000      1.5532653
      9.6000004      1.5673079
      9.6999998      1.5809137
      9.8000002      1.5956409
      9.8999996      1.6103364
     10.0000000      1.6250001
     10.1000004      1.6400361
     10.1999998      1.6546394
     10.3000002      1.6683855
     10.3999996      1.6820834
     10.5000000      1.6948920
     10.6000004      1.7076364
     10.6999998      1.7198879
     10.8000002      1.7316347
     10.8999996      1.7433013
     11.0000000      1.7540064
     11.1000004      1.7650603
     11.1999998      1.7755769
     11.3000002      1.7855450
     11.3999996      1.7981490
     11.5000000      1.8102363
     11.7500000      1.8222859
     12.0000000      1.8399040
     12.2500000      1.8561499
     12.5000000      1.8699921
     12.7500000      1.8803186
     13.0000000      1.8875000
     13.2500000      1.8972557
     13.5000000      1.9049282
     13.7500000      1.9088043
     14.0000000      1.9092951
     14.2500000      1.9296876
     14.5000000      1.9507612
     14.7500000      1.9708035
     15.0000000      1.9909858
     15.2500000      2.0198917
     15.5000000      2.0486579
     15.7500000      2.0785460
     16.0000000      2.1083336
     16.2500000      2.1399741
     16.5000000      2.1728969
     16.7500000      2.2044773
     17.0000000      2.2366986
     17.2500000      2.2661359
     17.5000000      2.2947717
     17.7500000      2.3239982
     18.0000000      2.3516827
     18.2500000      2.3741088
     18.5000000      2.3955131
     18.7500000      2.4166167
     19.0000000      2.4374201
     19.2500000      2.4517529
     19.5000000      2.4648438
     19.7500000      2.4774542
     20.0000000      2.4903846
     20.8799992      2.5255098
     25.6399994      2.6769969
     31.4799995      2.8226061
     38.6599998      2.9025979
     47.4799995      2.7677646
     58.3100014      2.4529450
     71.6100006      1.9649718
     87.9400024      1.3599697
    108.0000000      0.8506731
    132.6000061      0.5022969
    162.8999939      0.2649083
    200.0000000      0.1402244
    204.3000031      0.1313708
    303.8999939      0.0377196
    452.0000000      0.0104489
    672.2999878      0.0028336
   1000.0000000      0.0006246
