# dog   tau_V= 0.50
      0.0100000      0.0001368
      0.0150000      0.0002642
      0.0220000      0.0005007
      0.0330000      0.0009952
      0.0490000      0.0019710
      0.0730000      0.0037845
      0.1000000      0.0062220
      0.1230000      0.0079438
      0.1510000      0.0098549
      0.1850000      0.0118664
      0.2270000      0.0149151
      0.2790000      0.0174375
      0.3430000      0.0170675
      0.4210000      0.0156964
      0.5170000      0.0155742
      0.5500000      0.0159271
      0.6350000      0.0168926
      0.7800000      0.0192000
      0.9580000      0.0208680
      1.1770000      0.0240304
      1.4450001      0.0341161
      1.7740000      0.0580459
      2.1789999      0.0971645
      2.6760001      0.1452717
      3.2860000      0.1977393
      4.0359998      0.2551606
      4.9559999      0.3210678
      6.0000000      0.3829327
      6.2500000      0.3978866
      6.5000000      0.4135417
      6.7500000      0.4299880
      7.0000000      0.4425482
      7.2500000      0.4670673
      7.5000000      0.4930890
      7.7500000      0.5185297
      8.0000000      0.5480770
      8.2500000      0.6028847
      8.5000000      0.6535057
      8.6000004      0.6729087
      8.6999998      0.6925841
      8.8000002      0.7118270
      8.8999996      0.7309695
      9.0000000      0.7503607
      9.1000004      0.7710938
      9.1999998      0.7906250
      9.3000002      0.8096516
      9.3999996      0.8273959
      9.5000000      0.8441908
      9.6000004      0.8530770
      9.6999998      0.8615746
      9.8000002      0.8677084
      9.8999996      0.8737860
     10.0000000      0.8794071
     10.1000004      0.8829408
     10.1999998      0.8859616
     10.3000002      0.8888702
     10.3999996      0.8916667
     10.5000000      0.8939303
     10.6000004      0.8964985
     10.6999998      0.8989544
     10.8000002      0.9012981
     10.8999996      0.9039664
     11.0000000      0.9056491
     11.1000004      0.9072116
     11.1999998      0.9086539
     11.3000002      0.9104288
     11.3999996      0.9139183
     11.5000000      0.9182494
     11.7500000      0.9174982
     12.0000000      0.9221154
     12.2500000      0.9270934
     12.5000000      0.9324920
     12.7500000      0.9368390
     13.0000000      0.9395834
     13.2500000      0.9438502
     13.5000000      0.9481371
     13.7500000      0.9508214
     14.0000000      0.9529648
     14.2500000      0.9631310
     14.5000000      0.9736380
     14.7500000      0.9833334
     15.0000000      0.9915866
     15.2500000      1.0032252
     15.5000000      1.0153246
     15.7500000      1.0279148
     16.0000000      1.0397437
     16.2500000      1.0533855
     16.5000000      1.0669472
     16.7500000      1.0797576
     17.0000000      1.0931492
     17.2500000      1.1043870
     17.5000000      1.1161859
     17.7500000      1.1271534
     18.0000000      1.1379809
     18.2500000      1.1457433
     18.5000000      1.1540265
     18.7500000      1.1613582
     19.0000000      1.1699920
     19.2500000      1.1745894
     19.5000000      1.1796874
     19.7500000      1.1837341
     20.0000000      1.1875001
     20.8799992      1.1970865
     25.6399994      1.2203654
     31.4799995      1.2325884
     38.6599998      1.2336816
     47.4799995      1.1169975
     58.3100014      0.9615544
     71.6100006      0.7898331
     87.9400024      0.5309519
    108.0000000      0.2989472
    132.6000061      0.1646344
    162.8999939      0.0868670
    200.0000000      0.0454087
    204.3000031      0.0423742
    303.8999939      0.0116617
    452.0000000      0.0029988
    672.2999878      0.0007536
   1000.0000000      0.0000354
