# dog   tau_V= 7.00
      0.0100000      0.0000036
      0.0150000      0.0000047
      0.0220000      0.0000073
      0.0330000      0.0000136
      0.0490000      0.0000248
      0.0730000      0.0000267
      0.1000000      0.0000274
      0.1230000      0.0000235
      0.1510000      0.0000264
      0.1850000      0.0000434
      0.2270000      0.0001164
      0.2790000      0.0001519
      0.3430000      0.0001737
      0.4210000      0.0002228
      0.5170000      0.0003637
      0.5500000      0.0004392
      0.6350000      0.0006727
      0.7800000      0.0012506
      0.9580000      0.0021198
      1.1770000      0.0039559
      1.4450001      0.0102586
      1.7740000      0.0313506
      2.1789999      0.0846894
      2.6760001      0.1852616
      3.2860000      0.3351825
      4.0359998      0.5196996
      4.9559999      0.7134178
      6.0000000      0.8790866
      6.2500000      0.9132111
      6.5000000      0.9437500
      6.7500000      0.9754508
      7.0000000      0.9997998
      7.2500000      1.0706531
      7.5000000      1.1337140
      7.7500000      1.1901343
      8.0000000      1.2445514
      8.2500000      1.3409556
      8.5000000      1.4112180
      8.6000004      1.4347116
      8.6999998      1.4562740
      8.8000002      1.4765387
      8.8999996      1.4954568
      9.0000000      1.5129809
      9.1000004      1.5294274
      9.1999998      1.5443912
      9.3000002      1.5585699
      9.3999996      1.5715626
      9.5000000      1.5840948
      9.6000004      1.5976926
      9.6999998      1.6112261
      9.8000002      1.6250882
      9.8999996      1.6388942
     10.0000000      1.6526442
     10.1000004      1.6663382
     10.1999998      1.6791588
     10.3000002      1.6919073
     10.3999996      1.7037500
     10.5000000      1.7155049
     10.6000004      1.7263224
     10.6999998      1.7370354
     10.8000002      1.7476443
     10.8999996      1.7577125
     11.0000000      1.7672276
     11.1000004      1.7766228
     11.1999998      1.7854488
     11.3000002      1.7936941
     11.3999996      1.8050001
     11.5000000      1.8162260
     11.7500000      1.8236982
     12.0000000      1.8379807
     12.2500000      1.8512421
     12.5000000      1.8614783
     12.7500000      1.8690808
     13.0000000      1.8734375
     13.2500000      1.8807994
     13.5000000      1.8859977
     13.7500000      1.8873198
     14.0000000      1.8857374
     14.2500000      1.9051384
     14.5000000      1.9246194
     14.7500000      1.9436200
     15.0000000      1.9627404
     15.2500000      1.9905649
     15.5000000      2.0188506
     15.7500000      2.0469954
     16.0000000      2.0756414
     16.2500000      2.1074219
     16.5000000      2.1385217
     16.7500000      2.1695814
     17.0000000      2.2006011
     17.2500000      2.2295077
     17.5000000      2.2576122
     17.7500000      2.2848856
     18.0000000      2.3120196
     18.2500000      2.3324320
     18.5000000      2.3532653
     18.7500000      2.3730469
     19.0000000      2.3932693
     19.2500000      2.4054787
     19.5000000      2.4171875
     19.7500000      2.4291868
     20.0000000      2.4399040
     20.8799992      2.4711347
     25.6399994      2.6020083
     31.4799995      2.7292757
     38.6599998      2.7972744
     47.4799995      2.6574345
     58.3100014      2.3501546
     71.6100006      1.8817710
     87.9400024      1.3004270
    108.0000000      0.8104327
    132.6000061      0.4773813
    162.8999939      0.2516596
    200.0000000      0.1330930
    204.3000031      0.1247409
    303.8999939      0.0357472
    452.0000000      0.0098821
    672.2999878      0.0026747
   1000.0000000      0.0005785
