# dog   tau_V= 8.75
      0.0100000      0.0000012
      0.0150000      0.0000014
      0.0220000      0.0000021
      0.0330000      0.0000039
      0.0490000      0.0000070
      0.0730000      0.0000066
      0.1000000      0.0000060
      0.1230000      0.0000047
      0.1510000      0.0000051
      0.1850000      0.0000094
      0.2270000      0.0000308
      0.2790000      0.0000406
      0.3430000      0.0000474
      0.4210000      0.0000651
      0.5170000      0.0001194
      0.5500000      0.0001502
      0.6350000      0.0002522
      0.7800000      0.0005328
      0.9580000      0.0010175
      1.1770000      0.0021545
      1.4450001      0.0063971
      1.7740000      0.0219405
      2.1789999      0.0649684
      2.6760001      0.1530981
      3.2860000      0.2946342
      4.0359998      0.4810537
      4.9559999      0.6889952
      6.0000000      0.8771635
      6.2500000      0.9167168
      6.5000000      0.9531250
      6.7500000      0.9897837
      7.0000000      1.0202725
      7.2500000      1.0872097
      7.5000000      1.1478366
      7.7500000      1.2031751
      8.0000000      1.2560898
      8.2500000      1.3280650
      8.5000000      1.3764824
      8.6000004      1.3916428
      8.6999998      1.4053847
      8.8000002      1.4176604
      8.8999996      1.4287781
      9.0000000      1.4390626
      9.1000004      1.4470315
      9.1999998      1.4540865
      9.3000002      1.4613223
      9.3999996      1.4683734
      9.5000000      1.4760017
      9.6000004      1.4903847
      9.6999998      1.5051324
      9.8000002      1.5214342
      9.8999996      1.5381490
     10.0000000      1.5548879
     10.1000004      1.5732692
     10.1999998      1.5912980
     10.3000002      1.6085500
     10.3999996      1.6254166
     10.5000000      1.6418871
     10.6000004      1.6579489
     10.6999998      1.6735898
     10.8000002      1.6887982
     10.8999996      1.7035617
     11.0000000      1.7183094
     11.1000004      1.7330410
     11.1999998      1.7473077
     11.3000002      1.7615507
     11.3999996      1.7771394
     11.5000000      1.7918072
     11.7500000      1.8142829
     12.0000000      1.8408655
     12.2500000      1.8649839
     12.5000000      1.8865185
     12.7500000      1.9043270
     13.0000000      1.9187502
     13.2500000      1.9349458
     13.5000000      1.9481971
     13.7500000      1.9583836
     14.0000000      1.9642630
     14.2500000      1.9879206
     14.5000000      2.0123398
     14.7500000      2.0358074
     15.0000000      2.0588942
     15.2500000      2.0901544
     15.5000000      2.1219351
     15.7500000      2.1536360
     16.0000000      2.1858978
     16.2500000      2.2200520
     16.5000000      2.2542067
     16.7500000      2.2883615
     17.0000000      2.3231971
     17.2500000      2.3545976
     17.5000000      2.3866186
     17.7500000      2.4178686
     18.0000000      2.4483175
     18.2500000      2.4735477
     18.5000000      2.4985380
     18.7500000      2.5225360
     19.0000000      2.5470352
     19.2500000      2.5643532
     19.5000000      2.5804687
     19.7500000      2.5969353
     20.0000000      2.6129808
     20.8799992      2.6593559
     25.6399994      2.8629279
     31.4799995      3.0559313
     38.6599998      3.1690052
     47.4799995      3.0454919
     58.3100014      2.7122564
     71.6100006      2.1729736
     87.9400024      1.5086503
    108.0000000      0.9510579
    132.6000061      0.5641875
    162.8999939      0.2978668
    200.0000000      0.1578526
    204.3000031      0.1479865
    303.8999939      0.0426264
    452.0000000      0.0118650
    672.2999878      0.0032322
   1000.0000000      0.0007396
