# dog   tau_V= 4.25
      0.0100000      0.0000195
      0.0150000      0.0000297
      0.0220000      0.0000504
      0.0330000      0.0000962
      0.0490000      0.0001823
      0.0730000      0.0002501
      0.1000000      0.0003118
      0.1230000      0.0003148
      0.1510000      0.0003681
      0.1850000      0.0005320
      0.2270000      0.0010404
      0.2790000      0.0013033
      0.3430000      0.0013989
      0.4210000      0.0015622
      0.5170000      0.0020639
      0.5500000      0.0023203
      0.6350000      0.0030300
      0.7800000      0.0045344
      0.9580000      0.0063061
      1.1770000      0.0095537
      1.4450001      0.0196951
      1.7740000      0.0494673
      2.1789999      0.1149737
      2.6760001      0.2239649
      3.2860000      0.3700700
      4.0359998      0.5342525
      4.9559999      0.6949520
      6.0000000      0.8242789
      6.2500000      0.8503606
      6.5000000      0.8731771
      6.7500000      0.8981071
      7.0000000      0.9151042
      7.2500000      0.9875801
      7.5000000      1.0516827
      7.7500000      1.1084735
      8.0000000      1.1644232
      8.2500000      1.2936900
      8.5000000      1.3982774
      8.6000004      1.4350562
      8.6999998      1.4709135
      8.8000002      1.5050963
      8.8999996      1.5378886
      9.0000000      1.5699520
      9.1000004      1.6034377
      9.1999998      1.6339586
      9.3000002      1.6625242
      9.3999996      1.6883093
      9.5000000      1.7123599
      9.6000004      1.7253848
      9.6999998      1.7371396
      9.8000002      1.7468029
      9.8999996      1.7559015
     10.0000000      1.7644230
     10.1000004      1.7695234
     10.1999998      1.7739664
     10.3000002      1.7781531
     10.3999996      1.7816668
     10.5000000      1.7844954
     10.6000004      1.7874761
     10.6999998      1.7897637
     10.8000002      1.7922117
     10.8999996      1.7948319
     11.0000000      1.7963142
     11.1000004      1.7966348
     11.1999998      1.7962180
     11.3000002      1.7959578
     11.3999996      1.8008896
     11.5000000      1.8056293
     11.7500000      1.7907454
     12.0000000      1.7870191
     12.2500000      1.7835137
     12.5000000      1.7783455
     12.7500000      1.7715147
     13.0000000      1.7619792
     13.2500000      1.7581731
     13.5000000      1.7524040
     13.7500000      1.7440907
     14.0000000      1.7326124
     14.2500000      1.7458534
     14.5000000      1.7607974
     14.7500000      1.7746094
     15.0000000      1.7878608
     15.2500000      1.8109378
     15.5000000      1.8350363
     15.7500000      1.8595854
     16.0000000      1.8839746
     16.2500000      1.9114584
     16.5000000      1.9388822
     16.7500000      1.9662462
     17.0000000      1.9928688
     17.2500000      2.0173380
     17.5000000      2.0409656
     17.7500000      2.0637219
     18.0000000      2.0855772
     18.2500000      2.1006510
     18.5000000      2.1153448
     18.7500000      2.1296575
     19.0000000      2.1435900
     19.2500000      2.1502006
     19.5000000      2.1562500
     19.7500000      2.1617389
     20.0000000      2.1666665
     20.8799992      2.1758366
     25.6399994      2.2137101
     31.4799995      2.2563188
     38.6599998      2.2613623
     47.4799995      2.0981748
     58.3100014      1.8254582
     71.6100006      1.4565866
     87.9400024      0.9928482
    108.0000000      0.6010097
    132.6000061      0.3468532
    162.8999939      0.1818920
    200.0000000      0.0955128
    204.3000031      0.0893813
    303.8999939      0.0252398
    452.0000000      0.0068470
    672.2999878      0.0018211
   1000.0000000      0.0003347
