# dog   tau_V= 8.25
      0.0100000      0.0000017
      0.0150000      0.0000020
      0.0220000      0.0000030
      0.0330000      0.0000056
      0.0490000      0.0000100
      0.0730000      0.0000098
      0.1000000      0.0000092
      0.1230000      0.0000074
      0.1510000      0.0000081
      0.1850000      0.0000144
      0.2270000      0.0000447
      0.2790000      0.0000589
      0.3430000      0.0000683
      0.4210000      0.0000922
      0.5170000      0.0001639
      0.5500000      0.0002039
      0.6350000      0.0003338
      0.7800000      0.0006803
      0.9580000      0.0012566
      1.1770000      0.0025671
      1.4450001      0.0073350
      1.7740000      0.0243641
      2.1789999      0.0702937
      2.6760001      0.1621039
      3.2860000      0.3066143
      4.0359998      0.4931811
      4.9559999      0.6975332
      6.0000000      0.8795674
      6.2500000      0.9174680
      6.5000000      0.9520833
      6.7500000      0.9873499
      7.0000000      1.0160660
      7.2500000      1.0843049
      7.5000000      1.1454328
      7.7500000      1.2010016
      8.0000000      1.2544873
      8.2500000      1.3333534
      8.5000000      1.3877205
      8.6000004      1.4054248
      8.6999998      1.4214183
      8.8000002      1.4356412
      8.8999996      1.4487461
      9.0000000      1.4610578
      9.1000004      1.4710939
      9.1999998      1.4802566
      9.3000002      1.4892670
      9.3999996      1.4977485
      9.5000000      1.5068312
      9.6000004      1.5207695
      9.6999998      1.5350562
      9.8000002      1.5512741
      9.8999996      1.5671033
     10.0000000      1.5829327
     10.1000004      1.5999761
     10.1999998      1.6166346
     10.3000002      1.6324841
     10.3999996      1.6483334
     10.5000000      1.6633414
     10.6000004      1.6779089
     10.6999998      1.6924520
     10.8000002      1.7061061
     10.8999996      1.7197195
     11.0000000      1.7328528
     11.1000004      1.7463822
     11.1999998      1.7589743
     11.3000002      1.7715106
     11.3999996      1.7858174
     11.5000000      1.7996396
     11.7500000      1.8180491
     12.0000000      1.8408655
     12.2500000      1.8625302
     12.5000000      1.8805089
     12.7500000      1.8956432
     13.0000000      1.9067711
     13.2500000      1.9206131
     13.5000000      1.9314305
     13.7500000      1.9391028
     14.0000000      1.9429489
     14.2500000      1.9650841
     14.5000000      1.9879409
     14.7500000      2.0103967
     15.0000000      2.0324521
     15.2500000      2.0626605
     15.5000000      2.0927486
     15.7500000      2.1239786
     16.0000000      2.1551282
     16.2500000      2.1888020
     16.5000000      2.2224762
     16.7500000      2.2554789
     17.0000000      2.2884617
     17.2500000      2.3200424
     17.5000000      2.3501606
     17.7500000      2.3801782
     18.0000000      2.4100962
     18.2500000      2.4340644
     18.5000000      2.4577725
     18.7500000      2.4804688
     19.0000000      2.5036464
     19.2500000      2.5196214
     19.5000000      2.5351560
     19.7500000      2.5494592
     20.0000000      2.5641026
     20.8799992      2.6058176
     25.6399994      2.7889664
     31.4799995      2.9626012
     38.6599998      3.0621326
     47.4799995      2.9332597
     58.3100014      2.6094663
     71.6100006      2.0894859
     87.9400024      1.4491075
    108.0000000      0.9108174
    132.6000061      0.5392188
    162.8999939      0.2846834
    200.0000000      0.1508013
    204.3000031      0.1413566
    303.8999939      0.0406661
    452.0000000      0.0113000
    672.2999878      0.0030733
   1000.0000000      0.0006935
