# hdd   tau_V= 7.75
      0.0100000      0.0000024
      0.0150000      0.0000031
      0.0220000      0.0000047
      0.0330000      0.0000087
      0.0490000      0.0000153
      0.0730000      0.0000148
      0.1000000      0.0000141
      0.1230000      0.0000118
      0.1510000      0.0000130
      0.1850000      0.0000209
      0.2270000      0.0000599
      0.2790000      0.0000815
      0.3430000      0.0000981
      0.4210000      0.0001355
      0.5170000      0.0002426
      0.5500000      0.0003014
      0.6350000      0.0004933
      0.7800000      0.0010091
      0.9580000      0.0019030
      1.1770000      0.0038375
      1.4450001      0.0083307
      1.7740000      0.0184152
      2.1789999      0.0383944
      2.6760001      0.0715852
      3.2860000      0.1214872
      4.0359998      0.1890258
      4.9559999      0.2738110
      6.0000000      0.3697115
      6.2500000      0.3933794
      6.5000000      0.4161458
      6.7500000      0.4399940
      7.0000000      0.4627405
      7.2500000      0.5065705
      7.5000000      0.5486779
      7.7500000      0.5893229
      8.0000000      0.6291667
      8.2500000      0.6835337
      8.5000000      0.7257012
      8.6000004      0.7400962
      8.6999998      0.7535818
      8.8000002      0.7661219
      8.8999996      0.7780369
      9.0000000      0.7893029
      9.1000004      0.7984375
      9.1999998      0.8072116
      9.3000002      0.8159856
      9.3999996      0.8243830
      9.5000000      0.8327725
      9.6000004      0.8465386
      9.6999998      0.8604087
      9.8000002      0.8763461
      9.8999996      0.8924279
     10.0000000      0.9090545
     10.1000004      0.9274520
     10.1999998      0.9456250
     10.3000002      0.9639745
     10.3999996      0.9820833
     10.5000000      1.0003606
     10.6000004      1.0188061
     10.6999998      1.0365624
     10.8000002      1.0549040
     10.8999996      1.0734055
     11.0000000      1.0916268
     11.1000004      1.1108894
     11.1999998      1.1303205
     11.3000002      1.1494672
     11.3999996      1.1706010
     11.5000000      1.1910057
     11.7500000      1.2291367
     12.0000000      1.2740384
     12.2500000      1.3187400
     12.5000000      1.3616787
     12.7500000      1.4032151
     13.0000000      1.4427085
     13.2500000      1.4847858
     13.5000000      1.5257813
     13.7500000      1.5639526
     14.0000000      1.5996797
     14.2500000      1.6527946
     14.5000000      1.7067710
     14.7500000      1.7621995
     15.0000000      1.8191108
     15.2500000      1.8848659
     15.5000000      1.9524039
     15.7500000      2.0211241
     16.0000000      2.0923080
     16.2500000      2.1660156
     16.5000000      2.2409854
     16.7500000      2.3178887
     17.0000000      2.3953929
     17.2500000      2.4720857
     17.5000000      2.5499802
     17.7500000      2.6283653
     18.0000000      2.7079327
     18.2500000      2.7828326
     18.5000000      2.8587542
     18.7500000      2.9356971
     19.0000000      3.0129011
     19.2500000      3.0841649
     19.5000000      3.1554687
     19.7500000      3.2275741
     20.0000000      3.3004811
     20.8799992      3.5519426
     25.6399994      4.9400144
     31.4799995      6.4813991
     38.6599998      7.5724664
     47.4799995      7.5195689
     58.3100014      6.3169169
     71.6100006      4.4010320
     87.9400024      2.6403143
    108.0000000      1.4884617
    132.6000061      0.7894376
    162.8999939      0.3731167
    200.0000000      0.1819712
    204.3000031      0.1694315
    303.8999939      0.0443188
    452.0000000      0.0119248
    672.2999878      0.0035150
   1000.0000000      0.0007292
