# hdd   tau_V= 9.00
      0.0100000      0.0000011
      0.0150000      0.0000013
      0.0220000      0.0000019
      0.0330000      0.0000034
      0.0490000      0.0000059
      0.0730000      0.0000051
      0.1000000      0.0000045
      0.1230000      0.0000035
      0.1510000      0.0000037
      0.1850000      0.0000064
      0.2270000      0.0000211
      0.2790000      0.0000292
      0.3430000      0.0000360
      0.4210000      0.0000529
      0.5170000      0.0001039
      0.5500000      0.0001334
      0.6350000      0.0002347
      0.7800000      0.0005309
      0.9580000      0.0011035
      1.1770000      0.0024568
      1.4450001      0.0058587
      1.7740000      0.0140371
      2.1789999      0.0312271
      2.6760001      0.0613679
      3.2860000      0.1086118
      4.0359998      0.1749580
      4.9559999      0.2603092
      6.0000000      0.3584135
      6.2500000      0.3826122
      6.5000000      0.4062500
      6.7500000      0.4307993
      7.0000000      0.4543270
      7.2500000      0.4946615
      7.5000000      0.5339544
      7.7500000      0.5719351
      8.0000000      0.6086539
      8.2500000      0.6481671
      8.5000000      0.6756411
      8.6000004      0.6846234
      8.6999998      0.6922356
      8.8000002      0.6991347
      8.8999996      0.7056531
      9.0000000      0.7110577
      9.1000004      0.7142188
      9.1999998      0.7169071
      9.3000002      0.7198558
      9.3999996      0.7230770
      9.5000000      0.7265826
      9.6000004      0.7380771
      9.6999998      0.7500402
      9.8000002      0.7644471
      9.8999996      0.7793870
     10.0000000      0.7948718
     10.1000004      0.8129368
     10.1999998      0.8307933
     10.3000002      0.8492548
     10.3999996      0.8670834
     10.5000000      0.8855168
     10.6000004      0.9037180
     10.6999998      0.9216747
     10.8000002      0.9402404
     10.8999996      0.9585537
     11.0000000      0.9770433
     11.1000004      0.9970434
     11.1999998      1.0176923
     11.3000002      1.0376443
     11.3999996      1.0591587
     11.5000000      1.0799681
     11.7500000      1.1222757
     12.0000000      1.1701924
     12.2500000      1.2181290
     12.5000000      1.2655249
     12.7500000      1.3112682
     13.0000000      1.3552083
     13.2500000      1.4014424
     13.5000000      1.4462742
     13.7500000      1.4895834
     14.0000000      1.5306891
     14.2500000      1.5837139
     14.5000000      1.6376402
     14.7500000      1.6930590
     15.0000000      1.7506011
     15.2500000      1.8133814
     15.5000000      1.8778849
     15.7500000      1.9441407
     16.0000000      2.0121796
     16.2500000      2.0820312
     16.5000000      2.1537259
     16.7500000      2.2259514
     17.0000000      2.3000402
     17.2500000      2.3739486
     17.5000000      2.4483173
     17.7500000      2.5245395
     18.0000000      2.6012022
     18.2500000      2.6760817
     18.5000000      2.7520237
     18.7500000      2.8290265
     19.0000000      2.9070916
     19.2500000      2.9815907
     19.5000000      3.0570314
     19.7500000      3.1326225
     20.0000000      3.2091348
     20.8799992      3.4800003
     25.6399994      5.0037036
     31.4799995      6.7513003
     38.6599998      8.0804987
     47.4799995      8.1910610
     58.3100014      6.9990697
     71.6100006      4.9432707
     87.9400024      2.9958086
    108.0000000      1.6996156
    132.6000061      0.9052501
    162.8999939      0.4284609
    200.0000000      0.2089744
    204.3000031      0.1946416
    303.8999939      0.0508205
    452.0000000      0.0136306
    672.2999878      0.0039648
   1000.0000000      0.0008514
