# hdd   tau_V= 5.00
      0.0100000      0.0000148
      0.0150000      0.0000217
      0.0220000      0.0000361
      0.0330000      0.0000684
      0.0490000      0.0001266
      0.0730000      0.0001585
      0.1000000      0.0001852
      0.1230000      0.0001800
      0.1510000      0.0002071
      0.1850000      0.0003012
      0.2270000      0.0006380
      0.2790000      0.0008216
      0.3430000      0.0009151
      0.4210000      0.0010834
      0.5170000      0.0015460
      0.5500000      0.0017820
      0.6350000      0.0024611
      0.7800000      0.0039875
      0.9580000      0.0060220
      1.1770000      0.0096904
      1.4450001      0.0168815
      1.7740000      0.0308531
      2.1789999      0.0551909
      2.6760001      0.0910977
      3.2860000      0.1406029
      4.0359998      0.2030936
      4.9559999      0.2775837
      6.0000000      0.3612981
      6.2500000      0.3818610
      6.5000000      0.4013021
      6.7500000      0.4221455
      7.0000000      0.4414263
      7.2500000      0.4885617
      7.5000000      0.5333534
      7.7500000      0.5765926
      8.0000000      0.6198719
      8.2500000      0.7020433
      8.5000000      0.7740586
      8.6000004      0.8007373
      8.6999998      0.8271274
      8.8000002      0.8528526
      8.8999996      0.8785898
      9.0000000      0.9039664
      9.1000004      0.9296876
      9.1999998      0.9546475
      9.3000002      0.9784377
      9.3999996      1.0013862
      9.5000000      1.0234576
      9.6000004      1.0426925
      9.6999998      1.0613261
      9.8000002      1.0797276
      9.8999996      1.0982811
     10.0000000      1.1165866
     10.1000004      1.1338222
     10.1999998      1.1511778
     10.3000002      1.1682413
     10.3999996      1.1849999
     10.5000000      1.2018631
     10.6000004      1.2184056
     10.6999998      1.2350441
     10.8000002      1.2517788
     10.8999996      1.2681731
     11.0000000      1.2850962
     11.1000004      1.3003366
     11.1999998      1.3160899
     11.3000002      1.3314625
     11.3999996      1.3510097
     11.5000000      1.3702325
     11.7500000      1.3957833
     12.0000000      1.4302887
     12.2500000      1.4654847
     12.5000000      1.4978968
     12.7500000      1.5283655
     13.0000000      1.5567709
     13.2500000      1.5909556
     13.5000000      1.6220554
     13.7500000      1.6498899
     14.0000000      1.6737181
     14.2500000      1.7270132
     14.5000000      1.7817109
     14.7500000      1.8378406
     15.0000000      1.8954327
     15.2500000      1.9673479
     15.5000000      2.0418270
     15.7500000      2.1182992
     16.0000000      2.1961539
     16.2500000      2.2799480
     16.5000000      2.3652644
     16.7500000      2.4521034
     17.0000000      2.5404649
     17.2500000      2.6262021
     17.5000000      2.7119391
     17.7500000      2.7990384
     18.0000000      2.8853366
     18.2500000      2.9634316
     18.5000000      3.0410860
     18.7500000      3.1189907
     19.0000000      3.1955934
     19.2500000      3.2615488
     19.5000000      3.3265624
     19.7500000      3.3913665
     20.0000000      3.4551284
     20.8799992      3.6690581
     25.6399994      4.7838736
     31.4799995      5.8936715
     38.6599998      6.4774094
     47.4799995      6.0814734
     58.3100014      4.8755202
     71.6100006      3.2677803
     87.9400024      1.9032527
    108.0000000      1.0523078
    132.6000061      0.5514376
    162.8999939      0.2594261
    200.0000000      0.1264423
    204.3000031      0.1177836
    303.8999939      0.0309744
    452.0000000      0.0084152
    672.2999878      0.0025874
   1000.0000000      0.0004768
