# hdd   tau_V= 3.75
      0.0100000      0.0000323
      0.0150000      0.0000510
      0.0220000      0.0000879
      0.0330000      0.0001687
      0.0490000      0.0003198
      0.0730000      0.0004539
      0.1000000      0.0005841
      0.1230000      0.0006096
      0.1510000      0.0007169
      0.1850000      0.0009991
      0.2270000      0.0018371
      0.2790000      0.0022971
      0.3430000      0.0024584
      0.4210000      0.0026987
      0.5170000      0.0034570
      0.5500000      0.0038474
      0.6350000      0.0049101
      0.7800000      0.0071438
      0.9580000      0.0097681
      1.1770000      0.0141985
      1.4450001      0.0223639
      1.7740000      0.0373492
      2.1789999      0.0620264
      2.6760001      0.0964046
      3.2860000      0.1420510
      4.0359998      0.1977575
      4.9559999      0.2624933
      6.0000000      0.3350962
      6.2500000      0.3528145
      6.5000000      0.3697917
      6.7500000      0.3880710
      7.0000000      0.4049680
      7.2500000      0.4490585
      7.5000000      0.4912861
      7.7500000      0.5321915
      8.0000000      0.5733975
      8.2500000      0.6590745
      8.5000000      0.7372797
      8.6000004      0.7673158
      8.6999998      0.7971514
      8.8000002      0.8267629
      8.8999996      0.8568389
      9.0000000      0.8870193
      9.1000004      0.9187501
      9.1999998      0.9491186
      9.3000002      0.9791828
      9.3999996      1.0077885
      9.5000000      1.0356370
      9.6000004      1.0557694
      9.6999998      1.0757053
      9.8000002      1.0942547
      9.8999996      1.1129568
     10.0000000      1.1310097
     10.1000004      1.1467710
     10.1999998      1.1622114
     10.3000002      1.1777325
     10.3999996      1.1933333
     10.5000000      1.2081732
     10.6000004      1.2230771
     10.6999998      1.2380449
     10.8000002      1.2530770
     10.8999996      1.2681731
     11.0000000      1.2833334
     11.1000004      1.2963343
     11.1999998      1.3093590
     11.3000002      1.3224080
     11.3999996      1.3400481
     11.5000000      1.3582535
     11.7500000      1.3769532
     12.0000000      1.4062500
     12.2500000      1.4360378
     12.5000000      1.4638422
     12.7500000      1.4890325
     13.0000000      1.5119793
     13.2500000      1.5426483
     13.5000000      1.5695914
     13.7500000      1.5931492
     14.0000000      1.6120194
     14.2500000      1.6647837
     14.5000000      1.7183895
     14.7500000      1.7740184
     15.0000000      1.8305290
     15.2500000      1.9038062
     15.5000000      1.9797277
     15.7500000      2.0570915
     16.0000000      2.1371799
     16.2500000      2.2239585
     16.5000000      2.3117187
     16.7500000      2.4017727
     17.0000000      2.4927883
     17.2500000      2.5812805
     17.5000000      2.6698718
     17.7500000      2.7592149
     18.0000000      2.8485579
     18.2500000      2.9268730
     18.5000000      3.0055091
     18.7500000      3.0829327
     19.0000000      3.1598163
     19.2500000      3.2229869
     19.5000000      3.2851565
     19.7500000      3.3470554
     20.0000000      3.4078526
     20.8799992      3.6063173
     25.6399994      4.6112971
     31.4799995      5.5417919
     38.6599998      5.9167151
     47.4799995      5.3909583
     58.3100014      4.2073841
     71.6100006      2.7562392
     87.9400024      1.5766488
    108.0000000      0.8610578
    132.6000061      0.4477907
    162.8999939      0.2100209
    200.0000000      0.1024038
    204.3000031      0.0953564
    303.8999939      0.0251911
    452.0000000      0.0068959
    672.2999878      0.0021863
   1000.0000000      0.0003677
