# hdd   tau_V= 9.50
      0.0100000      0.0000008
      0.0150000      0.0000009
      0.0220000      0.0000013
      0.0330000      0.0000024
      0.0490000      0.0000041
      0.0730000      0.0000034
      0.1000000      0.0000029
      0.1230000      0.0000022
      0.1510000      0.0000024
      0.1850000      0.0000042
      0.2270000      0.0000146
      0.2790000      0.0000202
      0.3430000      0.0000250
      0.4210000      0.0000375
      0.5170000      0.0000761
      0.5500000      0.0000989
      0.6350000      0.0001785
      0.7800000      0.0004191
      0.9580000      0.0009000
      1.1770000      0.0020626
      1.4450001      0.0050367
      1.7740000      0.0123100
      2.1789999      0.0279272
      2.6760001      0.0559108
      3.2860000      0.1008312
      4.0359998      0.1655795
      4.9559999      0.2507784
      6.0000000      0.3507212
      6.2500000      0.3758514
      6.5000000      0.4002604
      6.7500000      0.4256611
      7.0000000      0.4501203
      7.2500000      0.4903045
      7.5000000      0.5291467
      7.7500000      0.5666567
      8.0000000      0.6028847
      8.2500000      0.6369292
      8.5000000      0.6589544
      8.6000004      0.6660177
      8.6999998      0.6716707
      8.8000002      0.6765707
      8.8999996      0.6806931
      9.0000000      0.6843750
      9.1000004      0.6850522
      9.1999998      0.6859456
      9.3000002      0.6866948
      9.3999996      0.6880528
      9.5000000      0.6900442
      9.6000004      0.7007694
      9.6999998      0.7119552
      9.8000002      0.7259696
      9.8999996      0.7405168
     10.0000000      0.7552084
     10.1000004      0.7732813
     10.1999998      0.7911538
     10.3000002      0.8092269
     10.3999996      0.8274999
     10.5000000      0.8455530
     10.6000004      0.8637982
     10.6999998      0.8818069
     10.8000002      0.9000001
     10.8999996      0.9183773
     11.0000000      0.9369391
     11.1000004      0.9579087
     11.1999998      0.9782052
     11.3000002      0.9987100
     11.3999996      1.0203366
     11.5000000      1.0412661
     11.7500000      1.0850862
     12.0000000      1.1341347
     12.2500000      1.1837741
     12.5000000      1.2319713
     12.7500000      1.2795973
     13.0000000      1.3255209
     13.2500000      1.3727765
     13.5000000      1.4192309
     13.7500000      1.4642429
     14.0000000      1.5076923
     14.2500000      1.5603064
     14.5000000      1.6144031
     14.7500000      1.6700120
     15.0000000      1.7271636
     15.2500000      1.7889426
     15.5000000      1.8524240
     15.7500000      1.9170073
     16.0000000      1.9839746
     16.2500000      2.0520833
     16.5000000      2.1213341
     16.7500000      2.1923978
     17.0000000      2.2646234
     17.2500000      2.3366287
     17.5000000      2.4097557
     17.7500000      2.4847155
     18.0000000      2.5600965
     18.2500000      2.6344051
     18.5000000      2.7097757
     18.7500000      2.7869589
     19.0000000      2.8644636
     19.2500000      2.9399440
     19.5000000      3.0164063
     19.7500000      3.0938504
     20.0000000      3.1714745
     20.8799992      3.4482117
     25.6399994      5.0201402
     31.4799995      6.8484135
     38.6599998      8.2818527
     47.4799995      8.4725933
     58.3100014      7.2980957
     71.6100006      5.1900039
     87.9400024      3.1599915
    108.0000000      1.7987020
    132.6000061      0.9605001
    162.8999939      0.4550888
    200.0000000      0.2221154
    204.3000031      0.2068374
    303.8999939      0.0540226
    452.0000000      0.0144836
    672.2999878      0.0041965
   1000.0000000      0.0009111
