# hdd   tau_V= 6.50
      0.0100000      0.0000055
      0.0150000      0.0000075
      0.0220000      0.0000120
      0.0330000      0.0000224
      0.0490000      0.0000402
      0.0730000      0.0000434
      0.1000000      0.0000454
      0.1230000      0.0000406
      0.1510000      0.0000455
      0.1850000      0.0000698
      0.2270000      0.0001743
      0.2790000      0.0002319
      0.3430000      0.0002704
      0.4210000      0.0003495
      0.5170000      0.0005659
      0.5500000      0.0006802
      0.6350000      0.0010321
      0.7800000      0.0019016
      0.9580000      0.0032459
      1.1770000      0.0059133
      1.4450001      0.0116480
      1.7740000      0.0236747
      2.1789999      0.0461291
      2.6760001      0.0814593
      3.2860000      0.1324405
      4.0359998      0.1992128
      4.9559999      0.2809591
      6.0000000      0.3728366
      6.2500000      0.3953826
      6.5000000      0.4169271
      6.7500000      0.4397236
      7.0000000      0.4610577
      7.2500000      0.5074419
      7.5000000      0.5516827
      7.7500000      0.5942909
      8.0000000      0.6365385
      8.2500000      0.7053486
      8.5000000      0.7621395
      8.6000004      0.7824761
      8.6999998      0.8020313
      8.8000002      0.8207694
      8.8999996      0.8390105
      9.0000000      0.8563702
      9.1000004      0.8731772
      9.1999998      0.8890386
      9.3000002      0.9042910
      9.3999996      0.9189103
      9.5000000      0.9332533
      9.6000004      0.9496155
      9.6999998      0.9657252
      9.8000002      0.9831411
      9.8999996      1.0003124
     10.0000000      1.0180289
     10.1000004      1.0363021
     10.1999998      1.0543269
     10.3000002      1.0725040
     10.3999996      1.0904167
     10.5000000      1.1080528
     10.6000004      1.1258254
     10.6999998      1.1437340
     10.8000002      1.1613463
     10.8999996      1.1790867
     11.0000000      1.1969553
     11.1000004      1.2149521
     11.1999998      1.2326282
     11.3000002      1.2504247
     11.3999996      1.2706251
     11.5000000      1.2909857
     11.7500000      1.3242290
     12.0000000      1.3644232
     12.2500000      1.4051182
     12.5000000      1.4438102
     12.7500000      1.4803486
     13.0000000      1.5145835
     13.2500000      1.5532655
     13.5000000      1.5896035
     13.7500000      1.6228968
     14.0000000      1.6529649
     14.2500000      1.7064605
     14.5000000      1.7607974
     14.7500000      1.8165665
     15.0000000      1.8737981
     15.2500000      1.9422978
     15.5000000      2.0126402
     15.7500000      2.0848558
     16.0000000      2.1589746
     16.2500000      2.2376301
     16.5000000      2.3170073
     16.7500000      2.3984175
     17.0000000      2.4805291
     17.2500000      2.5612383
     17.5000000      2.6425281
     17.7500000      2.7243690
     18.0000000      2.8067310
     18.2500000      2.8830030
     18.5000000      2.9595554
     18.7500000      3.0363584
     19.0000000      3.1133816
     19.2500000      3.1813402
     19.5000000      3.2500002
     19.7500000      3.3185699
     20.0000000      3.3870192
     20.8799992      3.6197021
     25.6399994      4.8773522
     31.4799995      6.2165437
     38.6599998      7.0721788
     47.4799995      6.8575883
     58.3100014      5.6511178
     71.6100006      3.8731375
     87.9400024      2.2967985
    108.0000000      1.2846634
    132.6000061      0.6784063
    162.8999939      0.3199914
    200.0000000      0.1560096
    204.3000031      0.1452855
    303.8999939      0.0380849
    452.0000000      0.0102841
    672.2999878      0.0030814
   1000.0000000      0.0006114
