# hdd   tau_V= 8.25
      0.0100000      0.0000017
      0.0150000      0.0000021
      0.0220000      0.0000033
      0.0330000      0.0000060
      0.0490000      0.0000104
      0.0730000      0.0000096
      0.1000000      0.0000089
      0.1230000      0.0000072
      0.1510000      0.0000079
      0.1850000      0.0000130
      0.2270000      0.0000393
      0.2790000      0.0000539
      0.3430000      0.0000655
      0.4210000      0.0000929
      0.5170000      0.0001727
      0.5500000      0.0002175
      0.6350000      0.0003666
      0.7800000      0.0007809
      0.9580000      0.0015318
      1.1770000      0.0032151
      1.4450001      0.0072482
      1.7740000      0.0165531
      2.1789999      0.0354349
      2.6760001      0.0674897
      3.2860000      0.1164845
      4.0359998      0.1838514
      4.9559999      0.2690457
      6.0000000      0.3661058
      6.2500000      0.3901242
      6.5000000      0.4130208
      6.7500000      0.4372897
      7.0000000      0.4604968
      7.2500000      0.5030850
      7.5000000      0.5441707
      7.7500000      0.5837340
      8.0000000      0.6221155
      8.2500000      0.6706431
      8.5000000      0.7069712
      8.6000004      0.7190786
      8.6999998      0.7302284
      8.8000002      0.7403846
      8.8999996      0.7498678
      9.0000000      0.7586539
      9.1000004      0.7652606
      9.1999998      0.7714584
      9.3000002      0.7776083
      9.3999996      0.7837100
      9.5000000      0.7901443
      9.6000004      0.8030770
      9.6999998      0.8161058
      9.8000002      0.8315865
      9.8999996      0.8472115
     10.0000000      0.8633814
     10.1000004      0.8817268
     10.1999998      0.8998558
     10.3000002      0.9181691
     10.3999996      0.9362500
     10.5000000      0.9545072
     10.6000004      0.9729408
     10.6999998      0.9911218
     10.8000002      1.0094712
     10.8999996      1.0275521
     11.0000000      1.0462340
     11.1000004      1.0659736
     11.1999998      1.0854487
     11.3000002      1.1051004
     11.3999996      1.1262982
     11.5000000      1.1472356
     11.7500000      1.1872396
     12.0000000      1.2336539
     12.2500000      1.2794771
     12.5000000      1.3241187
     12.7500000      1.3674580
     13.0000000      1.4088542
     13.2500000      1.4529349
     13.5000000      1.4949520
     13.7500000      1.5358576
     14.0000000      1.5733174
     14.2500000      1.6259615
     14.5000000      1.6806290
     14.7500000      1.7356070
     15.0000000      1.7926683
     15.2500000      1.8573719
     15.5000000      1.9238384
     15.7500000      1.9914666
     16.0000000      2.0608976
     16.2500000      2.1334636
     16.5000000      2.2066107
     16.7500000      2.2816508
     17.0000000      2.3579328
     17.2500000      2.4333837
     17.5000000      2.5093150
     17.7500000      2.5871196
     18.0000000      2.6653848
     18.2500000      2.7404244
     18.5000000      2.8165064
     18.7500000      2.8928785
     19.0000000      2.9702728
     19.2500000      3.0432894
     19.5000000      3.1164062
     19.7500000      3.1895938
     20.0000000      3.2636218
     20.8799992      3.5226636
     25.6399994      4.9656954
     31.4799995      6.5898633
     38.6599998      7.7753692
     47.4799995      7.7877851
     58.3100014      6.5879092
     71.6100006      4.6162057
     87.9400024      2.7812436
    108.0000000      1.5719713
    132.6000061      0.8356563
    162.8999939      0.3950455
    200.0000000      0.1927083
    204.3000031      0.1794173
    303.8999939      0.0468878
    452.0000000      0.0126002
    672.2999878      0.0036928
   1000.0000000      0.0007772
