# hdd   tau_V= 4.50
      0.0100000      0.0000203
      0.0150000      0.0000307
      0.0220000      0.0000517
      0.0330000      0.0000985
      0.0490000      0.0001841
      0.0730000      0.0002423
      0.1000000      0.0002942
      0.1230000      0.0002942
      0.1510000      0.0003414
      0.1850000      0.0004882
      0.2270000      0.0009777
      0.2790000      0.0012441
      0.3430000      0.0013642
      0.4210000      0.0015669
      0.5170000      0.0021417
      0.5500000      0.0024349
      0.6350000      0.0032590
      0.7800000      0.0050562
      0.9580000      0.0073385
      1.1770000      0.0113315
      1.4450001      0.0189656
      1.7740000      0.0334473
      2.1789999      0.0580892
      2.6760001      0.0936493
      3.2860000      0.1419194
      4.0359998      0.2021234
      4.9559999      0.2732154
      6.0000000      0.3526442
      6.2500000      0.3723457
      6.5000000      0.3908854
      6.7500000      0.4107873
      7.0000000      0.4293670
      7.2500000      0.4757813
      7.5000000      0.5198318
      7.7500000      0.5626202
      8.0000000      0.6051282
      8.2500000      0.6898137
      8.5000000      0.7652043
      8.6000004      0.7938462
      8.6999998      0.8218991
      8.8000002      0.8496795
      8.8999996      0.8775200
      9.0000000      0.9050481
      9.1000004      0.9333335
      9.1999998      0.9609135
      9.3000002      0.9873799
      9.3999996      1.0130609
      9.5000000      1.0375402
      9.6000004      1.0573078
      9.6999998      1.0768712
      9.8000002      1.0954328
      9.8999996      1.1141466
     10.0000000      1.1326122
     10.1000004      1.1491989
     10.1999998      1.1658894
     10.3000002      1.1826844
     10.3999996      1.1987500
     10.5000000      1.2149038
     10.6000004      1.2311460
     10.6999998      1.2470473
     10.8000002      1.2630291
     10.8999996      1.2790906
     11.0000000      1.2952324
     11.1000004      1.3101205
     11.1999998      1.3246155
     11.3000002      1.3391589
     11.3999996      1.3578608
     11.5000000      1.3766829
     11.7500000      1.3995495
     12.0000000      1.4322115
     12.2500000      1.4649941
     12.5000000      1.4958936
     12.7500000      1.5242790
     13.0000000      1.5505208
     13.2500000      1.5829929
     13.5000000      1.6123198
     13.7500000      1.6383214
     14.0000000      1.6602566
     14.2500000      1.7138821
     14.5000000      1.7683494
     14.7500000      1.8242488
     15.0000000      1.8816108
     15.2500000      1.9545175
     15.5000000      2.0300281
     15.7500000      2.1075721
     16.0000000      2.1865387
     16.2500000      2.2721355
     16.5000000      2.3586538
     16.7500000      2.4467349
     17.0000000      2.5370593
     17.2500000      2.6241291
     17.5000000      2.7112381
     17.7500000      2.7997496
     18.0000000      2.8875003
     18.2500000      2.9663563
     18.5000000      3.0440505
     18.7500000      3.1219957
     19.0000000      3.1993995
     19.2500000      3.2638624
     19.5000000      3.3281250
     19.7500000      3.3913665
     20.0000000      3.4543269
     20.8799992      3.6623652
     25.6399994      4.7335386
     31.4799995      5.7713332
     38.6599998      6.2698593
     47.4799995      5.8189635
     58.3100014      4.6162086
     71.6100006      3.0669508
     87.9400024      1.7739500
    108.0000000      0.9761540
    132.6000061      0.5101594
    162.8999939      0.2396509
    200.0000000      0.1168269
    204.3000031      0.1087799
    303.8999939      0.0286611
    452.0000000      0.0078050
    672.2999878      0.0024263
   1000.0000000      0.0004331
