# hdd   tau_V= 5.25
      0.0100000      0.0000126
      0.0150000      0.0000182
      0.0220000      0.0000301
      0.0330000      0.0000569
      0.0490000      0.0001048
      0.0730000      0.0001280
      0.1000000      0.0001468
      0.1230000      0.0001406
      0.1510000      0.0001611
      0.1850000      0.0002364
      0.2270000      0.0005148
      0.2790000      0.0006668
      0.3430000      0.0007485
      0.4210000      0.0008993
      0.5170000      0.0013111
      0.5500000      0.0015220
      0.6350000      0.0021355
      0.7800000      0.0035344
      0.9580000      0.0054463
      1.1770000      0.0089454
      1.4450001      0.0158973
      1.7740000      0.0295809
      2.1789999      0.0536806
      2.6760001      0.0896396
      3.2860000      0.1396813
      4.0359998      0.2030936
      4.9559999      0.2791721
      6.0000000      0.3646635
      6.2500000      0.3856170
      6.5000000      0.4054688
      6.7500000      0.4267429
      7.0000000      0.4464744
      7.2500000      0.4937901
      7.5000000      0.5387620
      7.7500000      0.5821815
      8.0000000      0.6253206
      8.2500000      0.7056791
      8.5000000      0.7757613
      8.6000004      0.8014264
      8.6999998      0.8267789
      8.8000002      0.8514424
      8.8999996      0.8760938
      9.0000000      0.9003606
      9.1000004      0.9245834
      9.1999998      0.9480129
      9.3000002      0.9702405
      9.3999996      0.9919711
      9.5000000      1.0131812
      9.6000004      1.0315387
      9.6999998      1.0500562
      9.8000002      1.0683414
      9.8999996      1.0863823
     10.0000000      1.1049680
     10.1000004      1.1224920
     10.1999998      1.1397356
     10.3000002      1.1570995
     10.3999996      1.1741667
     10.5000000      1.1913462
     10.6000004      1.2082133
     10.6999998      1.2247556
     10.8000002      1.2418270
     10.8999996      1.2585657
     11.0000000      1.2754008
     11.1000004      1.2914424
     11.1999998      1.3075640
     11.3000002      1.3233135
     11.3999996      1.3427886
     11.5000000      1.3624001
     11.7500000      1.3891928
     12.0000000      1.4250001
     12.2500000      1.4610677
     12.5000000      1.4943912
     12.7500000      1.5263221
     13.0000000      1.5552084
     13.2500000      1.5904248
     13.5000000      1.6220554
     13.7500000      1.6509918
     14.0000000      1.6754009
     14.2500000      1.7292968
     14.5000000      1.7840345
     14.7500000      1.8396137
     15.0000000      1.8972356
     15.2500000      1.9691808
     15.5000000      2.0430691
     15.7500000      2.1182992
     16.0000000      2.1961539
     16.2500000      2.2792969
     16.5000000      2.3632812
     16.7500000      2.4494193
     17.0000000      2.5363784
     17.2500000      2.6213646
     17.5000000      2.7063303
     17.7500000      2.7926381
     18.0000000      2.8788464
     18.2500000      2.9561198
     18.5000000      3.0336742
     18.7500000      3.1107273
     19.0000000      3.1879811
     19.2500000      3.2538362
     19.5000000      3.3195310
     19.7500000      3.3850362
     20.0000000      3.4495192
     20.8799992      3.6665485
     25.6399994      4.8033915
     31.4799995      5.9491653
     38.6599998      6.5765376
     47.4799995      6.2108254
     58.3100014      5.0040078
     71.6100006      3.3681948
     87.9400024      1.9680805
    108.0000000      1.0903846
    132.6000061      0.5726876
    162.8999939      0.2693463
    200.0000000      0.1313301
    204.3000031      0.1222854
    303.8999939      0.0321433
    452.0000000      0.0087231
    672.2999878      0.0026690
   1000.0000000      0.0004988
