# hdd   tau_V= 5.50
      0.0100000      0.0000107
      0.0150000      0.0000153
      0.0220000      0.0000251
      0.0330000      0.0000473
      0.0490000      0.0000867
      0.0730000      0.0001033
      0.1000000      0.0001163
      0.1230000      0.0001098
      0.1510000      0.0001253
      0.1850000      0.0001855
      0.2270000      0.0004153
      0.2790000      0.0005409
      0.3430000      0.0006119
      0.4210000      0.0007460
      0.5170000      0.0011108
      0.5500000      0.0012988
      0.6350000      0.0018511
      0.7800000      0.0031312
      0.9580000      0.0049243
      1.1770000      0.0082475
      1.4450001      0.0149595
      1.7740000      0.0283229
      2.1789999      0.0521354
      2.6760001      0.0880743
      3.2860000      0.1383648
      4.0359998      0.2027702
      4.9559999      0.2803635
      6.0000000      0.3673077
      6.2500000      0.3886218
      6.5000000      0.4088542
      6.7500000      0.4305289
      7.0000000      0.4509616
      7.2500000      0.4981470
      7.5000000      0.5432693
      7.7500000      0.5865285
      8.0000000      0.6298078
      8.2500000      0.7083234
      8.5000000      0.7757613
      8.6000004      0.8007373
      8.6999998      0.8246875
      8.8000002      0.8486218
      8.8999996      0.8718148
      9.0000000      0.8945914
      9.1000004      0.9176564
      9.1999998      0.9395353
      9.3000002      0.9605531
      9.3999996      0.9806731
      9.5000000      1.0002406
      9.6000004      1.0184617
      9.6999998      1.0364544
      9.8000002      1.0545993
      9.8999996      1.0728966
     10.0000000      1.0909455
     10.1000004      1.1087340
     10.1999998      1.1262500
     10.3000002      1.1438943
     10.3999996      1.1612500
     10.5000000      1.1783053
     10.6000004      1.1954730
     10.6999998      1.2127525
     10.8000002      1.2297117
     10.8999996      1.2467748
     11.0000000      1.2639424
     11.1000004      1.2803247
     11.1999998      1.2967950
     11.3000002      1.3129008
     11.3999996      1.3327404
     11.5000000      1.3522638
     11.7500000      1.3802484
     12.0000000      1.4173077
     12.2500000      1.4541967
     12.5000000      1.4888824
     12.7500000      1.5212140
     13.0000000      1.5515625
     13.2500000      1.5872396
     13.5000000      1.6198919
     13.7500000      1.6498899
     14.0000000      1.6754009
     14.2500000      1.7287260
     14.5000000      1.7834537
     14.7500000      1.8396137
     15.0000000      1.8966348
     15.2500000      1.9679588
     15.5000000      2.0412061
     15.7500000      2.1164064
     16.0000000      2.1929491
     16.2500000      2.2753906
     16.5000000      2.3586538
     16.7500000      2.4433796
     17.0000000      2.5295675
     17.2500000      2.6137624
     17.5000000      2.6986179
     17.7500000      2.7833934
     18.0000000      2.8687501
     18.2500000      2.9458835
     18.5000000      3.0232975
     18.7500000      3.1002104
     19.0000000      3.1773241
     19.2500000      3.2438102
     19.5000000      3.3093748
     19.7500000      3.3755412
     20.0000000      3.4415066
     20.8799992      3.6606922
     25.6399994      4.8208542
     31.4799995      6.0033979
     38.6599998      6.6756654
     47.4799995      6.3382759
     58.3100014      5.1324949
     71.6100006      3.4686096
     87.9400024      2.0329080
    108.0000000      1.1288943
    132.6000061      0.5934063
    162.8999939      0.2793970
    200.0000000      0.1362180
    204.3000031      0.1268690
    303.8999939      0.0333243
    452.0000000      0.0090328
    672.2999878      0.0027501
   1000.0000000      0.0005212
