# hdd   tau_V= 0.50
      0.0100000      0.0001781
      0.0150000      0.0003442
      0.0220000      0.0006522
      0.0330000      0.0012962
      0.0490000      0.0025658
      0.0730000      0.0049252
      0.1000000      0.0080929
      0.1230000      0.0103387
      0.1510000      0.0128253
      0.1850000      0.0154315
      0.2270000      0.0193805
      0.2790000      0.0226799
      0.3430000      0.0221933
      0.4210000      0.0204259
      0.5170000      0.0202782
      0.5500000      0.0207418
      0.6350000      0.0220037
      0.7800000      0.0250313
      0.9580000      0.0272508
      1.1770000      0.0313348
      1.4450001      0.0384754
      1.7740000      0.0503699
      2.1789999      0.0675525
      2.6760001      0.0870987
      3.2860000      0.1099020
      4.0359998      0.1337895
      4.9559999      0.1572180
      6.0000000      0.1806250
      6.2500000      0.1862230
      6.5000000      0.1916146
      6.7500000      0.1972806
      7.0000000      0.2026803
      7.2500000      0.2140144
      7.5000000      0.2251202
      7.7500000      0.2361949
      8.0000000      0.2475321
      8.2500000      0.2715625
      8.5000000      0.2956270
      8.6000004      0.3053069
      8.6999998      0.3152007
      8.8000002      0.3254167
      8.8999996      0.3359251
      9.0000000      0.3467308
      9.1000004      0.3586771
      9.1999998      0.3704327
      9.3000002      0.3822837
      9.3999996      0.3935497
      9.5000000      0.4045874
      9.6000004      0.4119231
      9.6999998      0.4185457
      9.8000002      0.4244311
      9.8999996      0.4299519
     10.0000000      0.4358974
     10.1000004      0.4398518
     10.1999998      0.4442067
     10.3000002      0.4481490
     10.3999996      0.4525000
     10.5000000      0.4564303
     10.6000004      0.4603526
     10.6999998      0.4646956
     10.8000002      0.4686058
     10.8999996      0.4729448
     11.0000000      0.4768430
     11.1000004      0.4802885
     11.1999998      0.4837180
     11.3000002      0.4866788
     11.3999996      0.4918990
     11.5000000      0.4971355
     11.7500000      0.5013522
     12.0000000      0.5096154
     12.2500000      0.5177785
     12.5000000      0.5258414
     12.7500000      0.5327824
     13.0000000      0.5401042
     13.2500000      0.5494292
     13.5000000      0.5576323
     13.7500000      0.5652044
     14.0000000      0.5715545
     14.2500000      0.5886118
     14.5000000      0.6059095
     14.7500000      0.6240385
     15.0000000      0.6424279
     15.2500000      0.6659656
     15.5000000      0.6905449
     15.7500000      0.7161959
     16.0000000      0.7429488
     16.2500000      0.7714844
     16.5000000      0.8005409
     16.7500000      0.8307893
     17.0000000      0.8608975
     17.2500000      0.8908355
     17.5000000      0.9205730
     17.7500000      0.9500801
     18.0000000      0.9793270
     18.2500000      1.0053586
     18.5000000      1.0302485
     18.7500000      1.0554388
     19.0000000      1.0801684
     19.2500000      1.0990084
     19.5000000      1.1179687
     19.7500000      1.1362581
     20.0000000      1.1538461
     20.8799992      1.2104713
     25.6399994      1.4669040
     31.4799995      1.6547180
     38.6599998      1.6511043
     47.4799995      1.4263022
     58.3100014      1.0706521
     71.6100006      0.6762211
     87.9400024      0.3755771
    108.0000000      0.2034519
    132.6000061      0.1076844
    162.8999939      0.0538954
    200.0000000      0.0281971
    204.3000031      0.0264788
    303.8999939      0.0079689
    452.0000000      0.0024501
    672.2999878      0.0010238
   1000.0000000      0.0000552
