# hdd   tau_V= 0.00
      0.0100000      0.0002142
      0.0150000      0.0004277
      0.0220000      0.0008216
      0.0330000      0.0016421
      0.0490000      0.0032510
      0.0730000      0.0064401
      0.1000000      0.0109135
      0.1230000      0.0143993
      0.1510000      0.0179555
      0.1850000      0.0209089
      0.2270000      0.0248463
      0.2790000      0.0289619
      0.3430000      0.0281986
      0.4210000      0.0255198
      0.5170000      0.0246486
      0.5500000      0.0249659
      0.6350000      0.0259750
      0.7800000      0.0287375
      0.9580000      0.0304979
      1.1770000      0.0340981
      1.4450001      0.0405248
      1.7740000      0.0511944
      2.1789999      0.0663390
      2.6760001      0.0826815
      3.2860000      0.1010155
      4.0359998      0.1189617
      4.9559999      0.1345626
      6.0000000      0.1481250
      6.2500000      0.1511669
      6.5000000      0.1541667
      6.7500000      0.1570944
      7.0000000      0.1599960
      7.2500000      0.1629217
      7.5000000      0.1658654
      7.7500000      0.1688171
      8.0000000      0.1717628
      8.2500000      0.1747175
      8.5000000      0.1776963
      8.6000004      0.1788910
      8.6999998      0.1800998
      8.8000002      0.1812885
      8.8999996      0.1825285
      9.0000000      0.1837500
      9.1000004      0.1849532
      9.1999998      0.1861747
      9.3000002      0.1874159
      9.3999996      0.1886779
      9.5000000      0.1899239
      9.6000004      0.1911923
      9.6999998      0.1924455
      9.8000002      0.1937228
      9.8999996      0.1949856
     10.0000000      0.1962740
     10.1000004      0.1975489
     10.1999998      0.1988510
     10.3000002      0.2001402
     10.3999996      0.2014167
     10.5000000      0.2027224
     10.6000004      0.2040585
     10.6999998      0.2053834
     10.8000002      0.2066971
     10.8999996      0.2079996
     11.0000000      0.2093349
     11.1000004      0.2106154
     11.1999998      0.2119295
     11.3000002      0.2132785
     11.3999996      0.2146178
     11.5000000      0.2159015
     11.7500000      0.2192298
     12.0000000      0.2225481
     12.2500000      0.2258594
     12.5000000      0.2291667
     12.7500000      0.2324730
     13.0000000      0.2357292
     13.2500000      0.2389884
     13.5000000      0.2421995
     13.7500000      0.2453626
     14.0000000      0.2484776
     14.2500000      0.2515445
     14.5000000      0.2545633
     14.7500000      0.2575341
     15.0000000      0.2604567
     15.2500000      0.2632703
     15.5000000      0.2660958
     15.7500000      0.2688101
     16.0000000      0.2713462
     16.2500000      0.2738281
     16.5000000      0.2761238
     16.7500000      0.2782943
     17.0000000      0.2802685
     17.2500000      0.2820403
     17.5000000      0.2836739
     17.7500000      0.2850952
     18.0000000      0.2863702
     18.2500000      0.2875691
     18.5000000      0.2886178
     18.7500000      0.2895884
     19.0000000      0.2904047
     19.2500000      0.2912180
     19.5000000      0.2918750
     19.7500000      0.2924519
     20.0000000      0.2929487
     20.8799992      0.2942942
     25.6399994      0.2911209
     31.4799995      0.2871794
     38.6599998      0.2853034
     47.4799995      0.2838148
     58.3100014      0.2534710
     71.6100006      0.1805456
     87.9400024      0.1089385
    108.0000000      0.0651635
    132.6000061      0.0389672
    162.8999939      0.0232994
    200.0000000      0.0139824
    204.3000031      0.0132926
    303.8999939      0.0047606
    452.0000000      0.0016340
    672.2999878      0.0008102
   1000.0000000      0.0000000
