# hdd   tau_V= 1.75
      0.0100000      0.0001004
      0.0150000      0.0001786
      0.0220000      0.0003264
      0.0330000      0.0006396
      0.0490000      0.0012544
      0.0730000      0.0021730
      0.1000000      0.0032672
      0.1230000      0.0038462
      0.1510000      0.0046825
      0.1850000      0.0060518
      0.2270000      0.0088299
      0.2790000      0.0105217
      0.3430000      0.0105593
      0.4210000      0.0102905
      0.5170000      0.0111437
      0.5500000      0.0117316
      0.6350000      0.0132521
      0.7800000      0.0163875
      0.9580000      0.0192713
      1.1770000      0.0240304
      1.4450001      0.0322809
      1.7740000      0.0463187
      2.1789999      0.0675350
      2.6760001      0.0940674
      3.2860000      0.1270955
      4.0359998      0.1652561
      4.9559999      0.2076914
      6.0000000      0.2548077
      6.2500000      0.2664263
      6.5000000      0.2776042
      6.7500000      0.2896334
      7.0000000      0.3009215
      7.2500000      0.3302584
      7.5000000      0.3587740
      7.7500000      0.3868790
      8.0000000      0.4157052
      8.2500000      0.4805890
      8.5000000      0.5431691
      8.6000004      0.5681652
      8.6999998      0.5935938
      8.8000002      0.6194551
      8.8999996      0.6457492
      9.0000000      0.6724760
      9.1000004      0.7021875
      9.1999998      0.7309135
      9.3000002      0.7593511
      9.3999996      0.7870994
      9.5000000      0.8137420
      9.6000004      0.8307694
      9.6999998      0.8471956
      9.8000002      0.8614264
      9.8999996      0.8753726
     10.0000000      0.8890224
     10.1000004      0.8995313
     10.1999998      0.9100721
     10.3000002      0.9202325
     10.3999996      0.9299999
     10.5000000      0.9402044
     10.6000004      0.9500082
     10.6999998      0.9598278
     10.8000002      0.9696635
     10.8999996      0.9795153
     11.0000000      0.9898238
     11.1000004      0.9974881
     11.1999998      1.0051283
     11.3000002      1.0131973
     11.3999996      1.0253606
     11.5000000      1.0380410
     11.7500000      1.0464845
     12.0000000      1.0644231
     12.2500000      1.0831631
     12.5000000      1.1002604
     12.7500000      1.1156250
     13.0000000      1.1296875
     13.2500000      1.1503506
     13.5000000      1.1688101
     13.7500000      1.1838443
     14.0000000      1.1958334
     14.2500000      1.2365986
     14.5000000      1.2780448
     14.7500000      1.3207632
     15.0000000      1.3647838
     15.2500000      1.4235778
     15.5000000      1.4841746
     15.7500000      1.5472356
     16.0000000      1.6115386
     16.2500000      1.6822917
     16.5000000      1.7544471
     16.7500000      1.8286761
     17.0000000      1.9036460
     17.2500000      1.9772538
     17.5000000      2.0500803
     17.7500000      2.1241686
     18.0000000      2.1980772
     18.2500000      2.2615085
     18.5000000      2.3251002
     18.7500000      2.3873196
     19.0000000      2.4495995
     19.2500000      2.4972558
     19.5000000      2.5453124
     19.7500000      2.5921879
     20.0000000      2.6386218
     20.8799992      2.7848365
     25.6399994      3.4895468
     31.4799995      4.0560770
     38.6599998      4.1417007
     47.4799995      3.6009471
     58.3100014      2.6935673
     71.6100006      1.6990163
     87.9400024      0.9428183
    108.0000000      0.5049520
    132.6000061      0.2599938
    162.8999939      0.1225666
    200.0000000      0.0604087
    204.3000031      0.0563544
    303.8999939      0.0153168
    452.0000000      0.0043262
    672.2999878      0.0015119
   1000.0000000      0.0001855
