# hdd   tau_V= 0.75
      0.0100000      0.0001607
      0.0150000      0.0003055
      0.0220000      0.0005748
      0.0330000      0.0011393
      0.0490000      0.0022517
      0.0730000      0.0042437
      0.1000000      0.0068630
      0.1230000      0.0086238
      0.1510000      0.0106595
      0.1850000      0.0130300
      0.2270000      0.0168431
      0.2790000      0.0197625
      0.3430000      0.0194174
      0.4210000      0.0180477
      0.5170000      0.0182048
      0.5500000      0.0187167
      0.6350000      0.0200829
      0.7800000      0.0231938
      0.9580000      0.0256119
      1.1770000      0.0298918
      1.4450001      0.0373407
      1.7740000      0.0497729
      2.1789999      0.0678930
      2.6760001      0.0889749
      3.2860000      0.1139568
      4.0359998      0.1408073
      4.9559999      0.1681784
      6.0000000      0.1965144
      6.2500000      0.2033754
      6.5000000      0.2099740
      6.7500000      0.2169952
      7.0000000      0.2236018
      7.2500000      0.2389944
      7.5000000      0.2539964
      7.7500000      0.2689213
      8.0000000      0.2842308
      8.2500000      0.3179688
      8.5000000      0.3514423
      8.6000004      0.3648798
      8.6999998      0.3788822
      8.8000002      0.3931090
      8.8999996      0.4075601
      9.0000000      0.4225962
      9.1000004      0.4389584
      9.1999998      0.4555770
      9.3000002      0.4717067
      9.3999996      0.4873238
      9.5000000      0.5027845
      9.6000004      0.5123078
      9.6999998      0.5215306
      9.8000002      0.5292629
      9.8999996      0.5370433
     10.0000000      0.5448719
     10.1000004      0.5503206
     10.1999998      0.5557693
     10.3000002      0.5616306
     10.3999996      0.5670834
     10.5000000      0.5721154
     10.6000004      0.5775642
     10.6999998      0.5830129
     10.8000002      0.5884616
     10.8999996      0.5939103
     11.0000000      0.5997998
     11.1000004      0.6039184
     11.1999998      0.6080129
     11.3000002      0.6125361
     11.3999996      0.6193270
     11.5000000      0.6266026
     11.7500000      0.6312801
     12.0000000      0.6413461
     12.2500000      0.6522536
     12.5000000      0.6620594
     12.7500000      0.6712140
     13.0000000      0.6802084
     13.2500000      0.6922276
     13.5000000      0.7031250
     13.7500000      0.7122898
     14.0000000      0.7201924
     14.2500000      0.7433293
     14.5000000      0.7668270
     14.7500000      0.7912760
     15.0000000      0.8167068
     15.2500000      0.8492588
     15.5000000      0.8836738
     15.7500000      0.9193810
     16.0000000      0.9557694
     16.2500000      0.9954427
     16.5000000      1.0365385
     16.7500000      1.0777445
     17.0000000      1.1203928
     17.2500000      1.1617490
     17.5000000      1.2031250
     17.7500000      1.2452023
     18.0000000      1.2865385
     18.2500000      1.3226863
     18.5000000      1.3578526
     18.7500000      1.3934795
     19.0000000      1.4280452
     19.2500000      1.4545474
     19.5000000      1.4812502
     19.7500000      1.5073619
     20.0000000      1.5328526
     20.8799992      1.6120096
     25.6399994      1.9825802
     31.4799995      2.2588415
     38.6599998      2.2644601
     47.4799995      1.9459952
     58.3100014      1.4486393
     71.6100006      0.9086093
     87.9400024      0.5020614
    108.0000000      0.2696539
    132.6000061      0.1407813
    162.8999939      0.0687234
    200.0000000      0.0351042
    204.3000031      0.0328795
    303.8999939      0.0095322
    452.0000000      0.0028485
    672.2999878      0.0011278
   1000.0000000      0.0000825
