# hdd   tau_V= 1.00
      0.0100000      0.0001441
      0.0150000      0.0002694
      0.0220000      0.0005032
      0.0330000      0.0009946
      0.0490000      0.0019631
      0.0730000      0.0036295
      0.1000000      0.0057652
      0.1230000      0.0071257
      0.1510000      0.0087781
      0.1850000      0.0108880
      0.2270000      0.0145058
      0.2790000      0.0170798
      0.3430000      0.0168614
      0.4210000      0.0158364
      0.5170000      0.0162370
      0.5500000      0.0167887
      0.6350000      0.0182308
      0.7800000      0.0213937
      0.9580000      0.0239769
      1.1770000      0.0284253
      1.4450001      0.0361424
      1.7740000      0.0490622
      2.1789999      0.0680588
      2.6760001      0.0906152
      3.2860000      0.1177220
      4.0359998      0.1474854
      4.9559999      0.1787416
      6.0000000      0.2119712
      6.2500000      0.2201021
      6.5000000      0.2278646
      6.7500000      0.2362230
      7.0000000      0.2440465
      7.2500000      0.2632773
      7.5000000      0.2820012
      7.7500000      0.3005919
      8.0000000      0.3196154
      8.2500000      0.3622597
      8.5000000      0.4045673
      8.6000004      0.4213862
      8.6999998      0.4388341
      8.8000002      0.4565706
      8.8999996      0.4745954
      9.0000000      0.4932693
      9.1000004      0.5140626
      9.1999998      0.5344551
      9.3000002      0.5544232
      9.3999996      0.5739424
      9.5000000      0.5929888
      9.6000004      0.6050001
      9.6999998      0.6163542
      9.8000002      0.6262420
      9.8999996      0.6358053
     10.0000000      0.6450320
     10.1000004      0.6518871
     10.1999998      0.6587501
     10.3000002      0.6656210
     10.3999996      0.6725000
     10.5000000      0.6789663
     10.6000004      0.6858574
     10.6999998      0.6923277
     10.8000002      0.6992308
     10.8999996      0.7061418
     11.0000000      0.7126203
     11.1000004      0.7177645
     11.1999998      0.7228847
     11.3000002      0.7284335
     11.3999996      0.7367068
     11.5000000      0.7454728
     11.7500000      0.7513222
     12.0000000      0.7634616
     12.2500000      0.7764223
     12.5000000      0.7887620
     12.7500000      0.7994291
     13.0000000      0.8098959
     13.2500000      0.8244091
     13.5000000      0.8378006
     13.7500000      0.8489082
     14.0000000      0.8576123
     14.2500000      0.8860577
     14.5000000      0.9155449
     14.7500000      0.9455128
     15.0000000      0.9765625
     15.2500000      1.0172777
     15.5000000      1.0600362
     15.7500000      1.1042669
     16.0000000      1.1493590
     16.2500000      1.1992188
     16.5000000      1.2500602
     16.7500000      1.3018831
     17.0000000      1.3553686
     17.2500000      1.4064006
     17.5000000      1.4583335
     17.7500000      1.5104568
     18.0000000      1.5620195
     18.2500000      1.6071113
     18.5000000      1.6513624
     18.7500000      1.6954628
     19.0000000      1.7386221
     19.2500000      1.7722957
     19.5000000      1.8054687
     19.7500000      1.8381112
     20.0000000      1.8701923
     20.8799992      1.9708847
     25.6399994      2.4427853
     31.4799995      2.8011653
     38.6599998      2.8189585
     47.4799995      2.4253607
     58.3100014      1.8009288
     71.6100006      1.1278003
     87.9400024      0.6225560
    108.0000000      0.3331298
    132.6000061      0.1727094
    162.8999939      0.0830164
    200.0000000      0.0418029
    204.3000031      0.0390920
    303.8999939      0.0110553
    452.0000000      0.0032361
    672.2999878      0.0012288
   1000.0000000      0.0001092
