# hdd   tau_V= 8.75
      0.0100000      0.0000013
      0.0150000      0.0000015
      0.0220000      0.0000022
      0.0330000      0.0000041
      0.0490000      0.0000071
      0.0730000      0.0000063
      0.1000000      0.0000056
      0.1230000      0.0000044
      0.1510000      0.0000048
      0.1850000      0.0000081
      0.2270000      0.0000259
      0.2790000      0.0000357
      0.3430000      0.0000439
      0.4210000      0.0000638
      0.5170000      0.0001231
      0.5500000      0.0001570
      0.6350000      0.0002725
      0.7800000      0.0006041
      0.9580000      0.0012313
      1.1770000      0.0026883
      1.4450001      0.0062929
      1.7740000      0.0148402
      2.1789999      0.0325977
      2.6760001      0.0633942
      3.2860000      0.1112711
      4.0359998      0.1780303
      4.9559999      0.2632875
      6.0000000      0.3612981
      6.2500000      0.3853666
      6.5000000      0.4088542
      6.7500000      0.4332333
      7.0000000      0.4568510
      7.2500000      0.4978566
      7.5000000      0.5375601
      7.7500000      0.5762821
      8.0000000      0.6134616
      8.2500000      0.6560998
      8.5000000      0.6865385
      8.6000004      0.6963382
      8.6999998      0.7051322
      8.8000002      0.7132372
      8.8999996      0.7206290
      9.0000000      0.7272837
      9.1000004      0.7313542
      9.1999998      0.7353366
      9.3000002      0.7392309
      9.3999996      0.7430369
      9.5000000      0.7478967
      9.6000004      0.7596155
      9.6999998      0.7721915
      9.8000002      0.7868270
      9.8999996      0.8019952
     10.0000000      0.8177083
     10.1000004      0.8355970
     10.1999998      0.8536779
     10.3000002      0.8719512
     10.3999996      0.8904167
     10.5000000      0.9082332
     10.6000004      0.9266508
     10.6999998      0.9448237
     10.8000002      0.9631732
     10.8999996      0.9816988
     11.0000000      0.9999600
     11.1000004      1.0201683
     11.1999998      1.0401282
     11.3000002      1.0602806
     11.3999996      1.0815386
     11.5000000      1.1025442
     11.7500000      1.1444012
     12.0000000      1.1913462
     12.2500000      1.2387421
     12.5000000      1.2850561
     12.7500000      1.3301684
     13.0000000      1.3734375
     13.2500000      1.4189605
     13.5000000      1.4630409
     13.7500000      1.5050082
     14.0000000      1.5452726
     14.2500000      1.5979869
     14.5000000      1.6521634
     14.7500000      1.7078326
     15.0000000      1.7650242
     15.2500000      1.8280449
     15.5000000      1.8934095
     15.7500000      1.9599161
     16.0000000      2.0288465
     16.2500000      2.0996094
     16.5000000      2.1715746
     16.7500000      2.2447417
     17.0000000      2.3197918
     17.2500000      2.3939908
     17.5000000      2.4686501
     17.7500000      2.5451622
     18.0000000      2.6228366
     18.2500000      2.6972857
     18.5000000      2.7735178
     18.7500000      2.8500605
     19.0000000      2.9276447
     19.2500000      3.0016427
     19.5000000      3.0765624
     19.7500000      3.1516128
     20.0000000      3.2275641
     20.8799992      3.4942212
     25.6399994      4.9913769
     31.4799995      6.6970677
     38.6599998      7.9782724
     47.4799995      8.0560017
     58.3100014      6.8612375
     71.6100006      4.8342490
     87.9400024      2.9239347
    108.0000000      1.6567791
    132.6000061      0.8818751
    162.8999939      0.4172354
    200.0000000      0.2035257
    204.3000031      0.1894850
    303.8999939      0.0495055
    452.0000000      0.0132847
    672.2999878      0.0038733
   1000.0000000      0.0008265
